stringsfile version 1
4199
str_no_string NO_STRING!
str_journey_to_tulga You_came_by_ship,_skirting_the_cliffs_where_the_Gwynedd_highlands_meet_the_sea._Soon_you_distinguish_Din_Gonwy,_capital_of_the_kingdom._Walking_you_see_that_the_streets_are_dark_and_silent._The_great_king-warrior_Cadwallon_died_two_years_ago,_and_Gwynedd_is_still_mourning_his_death._He_left_a_son,_Cadwaladr,_but_is_still_a_child_of_three_years_old._The_hard_men_of_Gwynedd,_considered_among_the_strongest_in_Britain,_have_been_summoned_to_war_this_year._They_cry_and_wait,_keeping_sharp_swords.^^There_is_a_new_master,_Cadfael_Cadomedd,_which_has_displaced_the_son_of_Cadwallon_and_his_mother's_power._He_says_that_they_have_returned_to_the_glory_days...
str_journey_to_shariz You_are_in_Dun_Iasgach,_a_powerful_town_in_Mumain_Kingdom_in_south_of_Ireland._It_is_a_land_rich_land,_with_great_forests_and_rivers_teeming_with_fish._It_could_be_a_perfect_place_to_live,_but_Ireland_is_a_land_of_war,_where_clans_fight_for_any_reason,_stealing_cattle_and_women_and_killing_the_young_warriors_in_fratricidal_struggles.^^Mumain_is_ruled_by_Failbhe_Flann_mac_Aedh,_he_is_ambitious_and_wants_more_land_at_the_expense_of_the_weakening_of_Laigin_Kingdom.
str_lost_tavern_duel_ordinary You_slump_to_the_floor,_stunned_by_the_drunk's_last_blow._Your_attacker's_rage_immediately_seems_to_slacken._He_drops_into_a_chair_and_sits_there_watching_you,_muttering_under_his_breath,_almost_regretfully._A_few_of_the_other_patrons_manage_to_coax_him_to_his_feet_and_bundle_him_out_the_door._One_of_the_others_attends_to_your_wounds,_and_soon_you_too_are_back_on_your_feet,_unsteady_but_alive.
str_lost_tavern_duel_assassin You_slump_to_the_floor,_stunned_by_your_attacker's_last_blow._Slowly_and_deliberately,_he_kneels_down_by_your_side,_pulling_a_long_knife_from_under_his_clothes._But_before_he_can_finish_you_off,_the_tavernkeeper,_who_seems_to_have_regained_his_courage,_comes_up_from_behind_and_gives_your_attacker_a_clout_behind_the_head._He_loses_his_balance,_and_then,_seeing_that_his_chance_to_kill_you_has_been_lost,_makes_a_dash_for_the_door._He_gets_away._Meanwhile,_the_other_tavern_patrons_bind_your_wounds_and_haul_you_to_a_back_room_to_rest_and_recover.
str_lost_startup_hideout_attack You_recover_consciousness_a_short_while_later,_and_see_that_the_kidnappers_have_celebrated_their_victory_by_breaking_open_a_cask_of_mead,_and_have_forgotten_to_take_a_few_elementary_precautions_--_like_binding_your_hands_and_feet._You_manage_to_slip_away._Based_on_the_boisterous_sounds_coming_from_the_hideout,_you_suspect_that_you_may_yet_have_some_time_to_gather_a_few_more_followers_and_launch_another_attack.
str_reg1_blank_s3 {!}{reg1}_{s3}
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court As_you_no_longer_rule_an_independent_realm,_you_can_no_longer_maintain_a_court
str_rents_from_s0 Rents_from_{s0}:
str_tariffs_from_s0 Tariffs_from_{s0}:
str_general_quarrel _We've_found_ourselves_on_the_opposite_side_of_many_arguments_over_the_years,_and_bad_blood_has_built_up_between_us.
str_the_steppes the_plain
str_the_deserts the_mountains
str_the_tundra the_deep_forest
str_the_forests the_forests
str_the_highlands the_highlands
str_the_coast the_coast
str_my_lady_not_sufficient_chemistry My_lady,_there_are_other_maidens_who_have_captured_my_heart.
str_my_lady_engaged_to_another My_lady,_as_I_understand_it,_you_are_engaged_to_another.
str_attempting_to_rejoin_party Attempting_to_rejoin_party,
str_separated_from_party Separated_from_party,
str_whereabouts_unknown whereabouts_unknown
str_none_yet_gathered {!}None_yet_gathered
str_betrothed _Betrothed_
str_leading_party leading_a_party
str_court_disbanded As_you_no_longer_rule_an_independent_realm,_your_court_has_been_disbanded
str_i_am_not_accompanying_the_marshal_because_will_be_reappointment _I_am_not_accompanying_the_marshal,_because_I_suspect_that_our_ruler_will_shortly_appoint_another_to_that_post.
str_persuasion_opportunity Persuasion_opportunity.^Relation_required_for_automatic_success:_{reg4}^Current_relationship:_{reg5}^Chance_of_success:_{reg7}^Chance_of_losing_{reg9}_relation_point(s):_{reg8}
str_marshal_warning You_are_not_following_{s1}._However,_you_will_not_suffer_any_penalty.
str_follow_army_quest_brief_2 Your_mission_is_complete._You_may_continue_to_follow_{s9}'s_army,_if_you_wish_further_assignments.
str_greetings_playername__it_is_good_to_see_you_i_hope_that_you_have_had_success_in_your_efforts_to_make_your_name_in_the_world _I_am_glad_to_see_you._I_trust_you_are_having_some_success_out_there,_making_your_name_in_the_world
str_minister_advice_select_fief _Might_I_suggest_that_you_select_{s4},_as_the_vassals_have_been_speculating_about_how_you_might_assign_it.
str_minister_advice_select_fief_wait _Might_I_suggest_that_you_wait_until_after_you_have_appointed_a_marshal,_as_that_will_give_time_to_the_vassals_to_decide_whom_they_wish_to_support.
str_minister_advice_fief_leading_vassal _{s4},_by_the_way,_has_already_received_the_support_of_{reg4}_of_your_vassals.
str_unassigned_center _(unassigned)
str_s43_also_you_should_know_that_an_unprovoked_assault_is_declaration_of_war {s43}_Also,_as_you_are_the_ruler_of_your_realm,_you_should_know_that_this_assault_constitutes_a_declaration_of_war.
str_missing_after_battle Missing_after_battle
str_retrieve_garrison_warning _(Troops_might_not_be_retrievable_if_fortress_awarded_to_another)
str_s12s15_declared_war_to_control_calradia {s12}{s15}_may_attack_{s16}_without_pretext,_as_a_bid_to_extend_control_over_all_of_Britannia_and_Hibernia.
str_offer_gift_description _improve_my_standing_by_offering_a_gift.
str_resolve_dispute_description _improve_my_standing_by_resolving_a_dispute.
str_feast_wedding_opportunity _If_your_betrothed_and_her_family_are_present,_then_this_may_be_an_opportunity_for_you_to_celebrate_the_wedding.
str_s21_the_s8_declared_war_as_part_of_a_bid_to_conquer_all_calradia {s21}._The_{s8}_declared_war_with_very_little_pretext,_as_part_of_a_bid_to_conquer_all_Britannia_and_Hibernia.
str_master_vinter Master_vinter
str_s54_has_left_the_realm {s54}_has_left_the_realm.
str_enterprise_s5_at_s0 Net_revenue_from_{s5}_at_{s0}
str_bread_site mill
str_ale_site brewery
str_oil_site oil_press
str_wine_site wine_press
str_tool_site ironworks
str_leather_site tannery
str_linen_site linen_weavery
str_wool_cloth_site wool_weavery
str_velvet_site dyeworks
str_under_sequestration Under_sequestration
str_describe_secondary_input _In_addition,_you_will_also_need_to_purchase_{s11}_worth_{reg10}_scillingas.
str_profit profit
str_loss loss
str_server_name_s0 Server_Name:_{s0}
str_map_name_s0 Map_Name:_{s0}
str_game_type_s0 Game_Type:_{s0}
str_remaining_time_s0reg0_s1reg1 Remaining_Time:_{s0}{reg0}:{s1}{reg1}
str_you_are_a_lord_lady_of_s8_s9 You_are_a_{lord/lady}_of_{s8}.^{s9}
str_you_are_king_queen_of_s8_s9 You_are_{king/queen}_of_{s8}.^{s9}
str_for_s4 _for_{s4}
str_cancel_fiancee_quest _Also,_you_should_please_consider_that_other_matter_I_had_asked_of_you_to_have_been_successfully_completed._It_is_not_fit_for_me_to_commission_you_with_tasks.
str_a_duel_request_is_sent_to_s0 A_duel_offer_is_sent_to_{s0}.
str_s0_offers_a_duel_with_you {s0}_offers_a_duel_with_you.
str_your_duel_with_s0_is_cancelled Your_duel_with_{s0}_is_cancelled.
str_a_duel_between_you_and_s0_will_start_in_3_seconds A_duel_between_you_and_{s0}_will_start_in_3_seconds.
str_you_have_lost_a_duel You_have_lost_a_duel.
str_you_have_won_a_duel You_have_won_a_duel!
str_server_s0 [SERVER]:_{s0}
str_disallow_ranged_weapons Disallow_ranged_weapons
str_ranged_weapons_are_disallowed Ranged_weapons_are_disallowed.
str_ranged_weapons_are_allowed Ranged_weapons_are_allowed.
str_duel_starts_in_reg0_seconds Duel_starts_in_{reg0}_seconds...
str_cancel Cancel
str_continue Continue
str_close Close
str_ok Ok
str_random Random
str_back Back
str_prev Previous
str_next Next
str_not_available N/A
str_long_string 01234567890123456789012345678901234567890
str_background_label_1 Character_Background
str_background_label_2 The_Story_:
str_gender Gender
str_gender_value :_____{reg11?Female:Male}
str_nationality People
str_nationality_value :_____{s12}
str_parent Father
str_parent_value :_____{s13}
str_childhood Childhood
str_childhood_value :_____{s14}
str_jobs Vocation
str_jobs_value :_____{s15}
str_reason Fate
str_reason_value :_____{s16}
str_religion Religion
str_religion_value :_____{s17}
str_story {s18}^_
str_swadian Angle
str_swadian2 Angle_(tall)
str_swadian3 Angle_(short)
str_saxon Saxon
str_saxon2 Saxon_(tall)
str_saxon3 Saxon_(short)
str_jute Jute
str_jute2 Jute_(tall)
str_jute3 Jute_(short)
str_frisian Theod
str_frisian2 Theod_(tall)
str_frisian3 Theod_(short)
str_vaegir Pict
str_vaegir2 Pict_(tall)
str_vaegir3 Pict_(short)
str_khergit Briton
str_khergit2 Briton_(tall)
str_khergit3 Briton_(short)
str_nord Irish
str_nord2 Irish_(tall)
str_nord3 Irish_(short)
str_rhodok Roman
str_rhodok2 Roman_(tall)
str_rhodok3 Roman_(short)
str_parent_noble Lesser_Noble
str_parent_merchant Merchant
str_parent_guard Lesser_Lord's_Retainer
str_parent_forester Outlaw
str_parent_nomad Unfree_Peasant_(Serf)
str_parent_thief Slave
str_parent_priest Free_Peasant
str_childhood_page Brought_Up_In_a_Noble_Court
str_childhood_apprentice Blacksmith's_Apprentice
str_childhood_stockboy Merchant's_Apprentice
str_childhood_urchin Street_Urchin
str_childhood_nomad Cottager
str_childhood_mummer Slave
str_childhood_courtier Bard's_Apprentice
str_childhood_noble Retainer's_Apprentice
str_childhood_acolyte Cleric_Acolyte
str_job_bravo {reg11?Lesser_Noble's_Wife:Lesser_Noble}
str_job_merc Slave
str_job_noble {reg11?A_lady-in-waiting:Retainer}
str_job_troubadour Bard
str_job_student {reg11?Peasant's_Wife:Free_Peasant}
str_job_peddler Merchant
str_job_craftsman Blacksmith
str_job_poacher Poacher
str_job_preacher Itinerant_Preacher
str_reason_revenge Personal_revenge
str_reason_death The_loss_of_a_loved_one
str_reason_wanderlust Wanderlust
str_reason_fervor Religious_fervor
str_reason_disown Being_forced_out_of_your_home
str_reason_greed Lust_for_money_and_power
str_christian Celtic_Christianity
str_oldgods Polytheism:_Old_Celtic_Gods
str_pagangods Polytheism:_Old_Germanic_Gods
str_romanc Roman_Christianity
str_story_all {s18}{s1}_
str_story_swadian You_are_an_Angle_and_you_are_of_an_average_height._A_member_of_once_West_Germanic_people_that_migrated_from_Sleswick_to_Britain_in_the_5th_century_a.d._and_founded_the_kingdoms_of_East_Anglia,_Mierce,_and_Northumbria._As_early_as_the_6-7th_century_their_name_was_extended_to_all_the_Germanic_inhabitants_of_Britain.^^
str_story_swadian2 You_are_an_Angle_and_you_are_tall_and_strong._A_member_of_once_West_Germanic_people_that_migrated_from_Sleswick_to_Britain_in_the_5th_century_a.d._and_founded_the_kingdoms_of_East_Anglia,_Mierce,_and_Northumbria._As_early_as_the_6-7th_century_their_name_was_extended_to_all_the_Germanic_inhabitants_of_Britain.^^
str_story_swadian3 You_are_an_Angle_and_you_are_short_in_stature_but_agile._A_member_of_once_West_Germanic_people_that_migrated_from_Sleswick_to_Britain_in_the_5th_century_a.d._and_founded_the_kingdoms_of_East_Anglia,_Mierce,_and_Northumbria._As_early_as_the_6-7th_century_their_name_was_extended_to_all_the_Germanic_inhabitants_of_Britain.^^
str_story_saxon You_are_a_Saxon_and_you_are_of_an_average_height._A_member_of_Germanic_people_who_in_ancient_times_dwelled_near_the_mouth_of_the_Elbe,_a_portion_of_whom_invaded_and_occupied_parts_of_Britain_in_the_5th_and_6th_centuries.^^
str_story_saxon2 You_are_a_Saxon_and_you_are_tall_and_strong._A_member_of_Germanic_people_who_in_ancient_times_dwellied_near_the_mouth_of_the_Elbe,_a_portion_of_whom_invaded_and_occupied_parts_of_Britain_in_the_5th_and_6th_centuries.^^
str_story_saxon3 You_are_a_Saxon_and_you_are_short_in_stature_but_agile._A_member_of_Germanic_people_who_in_ancient_times_dwelling_near_the_mouth_of_the_Elbe,_a_portion_of_whom_invaded_and_occupied_parts_of_Britain_in_the_5th_and_6th_centuries.^^
str_story_jute You_are_a_Jute_and_you_are_of_an_average_height._A_member_of_Germanic_people_who_have_come_from_Jutland_and_invaded_Britain_in_the_5th_and_6th_centuries_a.d._They_settled_in_the_south_and_southeast_and_on_the_Isle_of_Wight.^^
str_story_jute2 You_are_a_Jute_and_you_are_tall_and_strong._A_member_of_Germanic_people_who_have_come_from_Jutland_and_invaded_Britain_in_the_5th_and_6th_centuries_a.d._They_settled_in_the_south_and_southeast_and_on_the_Isle_of_Wight.^^
str_story_jute3 You_are_a_Jute_and_you_are_short_in_stature_but_agile._A_member_of_Germanic_people_who_have_come_from_Jutland_and_invaded_Britain_in_the_5th_and_6th_centuries_a.d._They_settled_in_the_south_and_southeast_and_on_the_Isle_of_Wight.^^
str_story_frisian You_are_Theod,_a_descendant_of_people_who_belonged_to_continental_and_Scandinavian_Germanic_tribes,_and_you_are_of_an_average_height._You_could_be_an_inhabitant_of_Friesland,_Frisian_Islands_or_other_areas_inhabited_by_Germanic_people_that_migrated_to_Britain_in_the_5th_century_a.d.^^
str_story_frisian2 You_are_Theod,_a_descendant_of_people_who_belonged_to_continental_and_Scandinavian_Germanic_tribes_and_you_are_tall_and_strong._You_could_be_an_inhabitant_of_Friesland,_Frisian_Islands_or_other_areas_inhabited_by_Germanic_people_that_migrated_to_Britain_in_the_5th_century_a.d.^^
str_story_frisian3 You_are_Theod,_a_descendant_of_people_who_belonged_to_continental_and_Scandinavian_Germanic_tribes_and_you_are_short_in_stature_but_agile._You_could_be_an_inhabitant_of_Friesland,_Frisian_Islands_or_other_areas_inhabited_by_Germanic_people_that_migrated_to_Britain_in_the_5th_century_a.d.^^
str_story_vaegir You_are_a_Pict_and_you_are_of_an_average_height._A_member_of_an_ancient_people_of_uncertain_origin_who_inhabited_parts_of_northern_Britain.^^
str_story_vaegir2 You_are_a_Pict_and_you_are_tall_and_strong._A_member_of_an_ancient_people_of_uncertain_origin_who_inhabited_parts_of_northern_Britain.^^
str_story_vaegir3 You_are_a_Pict_and_you_are_short_in_stature_but_agile._A_member_of_an_ancient_people_of_uncertain_origin_who_inhabited_parts_of_northern_Britain.^^
str_story_khergit You_are_a_Briton_and_you_are_of_an_average_height._A_member_of_Celtic_people_inhabiting_ancient_Britain.^^
str_story_khergit2 You_are_a_Briton_and_you_are_tall_and_strong._A_member_of_Celtic_people_inhabiting_ancient_Britain.^^
str_story_khergit3 You_are_a_Briton_and_you_are_short_in_stature_but_agile._A_member_of_Celtic_people_inhabiting_ancient_Britain.^^
str_story_nord You_are_Irish_and_you_are_of_an_average_height._A_member_of_Celtic_people_inhabiting_ancient_Ireland.^^
str_story_nord2 You_are_Irish_and_you_are_tall_and_strong._A_member_of_Celtic_people_inhabiting_ancient_Ireland.^^
str_story_nord3 You_are_Irish_and_you_are_short_in_stature_but_agile._A_member_of_Celtic_people_inhabiting_ancient_Ireland.^^
str_story_rhodok You_are_a_Roman_of_an_average_height,_a_descendant_of_people_from_old_Roman_provinces.^^
str_story_rhodok2 You_are_a_tall_and_strong_Roman,_a_descendant_of_people_from_old_Roman_provinces.^^
str_story_rhodok3 You_are_a_Roman,_a_descendant_of_people_from_old_Roman_provinces._You_are_short_in_stature_but_agile.^^
str_story_parent_noble Your_father_was_of_lower_noble_class_and_possessed_five_hides_of_land._He_owed_military_service_to_the_king_and_went_to_war_with_his_small_retinue_whenever_the_horns_of_war_were_sounded.^^
str_story_parent_merchant You_were_born_the_{reg11?daughter:son}_of_a_wealthy_travelling_merchant,_always_moving_from_place_to_place_in_search_of_a_profit.^^
str_story_parent_guard Your_father_was_a_local_lord's_retinue_and_proved_his_battle_prowess_on_many_occasions._He_was_always_highly_regarded_by_his_lord_which_praised_his_deeds_on_every_feast.^^
str_story_parent_forester Your_father_was_an_outlaw,_a_bandit_who_often_risked_his_life_in_order_to_survive._He_was_hiding_in_the_woods_ever_since_he_was_accused_of_wrongdoing_by_the_local_community._Your_mother_often_brought_him_the_most_needed_necessities_but_most_of_the_time_he_got_food_and_other_stuff_he_needed_from_robbing_and_stealing._He_was_eventually_killed_by_the_hand_of_a_lesser_lord's_retinue_who_was_sent_to_sweep_the_forests_and_get_rid_of_the_pest.^^
str_story_parent_nomad Your_father_was_an_unfree_peasant_who_was_tied_to_his_lord's_estate_for_all_his_life._He_lived_a_very_simple_tough_life.^^
str_story_parent_thief Your_father_was_a_slave_to_a_local_lord_and_had_to_work_hard_in_order_not_to_be_beaten.^^
str_story_parent_priest Your_father_was_a_free_man_who_was_paying_rent_to_his_overlord_and_owed_him_labour_services_in_exchange_for_the_given_land._He_owned_a_horse_and_occasionally_served_as_a_mounted_messenger_when_his_lord_was_involved_in_a_war_but_was_most_of_the_time_deployed_as_a_foot_soldier_where_he_had_to_rely_on_his_shield_and_spear.^^
str_story_childhood_page {reg11?As_a_girl_you_learned_how_to_ride_a_horse_and_how_to_run_a_household_and_property_when_men_were_not_around._You_were_often_eagerly_observing_how_your_brothers_were_practising_with_their_weapons_and_secretly_mimicked_their_attacking_and_defending_moves_with_whatever_tools_you_could_find._You_became_a_big_connoisseur_of_lucky_charms_like_magic_rhymes,_potions,_stones_or_jewels_that_protect_people_from_evil_spirits_or_sickness._You_loved_to_sew_and_weave_nicely_looking_ornaments_into_the_tapestry_and_clothes._You_were_also_sometimes_allowed_to_be_purring_beverages_to_important_men_on_the_feasts_which_made_you_feel_very_proud._(Needs_Lesser_Noble_for_a_father_otherwise_banner_is_not_given.):As_a_boy_you_learned_how_to_ride_a_horse,_how_to_use_weapons_properly,_how_to_motivate_and_lead_men_on_the_battlefield_and_how_to_make_a_name_of_oneself._When_feasts_were_in_progress_you_carefully_observed_how_to_properly_entertain_lord's_followers._You_were_present_when_disputes_among_commoners_were_settled_in_the_court._In_your_pastimes_you_enjoyed_rough_and_boisterous_sport_games_such_as_wrestling,_weapon_sparring,_weight-lifting_and_horse-racing._(Needs_Lesser_Noble_for_a_father_otherwise_banner_is_not_given.)}^^
str_story_childhood_apprentice {reg11?As_a_child_you_apprenticed_with_a_local_blacksmith_although_this_was_unheard_of_for_a_girl_and_people_seemed_to_be_very_surprised_when_they_saw_you_doing_your_work._It_was_hard_and_dangerous_at_first_but_after_years_of_hard_work_and_study_under_your_new_master_you_learned_a_lot_about_different_weapons_and_tools_that_usually_only_the_richer_people_could_afford._Strike_after_strike_on_the_heated_metal_made_your_arms_proverbially_strong_as_iron._You_were_able_to_test_weapons_you_made_and_your_master_showed_you_how_to_properly_wield_swords,_axes_and_spears_of_all_shapes_and_sizes._Not_only_were_you_helping_make_expensive_products_but_you_also_sold_them_for_as_high_price_as_you_could_manage._:As_a_child_you_apprenticed_with_a_local_blacksmith_to_learn_a_trade._It_was_hard_and_dangerous_at_first_but_after_years_of_hard_work_and_study_under_your_new_master_you_learned_a_lot_about_different_weapons_and_tools_that_usually_only_the_richer_people_could_afford._Strike_after_strike_on_the_heated_metal_made_your_arms_proverbially_strong_as_iron._You_were_able_to__test_weapons_you_made_and_your_master_showed_you_how_to_properly_wield_swords,_axes_and_spears_of_all_shapes_and_sizes._Not_only_were_you_helping_make_expensive_products_but_you_also_sold_them_for_as_high_price_as_you_could_manage.}^^
str_story_childhood_stockboy {reg11?As_a_child_you_were_taught_how_to_make_diary_products_and_sell_them_at_the_markets_and_you_soon_became_adept_at_the_art_of_buying_low,_selling_high_and_leaving_the_customer_thinking_they'd_gotten_the_better_deal._When_going_to_different_markets_you_were_allowed_to_ride_a_mule._Sometimes_time_passed_very_slow_on_the_road_so_you_came_up_with_all_sorts_of_stories_such_as_that_you_were_riding_a_white_gracious_horse_and_that_all_the_girls_were_envious_of_you.__You_were_also_taught_how_to_fend_off_possible_intruders_with_a_spear._:As_a_child_you_apprenticed_to_a_wealthy_merchant,_picking_up_the_trade_over_years_of_travelling_to_distant_lands._You_soon_became_adept_at_the_art_of_buying_low,_selling_high_and_leaving_the_customer_thinking_they'd_gotten_the_better_deal._When_moving_to_different_markets_you_were_allowed_to_ride_a_mule._Sometimes_time_passed_very_slow_on_the_road_so_you_came_up_with_all_sorts_of_stories_such_as_that_you_were_riding_with_that_mule_to_a_battlefield_where_your_brave_deeds_would_have_been_sung_by_bards_for_decades_to_come._Not_that_martial_arts_were_foreign_to_you_-_merchant_taught_you_how_to_fend_off_possible_intruders_with_a_spear.}^^
str_story_childhood_urchin As_a_{reg11?girl:boy}_growing_out_of_childhood,_you_took_to_the_streets,_doing_whatever_you_had_in_order_to_survive._Foraging_food_from_the_surrounding_area,_begging,_thieving,_entertaining_residents_and_working_for_gangs_to_earn_your_bread,_you_lived_from_day_to_day_in_this_violent_world,_always_one_step_ahead_of_the_law_and_those_who_wished_you_ill._Your_rusty_old_knife_and_a_sling_protected_you_from_getting_in_the_harms_way.^^
str_story_childhood_nomad {reg11?As_a_child_you_were_given_ordinary_girl's_tasks_and_in_process_developed_skills_needed_to_run_the_household_such_as_weaving_cloth,_cooking,_making_cheese,_brewing_ale,_collecting_sticks_for_firewood_and_fetching_water_from_a_well._You_learned_how_to_heal_wounds_with_the_herbs_that_grew_in_the_vicinity_which_made_you_a_very_sought_of_person_amongst_the_local_boys_who_often_got_injured_or_sick_while_playing_outside._All_this_wasn't_enough_for_you_though_so_you_asked_your_brothers_to_secretly_teach_you_the_art_of_wielding_a_spear_and_an_axe._Although_you_could_hardly_hold_them_due_to_their_weight_and_size_you_slowly_learned_a_few_tricks._:As_a_child_you_learned_how_to_chop_down_trees_with_an_axe,_how_to_plough_a_field,_and_how_to_use_a_spear_with_a_shield_in_a_battle._You_were_fishing,_collecting_birds'_eggs,_caching_wild_ducks_in_nets_and_hunting_deer_and_wild_boar_with_the_bow_and_javelins_along_other_men_from_the_village._In_your_pastimes_you_loved_doing_sports,_especially_swimming_races_where_you_usually_excelled._You_were_sent_to_herd_cattle_and_sheep_with_your_dogs_which_kept_a_lookout_for_wolves._You_were_taught_how_to_defend_yourself_against_aggressive_wild_animals._Sometimes_you_were_sent_to_far_away_pastures_for_days_where_you_had_to_find_enough_food_in_the_nature_to_sustain_yourself._You_always_carried_a_sling_and_a_bow_with_you_in_order_to_hunt_wild_animals_for_food._You_lived_with_the_nature_and_knew_it's_every_secret._The_great_outdoors_felt_like_a_home_to_you._Throughout_the_years_you_developed_a_tough_skin_since_you_often_had_only_provisional_shelters_to_protect_you_from_bad_weather.}^^
str_story_childhood_mummer As_a_child_you_were_a_slave_and_lived_a_very_tough_life._Work_in_the_woods_and_fields_made_you_strong_and_also_fast_due_to_all_the_running_you_had_to_do_when_ordered_around._Being_hungry_often_you_had_to_learn_how_to_get_food._One_of_the_most_dangerous_ways_was_by_stealing_it_but_you_had_to_make_sure_nobody_saw_you_doing_it._Eventually_you_were_spotted_and_in_turn_tortured_by_your_owner_as_an_example_to_others._Being_beaten_often_made_your_skin_tick,_you_believed_you_can_survive_anything.^^
str_story_childhood_courtier As_a_child_you_were_taken_under_the_wing_of_a_wandering_bard,_entertainer_going_from_a_nobleman_to_a_nobleman_setting_up_shows_on_feasts._It_was_a_life_of_hard_work_but_over_time_you_became_a_performer_well_capable_of_attracting_a_crowd._You_staged_different_fights_with_real_weapons_and_thus_became_very_familiar_with_them._In_addition_you_learned_plenty_of_songs_and_stories_by_heart.^^
str_story_childhood_noble As_a_{reg11?girl:boy}_growing_out_of_childhood,_you_became_retainer's_apprentice_and_thus_trained_and_educated_to_the_duties_of_a_warrior._You_learned_much_about_the_art_of_war,_leadership,_tactics_and_all_other_things_that_you_would_need_in_order_to_survive_on_the_battlefield._Looting_after_the_successful_raid_was_of_course_always_the_best_part_of_the_whole_deal.^^
str_story_childhood_acolyte {reg11?In_your_early_ages_you_were_sent_to_live_in_the_nearest_monastery_to_be_trained_as_a_nun._As_such_you_were_one_of_the_few_girls_who_learned_how_to_read_and_write._Life_in_the_monastery_was_strict_and_there_wasn't_much_time_to_play_with_other_girls_but_you_spent_time_in_prayer,_studied_and_worked_in_the_fields_and_workshops._You_were_learning_how_to_copy_books_by_hand_and_decorated_the_pages_in_beautiful_colours_but_much_more_years_would_have_to_pass_before_you_would_become_a_master_in_this_art._You_learned_all_sorts_of_basic_healing_and_a_bit_of_a_rudimentary_surgery_to._When_you_managed_to_get_some_free_time_for_yourself_throwing_rocks_at_the_targets_and_punching_them_with_a_staff_was_your_favourite_pastime._Although_this_was_unheard_of_for_a_girl_like_you,_your_adventorous_spirit_needed_some_more_action_then_just_being_diligent._:In_your_early_ages_you_were_sent_to_live_in_the_nearest_monastery_to_be_trained_as_a_monk._As_such_you_were_one_of_the_few_boys_who_learned_how_to_read_and_write._Life_in_the_monastery_was_strict_and_there_wasn't_much_time_to_play_with_other_boys_but_you_spent_time_in_prayer,_studied_and_worked_in_the_fields_and_workshops._You_were_learning_how_to_copy_books_by_hand_and_decorated_the_pages_in_beautiful_colours_but_much_more_years_would_have_to_pass_before_you_would_become_a_master_in_this_art._You_learned_all_sorts_of_basic_healing_and_a_bit_of_a_rudimentary_surgery_to._When_you_managed_to_get_some_free_time_for_yourself_throwing_rocks_at_the_targets_and_punching_them_with_a_staff_was_your_favourite_pastime._Although_this_was_unheard_of_for_a_boy_like_you,_your_adventorous_spirit_needed_some_more_action_then_just_being_diligent.}^^
str_story_job_bravo {reg11?Being_a_wife_to_a_Lesser_Lord_meant_you_had_an_elevated_and_solid_position_in_the_society._Your_husband_was_often_away_doing_different_task_for_his_overlord_and_in_those_times_you_were_the_one_who_run_the_household_and_belonging_property._All_the_matters_had_to_be_discussed_with_you_in_the_time_of_your_husband's_absence._You_often_joined_your_husband_and_his_retainers_when_they_went_out_riding_a_horse._Although_your_husband_didn't_appreciate_the_fact_that_you_are_also_interested_into_martial_arts_it_didn't_stop_you_from_practising_combat_moves_with_your_husband's_retinue._They_thought_of_you_with_a_high_regard_since_you_proved_to_be_an_equal_adversary_in_sparring_practices._You_are_a_big_connoisseur_of_lucky_charms_like_magic_rhymes,_potions,_stones_or_jewels_that_protect_people_from_evil_spirits_or_sickness._You_loved_to_sew_and_weave_nicely_looking_ornaments_into_the_tapestry_and_clothes_which_made_your_husband's_apparel_look_strikingly_neat._As_the_highest_ranking_woman_in_the_household_you_were_honourable_cup_bearer_on_the_feasts_and_guest_attending_them_were_amazed_by_your_graciousness._(Needs_Lesser_Noble_for_a_father_otherwise_banner_is_not_given.):Being_a_Lesser_Lord_you_carried_out_many_duties_to_your_overlord_and_the_king._In_a_war_you_were_expected_to_fulfil_your_overlord's_demands_and_bring_with_you_a_number_of_trained_men_which_you_picked_amongst_the_upper_ranks_of_the_peasantry_in_the_area._You_helped_oversee_the_building_and_maintenance_of_roads,_bridges_and_fortifications_to_your_overlord_by_appointing_the_most_able_of_stonemasons_and_wood_carvers_to_him._You_administered_the_king's_laws,_enforced_the_king's_justice,_and_made_sure_that_the_King's_and_religious_taxes_were_paid_on_time._When_disputes_arose_amongst_the_commoners_you_were_the_one_who_had_the_right_to_settle_them_in_the_court._When_not_carrying_out_these_duties_you_amused_yourself_by_hunting_in_the_wilds,_practising_weapon_sparring_and_horse_racing._On_feast_days_or_visits_from_other_nobles_you_sometimes_arranged_a_small_feast_or_some_other_entertainment_for_the_guests_including_hiring_the_bard_to_sing_and_tell_great_stories_about_the_past_times._(Needs_Lesser_Noble_for_a_father_otherwise_banner_is_not_given.)}^^
