2363
qstr_{reg61}.0{reg62} {reg61}.0{reg62}
qstr_{s0}^{s1}_towns_with_ {s0}^{s1}_towns_with_prosperity_60-79:_{reg0}
qstr_{s0}^{s1}_towns_with_p {s0}^{s1}_towns_with_prosperity_40-59:_{reg0}
qstr_{s0}^{s1}_towns_with_pr {s0}^{s1}_towns_with_prosperity_20-39:_{reg0}
qstr_{s0}^{s1}_towns_with_pro {s0}^{s1}_towns_with_prosperity_0-19:_{reg0}
qstr_{!}{s0}^ {!}{s0}^
qstr_{s0}^{s1}_Average_Vi {s0}^{s1}_Average_Village_Prosperity:_{reg0}
qstr_{s0}^{s1}_villages_w {s0}^{s1}_villages_with_prosperity_80-100:_{reg0}
qstr_{s0}^{s1}_villages_wi {s0}^{s1}_villages_with_prosperity_60-79:_{reg0}
qstr_{s0}^{s1}_villages_wit {s0}^{s1}_villages_with_prosperity_40-59:_{reg0}
qstr_{s0}^{s1}_villages_with {s0}^{s1}_villages_with_prosperity_20-39:_{reg0}
qstr_{s0}^{s1}_villages_with_ {s0}^{s1}_villages_with_prosperity_0-19:_{reg0}
qstr_You_now_own_a_ship_a You_now_own_a_ship_and_can_disembark_from_this_town.
qstr__Remember:_to_disemb _Remember:_to_disembark_you_need_to_click_on_a_settlement_or_party.
qstr_There_is_no_room_for There_is_no_room_for_any_further_ships_in_this_harbor.
qstr_You_don_t_have_enough_ You_don't_have_enough_money_to_buy_a_ship.
qstr_You_don_t_own_a_ship You_don't_own_a_ship_or_your_crew_exceeds_the_boundaries._You_need_hire_a_ship_(advance_over_sea).
qstr_{s3}^You_have_{reg1} {s3}^You_have_{reg1}_ships_in_{s2}.
qstr_Choose_{s1} Choose_{s1}
qstr_Your_crew_is_either_ Your_crew_is_either_too_small_or_too_large.
qstr_You_have_deserted_an You_have_deserted,_and_are_now_wanted!
qstr_Lair_built! Lair_built!
qstr_You_already_have_a_w You_already_have_a_watchtower_built.
qstr_You_don_t_have_enough_s You_don't_have_enough_scillingas_to_build_a_lair!.
qstr_Lair_demolished! Lair_demolished!
qstr_You_don_t_have_a_Lai You_don't_have_a_Lair_built!
qstr_You_don_t_have_enough_sc You_don't_have_enough_scillingas_to_hire_demolish-specialized_engineers.
qstr_Hoar_hired! Hoar_hired!
qstr_You_don_t_have_enough_sci You_don't_have_enough_scillingas!.
qstr_Hoar_Dismissed! Hoar_Dismissed!
qstr_Cleric_hired! Cleric_hired!
qstr_Priest_Dimissed! Priest_Dimissed!
qstr_Priest_hired! Priest_hired!
qstr_Interrupted_all_your Interrupted,_all_your_preparations_go_to_waste.
qstr_You_perform_some_sim You_perform_some_simple_music.
qstr_You_perform_some_mus You_perform_some_music.
qstr_You_perform_some_com You_perform_some_complex_music.
qstr_You_perform_some_lor You_perform_some_lordly_music.
qstr_You_perform_some_roy You_perform_some_royal_music.
qstr_You_give_a_speech. You_give_a_speech.
qstr_{!}mnu_perform_music {!}mnu_perform_music:_you_should_not_be_reading_this.
qstr_One_young_nobleman_v One_young_nobleman_volunteers_to_follow_you.
qstr_{reg5}_young_nobleme {reg5}_young_noblemen_volunteer_to_follow_you.
qstr_They_laugh_at_you_be They_laugh_at_you_because_they_think_you're_a_starving_beggar._Come_back_when_you're_someone_important_(you_need_more_renown).
qstr_Try_as_you_might_you_ Try_as_you_might,_you_could_not_defeat_the_rebelling_village.
qstr_positive positive
qstr_negative negative
qstr_{s11}^^_The_current_ {s11}^^_The_current_garrison_consists_of_{reg5}_men.^The_food_stock_lasts_for_{reg6}_days.
qstr_^^Additional_the_fol ^^Additional_the_following_parties_are_currently_inside:^
qstr_{s12}_{s3}_with_{reg {s12}_{s3}_with_{reg1}_troops.^
qstr_{playername}_^^I_alw {playername},_^^I_always_knew_you_were_a_bad_egg,_since_the_day_you_have_pledged_allegiance_to_my_clan._^Did_you_really_think_you_could_set_my_family_against_me?_You've_dropped_your_mask,_you_snake!_You_are_an_infliction,_and_I_will_not_bear_it_anymore._^Hereby,_I_disown_and_ban_you_from_my_house._I_have_urged_my_family_to_fight_you,_and_I_will_warn_Britannia_and_Hibernia_lords_about_your_infamy._^Tremble_with_fear,_you_have_a_deadly_enemy!_^^{s9}.
qstr_{playername}^^_I_ve_ {playername},^^_I've_received_a_letter_from_{s9},_telling_me_about_your_disgracefull_jiggery-pokery._In_the_present_circumstances,_{s9}_could_not_provide_evidence._But_unlike_you,_{he/she}_is_a_distinguished_member_of_my_family;_and_since_all_these_years,_I_never_had_any_reason_to_distrust_{him/her}._I_take_{his/her}_charges_for_granted._^Hopefully,_you_failed_to_breakup_my_family_unit._Hereby_I_reject_your_pledge_:_you_are_no_longer_related_to_my_house._Each_membership_will_retaliate_against_you_in_all_conscience..._^I_would_be_ashamed_to_confess_how_you_maliciously_fooled_me,_so_I_will_not_challenge_you,_to_not_be_accountable_for_your_death_to_my_King._However_I'm_not_used_to_report_him_every_rat_I_crush_while_in_wilderness,_someday_I_may_find_you_there_!_^^{s10}
qstr__Shield_bash_enabled _Shield_bash_enabled._Key:_Right_Click_+_Left_Click._Remember:_Shield_bash_consumes_energy_and_you_can_not_make_two_consecutive_bashes.
qstr_The_young_noble_pref The_young_noble_preferred_to_flee_rather_than_duel_with_you!
qstr_of_a_fulminatng_dise of_a_fulminatng_disease
qstr_in_a_hunting_acciden in_a_hunting_accident
qstr_assasinated assasinated
qstr_of_an_indigestion of_an_indigestion
qstr_Wergild_was_paid. Wergild_was_paid.
qstr_It_is_common_knowled It_is_common_knowledge_that_the_crane_is_a_Celtic_symbol_of_war._Your_men_are_impressed_by_your_worldy_knowledge,_and_grateful_that_the_gods_are_with_them.
qstr_Your_men_pass_by_the Your_men_pass_by_the_bird_without_noticing_it.
qstr_The_crane_is_a_Celti The_crane_is_a_Celtic_symbol_of_war_-_everyone_knows_that!_Your_lack_of_knowledge_troubles_your_men,_and_they_begin_to_doubt_your_certainty_of_character.
qstr_The_mushrooms_were_r The_mushrooms_were_really_tasty!
qstr_Your_men_are_eating_ Your_men_are_eating_mushrooms_while_resting_at_camp._They_seem_to_be_happy.
qstr_The_mushrooms_were_re The_mushrooms_were_really_tasteless._You_have_diarrhoea_and_feel_very_bad._Strength_and_agility_attributes_were_decreased_by_1.
qstr_Your_men_are_eating_m Your_men_are_eating_mushrooms_while_resting_at_camp._Some_of_them_have_diarrhoea_and_feel_very_bad._They_are_angry!
qstr_The_mushrooms_were_rea The_mushrooms_were_really_tasteless._You_have_diarrhoea_and_feel_very_bad._Strength_and_agility_attributes_were_decreased_by_3.
qstr_Your_men_are_eating_mu Your_men_are_eating_mushrooms_while_resting_at_camp._Some_of_them_have_diarrhoea_and_feel_very_bad._They_are_really_angry!
qstr_You_spend_a_good_tim You_spend_a_good_time_with_the_priest's_wife,_and_when_her_husband_returns,_you_away_for_the_stable_without_being_seen!
qstr_Bandits_run_away_whe Bandits_run_away_when_you_are_near!
qstr_You_kill_the_priest_ You_kill_the_priest_while_claiming_the_name_of_Woden!
qstr_Merchants_give_you_s Merchants_give_you_some_money!
qstr__The_man_s_eyes_sadl _The_man's_eyes_sadly_watch_you_while_you_follow_your_path.
qstr__When_you_give_him_a _When_you_give_him_armor_and_food,_he_draws_a_distinction_in_the_size_of_a_mighty_warrior.
qstr__The_child_s_eyes_sa _The_child's_eyes_sadly_watch_you_while_you_follow_your_path.
qstr__New_troops_join_you _New_troops_join_your_party.
qstr__Bandits_flee_away. _Bandits_flee_away.
qstr__After_tow_hours_the _After_tow_hours_the_bandits_return_with_some_loot_and_the_chiefs_head...
qstr__Your_men_kill_all_t _Your_men_kill_all_the_bandits.
qstr__He_join_you. _He_join_you.
qstr__The_man_insists_too _The_man_insists_too_much,_and_then_you_leave_his_body_by_the_roadside.
qstr__You_are_now_a_pagan _You_are_now_a_pagan_(germanic_gods).
qstr__The_priest_bless_yo _The_priest_bless_you_and_you_continue_your_way_.
qstr__Blood_and_death_ever _Blood_and_death_everywhere._The_priest_do_not_resist_and_you_take_possession_of_their_gold.
qstr__With_unusual_fury_yo _With_unusual_fury,_your_pagan_warriors_plundered_the_church_and_kill_all_the_priest_and_your_enemies._Blood_covers_the_ground,_and_greed_shining_in_the_eyes_of_the_fiercest_men.
qstr__Among_the_remains_o _Among_the_remains_of_the_corpse_are_the_sword_and_armor_of_a_king._Magnificent_weapons_to_take_away_the_iron_oxide_to_discover_a_high_quality._Now_they_are_yours_if_you_do_not_mind_the_bad_luck_that_belonged_to_a_dead.
qstr__Someday_perhaps_you _Someday,_perhaps,_you_might_have_the_honor_of_being_buried_like_a_king.
qstr__Fame_is_important. _Fame_is_important.
qstr__Tunic_isn_t_importa _Tunic_isn't_important,_girl_yes.
qstr__Animals_really_valu _Animals_really_valuable_to_village_survival.
qstr__You_did_return_the_ _You_did_return_the_animals_after_all.
qstr__Anymore_was_devoure _Anymore_was_devoured_on_the_spot.
qstr__With_the_blood_of_t _With_the_blood_of_the_sword_falling_to_the_elbow,_you_will_welcome_the_easy_victory.
qstr__Your_soldiers_get_a _Your_soldiers_get_a_kick_out_of_harassing_helpless_peasants.
qstr__Honour_and_fame_are _Honour_and_fame_are_important.
qstr__The_girl_is_pregnan _The_girl_is_pregnant_and_the_elder_asks_for_a_high_compensation._To_avoid_rumors_and_problems,_you_pay.
qstr__you_get_their_meage _you_get_their_meager_belongings.
qstr__Celebrating_a_funer _Celebrating_a_funeral_at_your_expense.
qstr_Part_of_your_food_wa Part_of_your_food_was_destroyed.
qstr_Your_men_have_nothin Your_men_have_nothing_to_eat!
qstr_You_don_t_have_enough_g You_don't_have_enough_gold._You_order_water_to_be_rationed_and_dig_wells.
qstr__the_enemy_thinks_re _the_enemy_thinks_reinforcements_will_soon_arrive.
qstr__fear_and_discontent _fear_and_discontent_is_spreading_inside.
qstr__he_likes_the_wife_o _he_likes_the_wife_of_his_former_master_and_he_will_fight_by_your_side_if_you_give_her_to_him_after_the_conquest.
qstr__the_enemy_s_morale_ _the_enemy's_morale_is_low_and_we_should_attack.
qstr__You_feel_happy. _You_feel_happy.
qstr_You_don_t_have_enough_go You_don't_have_enough_gold,_and_know_that_in_the_coming_days_hundreds_of_children,_women_and_elderly_will_die_before_your_eyes,_languished_from_hunger.
qstr__You_know_that_in_th _You_know_that_in_the_coming_days_hundreds_of_children,_women_and_elderly_will_die_before_your_eyes,_languished_from_hunge.
qstr__The_wife_is_pregnan _The_wife_is_pregnant_and_the_officer_asks_for_a_high_compensation._To_avoid_rumors_and_problems,_you_pay.
qstr_Part_of_your_food_was Part_of_your_food_was_distribute.
qstr_You_missed_the_deadl You_missed_the_deadline_to_pay_back_your_debts_in_{s1}._They_now_grow_at_an_interest_of_50%.
qstr_Your_debt_in_{s1}_is Your_debt_in_{s1}_is_now_so_high_that_the_King_himself_has_taken_notice._He_has_frozen_your_debt,_but_is_displeased_with_the_situation.
qstr_Breaking_camp... Breaking_camp...
qstr_AMBUSH_CANCELLED_DON AMBUSH_CANCELLED,_DON'T_MOVE_WHILE_AMBUSHING.
qstr_You_have_broken_off_ You_have_broken_off_your_siege_of_{s1}.
qstr_You_cannot_maintain_ You_cannot_maintain_your_siege_of_{s1}_from_this_distance._You_risk_your_lines_breaking.
qstr_{!}{s3}_commander_of {!}{s3}_commander_of_party_#{reg4}_which_is_not_his_troop_leaded_party_{reg5}
qstr_{!}_Commanded_party_ {!}_Commanded_party_#{reg4}_is_{s3},_troop_leaded_party_#{reg5}_is_{s65}
qstr_Your_troops_enjoy_th Your_troops_enjoy_the_entertainment_you_and_your_companions_give_them.
qstr_Your_troops_wish_you Your_troops_wish_you_and_your_companions_would_provide_more_entertainment.
qstr_1 1
qstr_You_gain_{reg0}_scil You_gain_{reg0}_scillingas_from_begging._You_lose_{s2}_reputation_and_{s3}_renown
qstr_You_have_very_bad_fe You_have_very_bad_feelings_about_this_ambush...
qstr_You_have_bad_feeling You_have_bad_feelings_about_this_ambush.
qstr_You_have_good_feelin You_have_good_feelings_about_this_ambush.
qstr_You_have_very_good_f You_have_very_good_feelings_about_this_ambush.
qstr_You_have_very_bad_fee You_have_very_bad_feelings_about_this_sneaking...
qstr_You_have_bad_feelings You_have_bad_feelings_about_this_sneaking.
qstr_You_have_good_feeling You_have_good_feelings_about_this_sneaking.
qstr_You_have_very_good_fe You_have_very_good_feelings_about_this_sneaking.
qstr_You_keep_working_har You_keep_working_hard_for_this_village...
qstr_Your_strenuous_villa Your_strenuous_village_work_ends.
qstr_____________________ ________________________________Looting_and_burying_the_dead.
qstr______________________ ______________________________________Burying_the_dead.
qstr_______________________ _______________________________________Looting_the_dead.
qstr__Camp_defenses_have_ _Camp_defenses_have_been_completed.
qstr__Your_siege_camp_was _Your_siege_camp_was_destroyed_while_you_were_away!
qstr__Your_troops_have_fi _Your_troops_have_finished_building_a_new_supply_wagon.
qstr__Your_contract_with_ _Your_contract_with_{s1}_has_expired.
qstr_Your_spy_in_{s5}_has Your_spy_in_{s5}_has_successfully_poisoned_the_well.
qstr_Rats_have_infested_t Rats_have_infested_the_food_stocks_in_{s5}.
qstr_A_pox_has_inflicted_ A_pox_has_inflicted_the_cattle_herds_of_{s5}.
qstr_Civil_unrest_in_{s5} Civil_unrest_in_{s5}_is_having_an_adverse_effect_on_the_town_economy.
qstr_Farmers_in_{s5}_are_ Farmers_in_{s5}_are_rioting.
qstr_{!}DEBUG____Doing_po {!}DEBUG_--_Doing_political_calculations_for_{s9}
qstr_{!}DEBUG___{s4}_faction_chan {!}DEBUG_-_{s4}_faction_changed_in_defection
qstr_{!}{s4} {!}{s4}
qstr_{!}DEBUG___{s4}_is_i {!}DEBUG_-_{s4}_is_in_{s5},_should_be_in_{s6},_disabling_political_cheat_mode
qstr_A_livestock_epidemic A_livestock_epidemic_has_killed_{reg4}_cattle_in_{s4}.
qstr_{!}DEBUG_:_tax_rate_ {!}DEBUG_:_tax_rate_in_{s6}:_{reg0}
qstr_{!}DEBUG_:_accumulat {!}DEBUG_:_accumulated_rents__in_{s6}:_{reg0}
qstr_{!}DEBUG_:_rent_chan {!}DEBUG_:_rent_change_in_{s6}:_{reg0}__in_{s6}
qstr_{!}DEBUG_:_tax_rate_a {!}DEBUG_:_tax_rate_after_modi_in_{s6}:_{reg0}
qstr_{!}DEBUG_:_center_re {!}DEBUG_:_center_relation:_{reg0}
qstr_Riot_in_{s6}! Riot_in_{s6}!
qstr_{reg0}_of_your_prison {reg0}_of_your_prisoners_escaped_of_Salt_Mine!
qstr_Your_party_is_spotte Your_party_is_spotted_by_{s1}.
qstr_{reg1}_{s1}_{reg2?ha {reg1}_{s1}_{reg2?have:has}_escaped_from_your_party_during_the_night.
qstr_{s1}_of_{s3}_has_bee {s1}_of_{s3}_has_been_released_from_captivity.
qstr_Building_of_{s0}_in_ Building_of_{s0}_in_{s4}_has_been_completed.
qstr_{s1}_has_won_the_tou {s1}_has_won_the_tournament_at_{s2}.
qstr_{!}{s1}_is_infested_ {!}{s1}_is_infested_by_bandits_(at_night).
qstr_{s1}_is_no_longer_in {s1}_is_no_longer_infested_by_bandits_(at_night).
qstr_{!}{s1}_is_holding_a {!}{s1}_is_holding_a_tournament.
qstr_You_are_within_the_w You_are_within_the_walls_of_an_affiliated_family_member_and_don't_have_to_pay_for_accommodation.
qstr_You_pay_for_accommod You_pay_for_accommodation.
qstr_Betrothal_to_{s5}_ex Betrothal_to_{s5}_expires
qstr__Your_tactics_skill_ _Your_tactics_skill_has_increased_by_1.
qstr__Your_persuasion_ski _Your_persuasion_skill_has_increased_by_1.
qstr__Your_leadership_ski _Your_leadership_skill_has_increased_by_1.
qstr__Your_intelligence_h _Your_intelligence_has_increased_by_1.
qstr__Your_trade_skill_ha _Your_trade_skill_has_increased_by_1.
qstr__Your_weapon_master_ _Your_weapon_master_skill_has_increased_by_1.
qstr__Your_engineer_skill _Your_engineer_skill_has_increased_by_1.
qstr_You_have_finished_re You_have_finished_reading_{s1}.{s2}
qstr_Book_Read Book_Read
qstr_{s1}_is_scouted. {s1}_is_scouted.
qstr_{!}DEBUG___{s4}_faction_chang {!}DEBUG_-_{s4}_faction_changed_from_slot_troop_change_to_faction
qstr_{s1}_has_switched_fr {s1}_has_switched_from_{s2}_to_{s3}.
qstr_{!}DEBUG_:_{s2}_is_b {!}DEBUG_:_{s2}_is_besieging_by_{s3}
qstr_{!}DEBUG___Checking_ {!}DEBUG_-_Checking_fire_at_{s4}_for_{s5}_-_current_time_{reg3},_last_nearby_fire_{reg4}
qstr_You_are_not_strong_e You_are_not_strong_enough_to_lift_a_weapon_fit_for_your_promotion!
qstr_You_are_not_strong_en You_are_not_strong_enough_to_hold_all_that_weight_required_with_promotion!.
qstr_Your_arms_are_to_wea Your_arms_are_to_weak_to_advance_in_the_artillary_at_this_moment.
qstr_You_require_more_hor You_require_more_horse_riding_skills_to_fit_your_next_poisition!
qstr_Your_recruiter_who_wa Your_recruiter_who_was_commissioned_to_recruit_{reg10}_recruits_to_{s13}_has_been_defeated!
qstr_{s13}_has_been_taken {s13}_has_been_taken_by_the_enemy_and_your_recruiter_who_was_commissioned_to_recruit_{reg10}_recruits_vanished__without_a_trace!
qstr_ERROR_IN_THE_RECRUIT ERROR_IN_THE_RECRUITER_KIT_SIMPLE_TRIGGERS!
qstr_A_recruiter_has_brou A_recruiter_has_brought_{reg10}_recruits_to_{s13}.
qstr_Distance_between_{s1 Distance_between_{s14}_and_{s15}:_{reg0}
qstr_Your_caravan_has_bro Your_caravan_has_brought_{s12}_to_{s13}.
qstr_{!}_Gift_price_facto {!}_Gift_price_factor_{reg0}/100,_effective_value_{reg1}
qstr_{s13}_is_unimpressed {s13}_is_unimpressed_by_your_paltry_gift.
qstr_The_people_of_{s13}_ The_people_of_{s13}_are_unimpressed_by_your_paltry_gift.
qstr_Your_caravan_has_los Your_caravan_has_lost_it's_way_and_gave_up_your_mission!
qstr_Transfer_to_{s6} Transfer_to_{s6}
qstr_{s6}_patrol {s6}_patrol
qstr_Your_messenger_reach Your_messenger_reached_{s13}.
qstr_{s14} {s14}
qstr_Your_messenger_has_l Your_messenger_has_lost_it's_way_and_gave_up_your_mission!
qstr_Not_enough_money_in_ Not_enough_money_in_treasury_to_upgrade_troops.
qstr_Your_constable_upgra Your_constable_upgraded_{reg5}_{s6}_to_{s7}_in_{s8}
qstr_Your_soldiers_patrolli Your_soldiers_patrolling_{s6}_disbanded_because_you_can't_pay_the_wages!
qstr_{!}DEBUG___Removed_{ {!}DEBUG_-_Removed_{s5}_because_{s4}_cannot_support_that_many_patrols
qstr_It_is_rumoured_that_ It_is_rumoured_that_a_spy_has_been_caught_in_{s11}.
qstr_{!}DEBUG___centraliz {!}DEBUG_-_centralization_{reg1}
qstr_{!}DEBUG___aristocra {!}DEBUG_-_aristocracy_{reg1}
qstr_{!}DEBUG___quality_{ {!}DEBUG_-_quality_{reg1}
qstr_{!}DEBUG___serfdom_{ {!}DEBUG_-_serfdom_{reg1}
qstr_{!}DEBUG___mercantil {!}DEBUG_-_mercantilism_{reg1}
qstr_{!}DEBUG___changing_ {!}DEBUG_-_changing_{reg1}_of_{reg2}_for_{s12}
qstr_{!}DEBUG___relation_ {!}DEBUG_-_relation_change_=__{reg1}_for_{s9}
qstr_Your_last_fief_was_c Your_last_fief_was_captured_and_you_lost_2/3_of_your_treasury
qstr_Library_improved_you Library_improved_your_renown.
qstr_Merchants_guild_add_ Merchants_guild_add_prosperity_to_your_town/s.
qstr_Monasteries_add_pros Monasteries_add_prosperity_to_your_town/s.
qstr_Sacred_Forest_add_pr Sacred_Forest_add_prosperity_to_your_town/s.
qstr_Woden_s_temple_add_p Woden's_temple_add_prosperity_to_your_town/s.
qstr_Winter_is_the_worst_ Winter_is_the_worst_time_for_war._It's_cold,_it_rains_too_much_and_food_is_scarce._In_winter,_men_would_rather_be_sheltered_from_the_fire_that_campaign._Watch_your_moral_and_your_food_stocks.
qstr_anti_cheat_system_is_working_message anti_cheat_system_:_system_is_working...(No_harm_to_non-users.)
qstr_anti_cheat_system_is_working system_is_working.
qstr_anti_cheat_Coefficients_applied_message anti_cheat_system_:_cheat_Coefficients_applied....(No_harm_to_non-users.)
qstr_anti_cheat_Coefficients_applied Coefficients_applied.
qstr_anti_cheat_measuring_message anti_cheat_system_:_measuring_the_wrong_figures...(No_harm_to_non-users.)
qstr_anti_cheat_measuring anti_cheat_measuring.
qstr__While_traveling__Yo (While_traveling)_You_happen_to_find_an_abandoned_house._You_found_some_loot.
qstr_Abandoned_house. Abandoned_house.
qstr_The_adventure_life_i The_adventure,_life_in_the_field,_the_constant_training_makes_you_feel_strong_and_well,_you_are_ready_to_face_any_challenge.
qstr_Heal_improved: Heal_improved:
qstr_Today_you_got_lucky_ Today_you_got_lucky_and_found_a_small_bag_hidden_behind_a_bush._Inside_the_bag_was_300_scillingas.
qstr_Found_Gold_bag: Found_Gold_bag:
qstr_During_a_small_rest_ During_a_small_rest_you_noticed_a_shiney_object_in_the_ground_caught_your_eye._You_tooked_a_closer_look,_thinking_it_may_be_some_scillingas._Unfortunately_it_was_only_a_small_piece_of_rusted_metal_lying_on_the_ground,_totally_worthless.
qstr_Found_some_crap: Found_some_crap:
qstr_The_water_reserves_h The_water_reserves_have_been_contaminated_and_it_must_be_rationed_until_you_reach_the_next_town.
qstr_Water_Reserves_conta Water_Reserves_contaminated.
qstr_You_and_your_party_h You_and_your_party_have_come_across_an_abandoned_wagon_of_full_of_mead,_and_you_gift_it_to_your_men.
qstr_Wagon_of_Mead. Wagon_of_Mead.
qstr_Loyalist_supporters_ Loyalist_supporters_from_a_nearby_village_have_gathered_a_bounty_of_food_for_your_troops.
qstr_Bounty_of_food. Bounty_of_food.
qstr_You_have_found_lefto You_have_found_leftovers_of_a_recent_battle._Searching_the_bodies,_you_managed_to_find_200_scillingas.
qstr_Minor_accident: Minor_accident:
qstr_Your_troops_feel_ref Your_troops_feel_refreshed_from_the_night's_rest.
qstr__The_defected_kingdo _The_defected_kingdoms_seems_calm_and_your_reports_will_confirm_that_there_is_no_rebellion_plot.
qstr__Possible_Rebellion_ (Possible_Rebellion)_Rumors_say_that_{s14}_is_still_alive.
qstr__Possible_Rebellion__ (Possible_Rebellion)_Rumors_say_that_{s14}_meets_in_secret_with_his_faithful.
qstr__Possible_Rebellion__R (Possible_Rebellion)_Rumors_say_that_people_favor_the_restouration_of_{s14}.
qstr__Possible_Rebellion__Ru (Possible_Rebellion)_Rumors_say_that_{s14}_is_gathering_an_army_to_regain_his_throne.
qstr__Possible_Rebellion__Rum (Possible_Rebellion)_Rumors_say_that_{s14}_is_stockpiling_weapons_and_is_seeking_support_among_the_Franks.
qstr__Expenditure_siege__ (Expenditure_siege)_Each_day_of_the_siege_you_need_to_cover_a_number_of_expenses:_as_rewards_for_people_or_digging_latrines,_cleaning_stables,_buying_and_bringing_water_and_food,_cooking,_entertaining_the_troops...
qstr__You_do_not_have_mon _You_do_not_have_money_to_cover_the_basic_expenses_of_the_siege._This_greatly_undermines_morale.
qstr_Back_on_solid_ground Back_on_solid_ground,_out_of_reach_of_swells_and_sea_monsters,_your_men_seem_more_relaxed.
qstr_You_hire_a_nearby_bo You_hire_a_nearby_boat_for_the_trip.
qstr_Your_men_are_uneasy_ Your_men_are_uneasy_about_crossing_the_ocean_and_start_losing_heart.
qstr_Lacking_money_you_co Lacking_money,_you_commandeer_a_nearby_boat.
qstr_Running_out_of_money Running_out_of_money,_you_force_the_boat_to_continue_your_voyage.
qstr_You_have_a_bad_feeli You_have_a_bad_feeling_about_your_ship_{s1}.
qstr_Ship_{s1}_isnt_yet._ Ship_{s1}_isnt_yet._Oh,_damn!
qstr_You_caught_some_fish You_caught_some_fish.
qstr_Due_to_insufficient_ Due_to_insufficient_space,_you_had_to_throw_the_fish_back_into_the_ocean
qstr_All_you_caught_were_ All_you_caught_were_some_seaweeds.
qstr_Oops:_your_mercenary Oops:_your_mercenary_captain_kills_his_prisoners_to_he_can_move_faster.
qstr_You_are_near_to_the_ You_are_near_to_the_enemy's_realm,_the_speed_of_your_party_have_been_greatly_reduced!
qstr_{!}DEBUG____Wanted_b {!}DEBUG_--_Wanted_bandits_spotted_by_{s4}
qstr_Your_cut_arm_finally Your_cut_arm_finally_heals.
qstr_The_cut_on_your_tors The_cut_on_your_torso_finally_heals.
qstr_Your_thoughts_clear. Your_thoughts_clear.
qstr_Your_leg_finally_hea Your_leg_finally_heals.
qstr_Your_broken_arm_fina Your_broken_arm_finally_heals.
qstr_Your_broken_rib_fina Your_broken_rib_finally_heals.
qstr_Your_headache_is_fin Your_headache_is_finally_gone.
qstr_Your_broken_leg_fina Your_broken_leg_finally_heals.
qstr_The_released_prisone The_released_prisoners_were_not_be_trusted_and_they_are_preparing_to_attack_you!
qstr_Warning! Warning!
qstr_The_released_prisoner The_released_prisoners_scattered_as_soon_as_the_battle_finished._You_will_not_be_seeing_them_again.
qstr_Notice! Notice!
qstr_The_released_prisoners The_released_prisoners_have_remained_loyal_and_will_join_your_party
qstr_You_have_{reg0}_days_ You_have_{reg0}_days_left_till_you_are_declared_as_a_deserter!
qstr_You_have_now_been_de You_have_now_been_declared_as_a_deserter!
qstr_{!}DEBUG_:_chamberla {!}DEBUG_:_chamberlain:_{reg0}
qstr_{!}DEBUG_:_constable {!}DEBUG_:_constable:_{reg0}
qstr_{!}DEBUG_:_chancello {!}DEBUG_:_chancellor:_{reg0}
qstr_{reg65?my_Lady:my_Lo {reg65?my_Lady:my_Lord}
qstr_As_a_man_said_it_cou As_a_man_said_it_could_be_a_good_idea_to_visit_{s10}.
qstr_{reg65?My_Lady:My_Lo {reg65?My_Lady:My_Lord}
qstr_{reg65?madame:sir} {reg65?madame:sir}
qstr_{reg65?Madame:Sir} {reg65?Madame:Sir}
qstr_{!}DEBUG____Talk_con {!}DEBUG_--_Talk_context:_{reg4}
qstr_{!}DEBUG____Time_sin {!}DEBUG_--_Time_since_last_talk:_{reg4}
qstr__no_fiefs_ (no_fiefs)
qstr__fiefs:_{s0}_ (fiefs:_{s0})
qstr_{!}g_talk_troop_=_{r {!}g_talk_troop_=_{reg0}_,_g_encountered_party_=_{reg1}_,_slot_value_=_{reg2}
qstr_It_s_the_infamous_cr It's_the_infamous_criminal,_{playername}._Men,_we_shall_arrest_this_varmint,_prepare_for_battle.
qstr_Foolish_of_you_to_ge Foolish_of_you_to_get_caught_like_this,_{playername}.__Now_me_and_the_boys'll_have_to_play_rough.
qstr_Hands_up!__We_re_goi Hands_up!__We're_going_to_bring_you_in,_{playername}..._dead_or_alive.
qstr_It_s_your_money_or_y It's_your_money_or_your_life,_{mate/girlie}._No_sudden_moves_or_we'll_run_you_through.
qstr_Lucky_for_you_you_ca Lucky_for_you,_you_caught_me_in_a_good_mood._Give_us_all_your_coin_and_I_might_just_let_you_live.
qstr_This_a_robbery_eh?_I This_a_robbery,_eh?_I_givin'_you_one_chance_to_hand_over_everythin'_you_got,_or_me_and_my_mates'll_kill_you._Understand?
qstr_Everybody_in_the_tav Everybody_in_the_tavern_has_heard_you,_and_they_give_you_an_angry_look._Maybe_its_better_to_leave_for_now...
qstr_A_cleric_called_Ulca A_cleric_called_Ulcagnus_told_me_an_interesting_story_about_a_heretic_group_-_the_Arians_-_which_have_stolen_a_holy_relic._I_must_find_the_band_and_,after_crushing_them_in_battle,_persuade_or_force_their_leader_Icorigas_to_the_stolen_relic_or_take_it_from_him_by_force._Those_bastards_should_now_be_near_Ynys_Manaw!
qstr_The_elder_{s9}_asked The_elder_{s9}_asked_you_to_deal_with_bandits
qstr_{s9}_asked_you_to_{s {s9}_asked_you_to_{s10}_to_lower_taxes
qstr_{s5}__Persuasion_str {s5}_(Persuasion_strength:_{reg5})
qstr_Persuasion_Attempt Persuasion_Attempt
qstr_{s9}_asked_you_to_br {s9}_asked_you_to_bring_{s10}
