stringsfile version 1
3761
str_no_string {!}NO_STRING!
str__you_should_ask_my_s11_s16s_permission_but_i_have_no_reason_to_believe_that_he_will_prevent_you_from_coming_to_see_me _You_should_ask_my_{s11}_{s16}'s_permission,_but_I_have_no_reason_to_believe_that_he_will_prevent_you_from_coming_to_see_me.
str__you_should_first_ask_her_s11_s16s_permission ._You_should_first_ask_her_{s11}_{s16}'s_permission
str__alas_as_we_know_my_s11_s16_will_not_permit_me_to_see_you_however_i_believe_that_i_can_arrange_away_for_you_to_enter_undetected _Alas,_as_we_know,_my_{s11}_{s16}_will_not_permit_me_to_see_you._However,_I_believe_that_I_can_arrange_a_way_for_you_to_enter_undetected.
str__as_my_s11_s16_has_already_granted_permission_for_you_to_see_me_i_shall_expect_your_imminent_arrival _As_my_{s11}_{s16}_has_already_granted_permission_for_you_to_see_me,_I_shall_expect_your_imminent_arrival.
str_visit_s3_who_was_last_at_s4s18 Visit_{s3},_who_was_last_at_{s4}{s18}
str_giver_troop_=_s2 {!}Giver_troop_=_{s2}
str_the_guards_at_the_gate_have_been_ordered_to_allow_you_through_you_might_be_imagining_things_but_you_think_one_of_them_may_have_given_you_a_wink The_guards_at_the_gate_have_been_ordered_to_allow_you_through._You_might_be_imagining_things,_but_you_think_one_of_them_may_have_given_you_a_wink
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_don_this_dress_and_throw_the_hood_over_your_face_i_will_smuggle_you_inside_the_castle_to_meet_her_in_the_guise_of_a_skullery_maid__the_guards_will_not_look_too_carefully_but_i_beg_you_for_all_of_our_sakes_be_discrete The_guards_glare_at_you,_and_you_know_better_than_to_ask_permission_to_enter._However,_as_you_walk_back_towards_your_lodgings,_an_elderly_lady_dressed_in_black_approaches_you._'I_am_{s11}'s_nurse,'_she_whispers_urgently._'Don_this_dress,_and_throw_the_hood_over_your_face._I_will_smuggle_you_inside_to_meet_her_in_the_guise_of_a_scullery_maid_--_the_guards_will_not_look_too_carefully._But_I_beg_you,_for_all_of_our_sakes,_be_discreet!
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_wait_for_a_while_by_the_spring_outside_the_walls_i_will_smuggle_her_ladyship_out_to_meet_you_dressed_in_the_guise_of_a_shepherdess_but_i_beg_you_for_all_of_our_sakes_be_discrete The_guards_glare_at_you,_and_you_know_better_than_to_ask_permission_to_enter._However,_as_you_walk_back_towards_your_lodgings,_an_elderly_lady_dressed_in_black_approaches_you._'I_am_{s11}'s_nurse,'_she_whispers_urgently._'Wait_for_a_while_by_the_spring_outside_the_walls._I_will_smuggle_her_ladyship_out_to_meet_you,_dressed_in_the_guise_of_a_shepherdess._But_I_beg_you,_for_all_of_our_sakes,_be_discreet!
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_her_ladyship_asks_me_to_say_that_yearns_to_see_you_but_that_you_should_bide_your_time_a_bit_her_ladyship_says_that_to_arrange_a_clandestine_meeting_so_soon_after_your_last_encounter_would_be_too_dangerous The_guards_glare_at_you,_and_you_know_better_than_to_ask_permission_to_enter._However,_as_you_walk_back_towards_your_lodgings,_an_elderly_lady_dressed_in_black_approaches_you.^'I_am_{s11}'s_nurse,'_she_whispers_urgently._'Her_ladyship_asks_me_to_say_that_she_yearns_to_see_you,_but_that_you_should_bide_your_time_a_bit._Her_ladyship_says_that_to_arrange_a_clandestine_meeting_so_soon_after_your_last_encounter_would_be_too_dangerous.'
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter The_guards_glare_at_you,_and_you_know_better_than_to_ask_permission_to_enter.
str_s3_commander_of_party_reg4_which_is_not_his_troop_leaded_party_reg5 {!}{s3}_commander_of_party_#{reg4},_template_{reg6},_which_is_not_his_troop_leaded_party_{reg5}
str_party_with_commander_mismatch__check_log_for_details_ Party_with_commander_mismatch_-_check_log_for_details_
str_s4_adds_wealth_has_reg4_wealth_accumulated {!}{s4}_adds_wealth,_has_{reg4}_wealth_accumulated
str_doing_political_calculations_for_s9 Doing_political_calculations_for_{s9}
str_s9_does_not_have_a_fief {!}{s9}_does_not_have_a_fief
str_current_wealth_reg1 Current_wealth:_{reg1}
str_debug__attempting_to_spawn_s4 {!}DEBUG_:_Attempting_to_spawn_{s4}
str_debug__s0_is_spawning_around_party__s7 {!}DEBUG_:_{s0}_is_spawning_around_party_:_{s7}
str_no_trigger_noted {!}(No_trigger_noted
str_triggered_by_npc_is_quitting {!}(Triggered_by_NPC_is_quitting
str_triggered_by_npc_has_grievance {!}(Triggered_by_NPC_has_grievance
str_triggered_by_npc_has_personality_clash {!}(Triggered_by_NPC_has_personality_clash
str_triggered_by_npc_has_political_grievance {!}(Triggered_by_NPC_has_political_grievance
str_triggered_by_npc_to_rejoin_party {!}(Triggered_by_NPC_to_rejoin_party
str_triggered_by_npc_has_sisterly_advice {!}(Triggered_by_NPC_has_sisterly_advice)
str_triggered_by_local_histories {!}(Triggered_by_local_histories)
str_s1_reg0_s2 {!}{s1},_{reg0}_{s2}
str_s3_reg0_s2 {!}{s3}_{reg0}_{s2}
str_s1_s2 {!}{s1}_{s2}
str_wanted_bandits_spotted_by_s4 {!}Wanted_bandits_spotted_by_{s4}
str_s4_ready_to_voice_objection_to_s3s_mission_if_in_party {!}{s4}_ready_to_voice_objection_to_{s3}'s_mission,_if_in_party
str_test_effective_relation_=_reg3 {!}DEBUG_:_Effective_relation_=_{reg3}
str_g_talk_troop_=_reg0__g_encountered_party_=_reg1__slot_value_=_reg2 {!}g_talk_troop_=_{reg0}_,_g_encountered_party_=_{reg1}_,_slot_value_=_{reg2}
str_strange_that_one_didnt_seem_like_your_ordenary_troublemaker_he_didnt_drink_all_that_much__he_just_stood_there_quietly_and_watched_the_door_you_may_wish_to_consider_whether_you_have_any_enemies_who_know_you_are_in_town_a_pity_that_blood_had_to_be_spilled_in_my_establishment Strange._That_one_didn't_seem_like_your_ordinary_troublemaker._He_didn't_drink_all_that_much_--_he_just_stood_there,_quietly,_and_watched_the_door._You_may_wish_to_consider_whether_you_have_any_enemies_who_know_you_are_in_town..._A_pity_that_blood_had_to_be_spilled_in_my_establishment...
str_wielded_item_reg3 {!}Wielded_item:_{reg3}
str_you_never_let_him_draw_his_weapon_still_it_looked_like_he_was_going_to_kill_you_take_his_sword_and_purse_i_suppose_he_was_trouble_but_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed You_never_let_him_draw_his_weapon...._Still,_it_looked_like_he_was_going_to_kill_you._Take_his_sword_and_purse,_I_suppose._He_was_trouble,_but_it's_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed.
str_well_id_say_that_he_started_it_that_entitles_you_to_his_sword_and_purse_i_suppose_have_a_drink_on_the_house_as_i_daresay_youve_saved_a_patron_or_two_a_broken_skull_still_i_hope_he_still_has_a_pulse_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed Well..._I'd_say_that_he_started_it._That_entitles_you_to_his_sword_and_purse,_I_suppose._Have_a_drink_on_the_house,_as_I_daresay_you've_saved_a_patron_or_two_a_broken_skull._Still,_I_hope_he_still_has_a_pulse._It's_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed.
str_stop_no_shooting_no_shooting Stop!_No_shooting!_No_shooting!
str_em_ill_stay_out_of_this Em..._I'll_stay_out_of_this.
str_the_s12_is_a_labyrinth_of_rivalries_and_grudges_lords_ignore_their_lieges_summons_and_many_are_ripe_to_defect The_{s12}_is_a_labyrinth_of_rivalries_and_grudges._Lords_ignore_their_liege's_summons,_and_many_are_ripe_to_defect.
str_the_s12_is_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_defect_to_a_liege_that_they_consider_more_worthy The_{s12}_is_shaky._Many_lords_do_not_cooperate_with_each_other,_and_some_might_be_tempted_to_defect_to_a_liege_that_they_consider_more_worthy.
str_the_s12_is_fairly_solid_some_lords_bear_enmities_for_each_other_but_they_tend_to_stand_together_against_outside_enemies The_{s12}_is_fairly_solid._Some_lords_bear_enmities_for_each_other,_but_they_tend_to_stand_together_against_outside_enemies.
str_the_s12_is_a_rock_of_stability_politically_speaking_whatever_the_lords_may_think_of_each_other_they_fight_as_one_against_the_common_foe The_{s12}_is_a_rock_of_stability,_politically_speaking._Whatever_the_lords_may_think_of_each_other,_they_fight_as_one_against_the_common_foe.
str_tribune_s12 Tribune_{s12}
str_lady_s12 Lady_{s12}
str_lord_s12 Lord_{s12}
str_resolve_the_dispute_between_s11_and_s12 Resolve_the_dispute_between_{s11}_and_{s12}
str_in_doing_so_you_will_be_in_violation_of_your_truce_is_that_what_you_want In_doing_so,_you_will_be_in_violation_of_your_truce._Is_that_what_you_want?
str_if_you_attack_without_provocation_some_of_your_vassals_may_consider_you_to_be_too_warlike_is_that_what_you_want If_you_attack_without_provocation,_some_of_your_vassals_may_consider_you_to_be_too_warlike._Is_that_what_you_want?
str_our_men_are_ready_to_ride_forth_at_your_bidding_are_you_sure_this_is_what_you_want Our_men_are_ready_to_ride_forth_at_your_bidding..._Are_you_sure_this_is_what_you_want?
str_seek_recognition seek_recognition
str_seek_vassalhood seek_vassalage
str_seek_a_truce seek_a_truce
str__promised_fief _(promised_fief)
str_no_fiefss12 (no_fiefs){s12}
str_fiefs_s0s12 (fiefs:_{s0}{s12})
str_please_s65_ Please_{s65},_
str__s15_is_also_being_held_here_and_you_may_wish_to_see_if_reg4shehe_will_join_us _{s15}_is_also_being_held_here,_and_you_may_wish_to_see_if_{reg4?she:he}_will_join_us.
str_one_thing_in_our_favor_is_that_s12s_grip_is_very_shaky_he_rules_over_a_labyrinth_of_rivalries_and_grudges_lords_often_fail_to_cooperate_and_many_would_happily_seek_a_better_liege One_thing_in_our_favor_is_that_{s12}'s_grip_is_very_shaky._He_rules_over_a_labyrinth_of_rivalries_and_grudges._Lords_often_fail_to_cooperate,_and_many_would_happily_seek_a_better_liege.
str_thankfully_s12s_grip_is_fairly_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_seek_a_better_liege Thankfully,_{s12}'s_grip_is_fairly_shaky._Many_lords_do_not_cooperate_with_each_other,_and_some_might_be_tempted_to_seek_a_better_liege.
str_unfortunately_s12s_grip_is_fairly_strong_until_we_can_shake_it_we_may_have_to_look_long_and_hard_for_allies Unfortunately,_{s12}'s_grip_is_fairly_strong._Until_we_can_shake_it,_we_may_have_to_look_long_and_hard_for_allies.
str_unfortunately_s12s_grip_is_very_strong_unless_we_can_loosen_it_it_may_be_difficult_to_find_allies Unfortunately,_{s12}'s_grip_is_very_strong._Unless_we_can_loosen_it,_it_may_be_difficult_to_find_allies.
str_playername_come_to_plague_me_some_more_have_you {playername}..._Come_to_plague_me_some_more,_have_you?
str_ah_it_is_you_again Ah._It_is_you_again...
str_well_playername Well,_{playername}?
str_comment_found_s1 {!}Comment_found:_{s1}
str_rejoinder_noted {!}Rejoinder_noted
str_s11 {!}{s11}
str_flagon_of_mead horn_of_mead
str_skin_of_kumis skin_of_syrung
str_mug_of_kvass mug_of_ale
str_cup_of_wine cup_of_wine
str_you_intend_to_challenge_s13_to_force_him_to_retract_an_insult You_intend_to_challenge_{s13}_to_force_him_to_retract_an_insult.
str_intrigue_impatience=_reg3_must_be_less_than_100 {!}Intrigue_impatience=_{reg3},_must_be_less_than_100
str_youll_have_to_speak_to_me_at_some_other_time_then You'll_have_to_speak_to_me_at_some_other_time,_then.
str_this_is_no_time_for_words This_is_no_time_for_words!
str_lord_not_alone {!}Lord_not_alone
str_of_course_my_wife Of_course,_my_wife.
str_perhaps_not_our_marriage_has_become_a_bit_strained_dont_you_think Perhaps_not._Our_marriage_has_become_a_bit_strained,_don't_you_think?
str_why_is_that_my_wife_actually_our_marriage_has_become_such_that_i_prefer_to_have_a_witness_for_all_of_our_converations Why_is_that,_my_wife?_Actually,_our_marriage_has_become_such_that_I_prefer_to_have_a_witness_for_all_of_our_conversations.
str_all_right_then_what_do_you_have_to_say_out_with_it All_right_then._What_do_you_have_to_say?_Out_with_it.
str_bah__im_in_no_mood_for_whispering_in_the_corner Bah_--_I'm_in_no_mood_for_whispering_in_the_corner.
str_bah_i_dont_like_you_that_much_im_not_going_to_go_plot_with_you_in_some_corner Bah._I_don't_like_you_that_much._I'm_not_going_to_go_plot_with_you_in_some_corner.
str_well__now_what_do_you_have_to_propose Well_--_now_what_do_you_have_to_propose?
str_trying_our_hand_at_intrigue_are_we_i_think_not Trying_our_hand_at_intrigue,_are_we?_I_think_not
str_hah_i_trust_you_as_a_i_would_a_serpent_i_think_not Hah!_I_trust_you_as_I_would_a_serpent._I_think_not.
str_i_do_not_like_to_conduct_my_business_in_the_shadows_but_sometimes_it_must_be_done_what_do_you_have_to_say I_do_not_like_to_conduct_my_business_in_the_shadows,_but_sometimes_it_must_be_done._What_do_you_have_to_say?
str_i_would_prefer_to_conduct_our_affairs_out_in_the_open I_would_prefer_to_conduct_our_affairs_out_in_the_open.
str_do_not_take_this_amiss_but_with_you_i_would_prefer_to_conduct_our_affairs_out_in_the_open Do_not_take_this_amiss,_but_with_you,_I_would_prefer_to_conduct_our_affairs_out_in_the_open.
str_hmm_you_have_piqued_my_interest_what_do_you_have_to_say Hmm._You_have_piqued_my_interest._What_do_you_have_to_say?
str_em_lets_keep_our_affairs_out_in_the_open_for_the_time_being Em..._Let's_keep_our_affairs_out_in_the_open,_for_the_time_being.
str_thats_sensible__the_world_is_full_of_churls_who_poke_their_noses_into_their_betters_business_now_tell_me_what_it_is_that_you_have_to_say That's_sensible_--_the_world_is_full_of_ceorls_who_poke_their_noses_into_their_betters'_business._Now_tell_me_what_it_is_that_you_have_to_say.
str_what_do_you_take_me_for_a_plotter What_do_you_take_me_for?_A_plotter?
str_well_i_normally_like_to_keep_things_out_in_the_open_but_im_sure_someone_like_you_would_not_want_to_talk_in_private_unless_heshe_had_a_good_reason_what_is_it Well,_I_normally_like_to_keep_things_out_in_the_open,_but_I'm_sure_someone_like_you_would_not_want_to_talk_in_private_unless_{reg59?she:he}_had_a_good_reason._What_is_it?
str_surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open_cant_we Surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open,_can't_we?
str_im_a_simple__man_not_one_for_intrigue_but_id_guess_that_you_have_something_worthwhile_to_say_what_is_it I'm_a_simple__man,_not_one_for_intrigue,_but_I'd_guess_that_you_have_something_worthwhile_to_say._What_is_it?
str_forgive_me_but_im_not_one_for_going_off_in_corners_to_plot Forgive_me,_but_I'm_not_one_for_going_off_in_corners_to_plot.
str_please_do_not_take_this_amiss_but_i_do_not_trust_you Please_do_not_take_this_amiss,_but_I_do_not_trust_you.
str_certainly_playername_what_is_it Certainly,_{playername}._What_is_it?
str_forgive_me_but_id_prefer_to_keep_our_conversations_in_the_open Forgive_me,_but_I'd_prefer_to_keep_our_conversations_in_the_open.
str_please_do_not_take_this_amiss_but_im_not_sure_you_and_i_are_still_on_those_terms Please_do_not_take_this_amiss,_but_I'm_not_sure_you_and_I_are_still_on_those_terms.
str_persuasion__relation_less_than_5 {!}Persuasion_+_relation_less_than_-5)
str_s15 {!}{s15}
str_persuasion__2__lord_reputation_modifier__relation_less_than_10 {!}Persuasion_*_2_+_lord_reputation_modifier_+_relation_less_than_10)
str_s13 {!}{s13}
str_placeholder {!}[placeholder]...
str_really_well_this_is_the_first_i_have_heard_of_it_unless_you_build_up_support_for_that_claim_you_may_find_it_difficult_to_find_allies_however_whenever_you_see_fit_to_declare_yourself_publically_as_queen_i_should_be_honored_to_be_your_consort Really?_Well,_this_is_the_first_I_have_heard_of_it._Unless_you_build_up_support_for_that_claim,_you_may_find_it_difficult_to_find_allies._However,_whenever_you_see_fit_to_declare_yourself_publically_as_queen,_I_should_be_honored_to_be_your_consort.
str_yes_i_have_heard_such_talk_while_it_is_good_that_you_are_building_up_your_support_i_do_not_think_that_you_are_quite_ready_to_proclaim_yourself_yet_however_i_will_let_you_be_the_judge_of_that_and_when_you_decide_i_should_be_honored_to_be_your_consort Yes..._I_have_heard_such_talk._While_it_is_good_that_you_are_building_up_your_support,_I_do_not_think_that_you_are_quite_ready_to_proclaim_yourself_yet._However,_I_will_let_you_be_the_judge_of_that,_and_when_you_decide,_I_should_be_honored_to_be_your_consort.
str_yes_and_many_others_in_calradia_think_so_as_well_perhaps_it_is_time_that_you_declared_yourself_and_we_shall_ride_forth_together_to_claim_your_throne_i_should_be_honored_to_be_your_consort Yes..._and_many_others_in_these_lands_think_so_as_well._Perhaps_it_is_time_that_you_declared_yourself,_and_we_shall_ride_forth_together_to_claim_your_throne._I_should_be_honored_to_be_your_consort.
str_i_am_disturbed_about_my_lord_s15s_choice_of_companions I_am_disturbed_about_my_lord_{s15}'s_choice_of_companions.
str_well_ill_be_honest_i_feel_that_sometimes_s15_overlooks_my_rights_and_extends_his_protection_to_the_unworthy Well,_I'll_be_honest._I_feel_that_sometimes_{s15}_overlooks_my_rights,_and_extends_{reg15?her:his}_protection_to_the_unworthy.
str_heh_one_thing_that_ill_say_about_s15_is_that_he_has_a_ripe_batch_of_bastards_in_his_court Heh._One_thing_that_I'll_say_about_{s15}_is_that_{reg15?she:he}_has_a_ripe_batch_of_bastards_in_{reg15?her:his}_court.
str_well_sometimes_i_have_to_say_that_i_question_s15s_judgment_regarding_those_who_he_keeps_in_his_court Well,_sometimes_I_have_to_say_that_I_question_{s15}'s_judgment_regarding_those_whom_{reg15?she:he}_keeps_in_his_court.
str_s15_is_a_weak_man_who_too_easily_lends_his_ear_to_evil_council_and_gives_his_protection_to_some_who_have_done_me_wrong {s15}_is_a_weak_ruler,_who_too_easily_lends_an_ear_to_evil_council,_and_gives_protection_to_some_who_have_done_me_wrong.
str_i_will_confess_that_sometimes_i_worry_about_s15s_judgment_particularly_in_the_matter_of_the_counsel_that_he_keeps I_will_confess_that_sometimes_I_worry_about_{s15}'s_judgment,_particularly_in_the_matter_of_the_counsel_that_{reg15?she:he}_keeps.
str_what_do_i_think_i_think_that_s15_is_a_vile_pretender_a_friend_to_the_flatterer_and_the_hypocrite What_do_I_think?_I_think_that_{s15}_is_a_vile_pretender,_a_friend_to_the_flatterer_and_the_hypocrite.
str_well_s15_is_not_like_you_ill_say_that_much Well,_{s15}_is_not_like_you._I'll_say_that_much.
str_s15_long_may_he_live {s15}?_Long_may_{reg15?she:he}_live!
str_he_is_my_liege_that_is_all_that_i_will_say_on_this_matter {s15}_is_my_liege._That_is_all_that_I_will_say_on_this_matter.
str_that_you_are_the_rightful_heir_to_the_throne_of_calradia That_you_are_the_rightful_heir_to_the_throne?
str_that_s14_is_the_rightful_ruler_of_calradia That_{s14}_is_the_rightful_ruler_of_these_lands?
str_that_s14_will_rule_this_land_justly That_{s14}_will_rule_this_land_justly?
str_that_s14_will_protect_our_rights_as_nobles That_{s14}_will_protect_our_rights_as_nobles?
str_that_s14_will_unify_this_land_and_end_this_war That_{s14}_will_unify_this_land_and_end_this_war?
str_that_s14_will_reward_me_with_a_fief That_{s14}_will_reward_me_with_a_fief?
str_he he
str_king king
str_she she
str_queen queen
str_khan king
str_i I
str_according_to_the_ancient_law_and_custom_of_the_calradians_s45_should_be_s47 According_to_the_ancient_laws_and_customs_of_this_land,_{s45}_should_be_{s47}
str_because_s44_is_the_rightful_s47_of_the_s46 Because_{s44}_is_the_rightful_{s47}_of_the_{s46}
str_you_speak_of_claims_and_legalities_yet_to_others_you_talk_of_bringing_peace_by_force You_speak_of_claims_and_legalities,_yet_to_others_you_talk_of_bringing_peace_by_force
str_you_speak_of_bringing_peace_by_force_yet_to_others_you_make_legal_claims You_speak_of_bringing_peace_by_force,_yet_to_others_you_make_legal_claims.
str_you_speak_to_some_of_upholding_the_rights_of_the_commons_yet_you_speak_to_others_of_uphold_the_rights_of_nobles_what_if_those_rights_are_in_conflict You_speak_to_some_of_upholding_the_rights_of_the_commons,_yet_you_speak_to_others_of_uphold_the_rights_of_nobles._What_if_those_rights_are_in_conflict?
str_you_speak_to_me_of_upholding_my_rights_as_a_lord_but_to_others_you_talk_of_upholding_the_rights_of_all_commons_what_if_those_rights_come_into_conflict You_speak_to_me_of_upholding_my_rights_as_a_lord,_but_to_others_you_talk_of_upholding_the_rights_of_all_commons._What_if_those_rights_come_into_conflict?
str_a_claim_should_be_strong_indeed_before_one_starts_talking_about_it A_claim_should_be_strong_indeed_before_one_starts_talking_about_it.
str_a_king_should_prove_his_valor_beyond_any_doubt_before_he_starts_talking_about_a_claim_to_the_throne A_king_should_prove_his_valor_beyond_any_doubt_before_he_starts_talking_about_a_claim_to_the_throne.
str_you_must_prove_yourself_a_great_warrior_before_men_will_follow_you_as_king You_must_prove_yourself_to_be_a_great_warrior_before_men_will_follow_you_as_king.
str_a_claim_to_the_throne_should_be_strong_indeed_before_one_presses_it A_claim_to_the_throne_should_be_strong_indeed_before_one_presses_it.
str_indeed_but_a_man_must_also_prove_himself_a_great_warrior_before_men_will_follow_you_as_king Indeed,_but_you_must_also_prove_yourself_a_great_warrior_before_men_will_follow_you_as_king.
str_my_pigherd_can_declare_himself_king_if_he_takes_he_fancy_i_think_you_need_to_break_a_few_more_heads_on_tbe_battlefield_before_men_will_follow_you My_swineherd_can_declare_himself_king,_if_he_takes_he_fancy._I_think_you_need_to_break_a_few_more_heads_on_the_battlefield_before_men_will_follow_you.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_suggest_that_you_to_build_your_claim_on_stronger_foundations_so_that_men_will_follow_you If_you_do_not_wish_to_die_on_a_scaffold,_like_so_many_failed_pretenders_before_you,_I_would_suggest_that_you_to_build_your_claim_on_stronger_foundations,_so_that_men_will_follow_you.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_advise_you_prove_yourself_on_the_field_of_battle_so_that_men_will_follow_you If_you_do_not_wish_to_die_on_a_scaffold,_like_so_many_failed_pretenders_before_you,_I_would_advise_you_prove_yourself_on_the_field_of_battle,_so_that_men_will_follow_you.
str_talk_is_for_heralds_and_lawyers_real_kings_prove_themselves_with_their_swords Talk_is_for_heralds_and_lawyers._Real_kings_prove_themselves_with_their_swords.
str_i_were_you_i_would_try_to_prove_myself_a_bit_more_before_i_went_about_pressing_my_claim If_I_were_you,_I_would_try_to_prove_myself_a_bit_more_before_I_went_about_pressing_my_claim.
str_trump_check_random_reg4_skill_reg3 {!}DEBUG_:_Trump_check:_random_{reg4},_skill_{reg3}
str_s12_s43 {!}{s12}_{s43}
str_indeed_please_continue Indeed._Please_continue.
str_me me
str_preliminary_result_for_political_=_reg4 {!}DEBUG_:_Preliminary_result_for_political_=_{reg4}
str_i_worry_about_those_with_whom_you_have_chosen_to_surround_yourself I_worry_about_those_with_whom_you_have_chosen_to_surround_yourself.
str_there_are_some_outstanding_matters_between_me_and_some_of_your_vassals_ There_are_some_outstanding_matters_between_me_and_some_of_your_vassals._
str_result_for_political_=_reg41 {!}DEBUG_:_Result_for_political_=_{reg41}
str_my_liege_has_his_faults_but_i_dont_care_for_your_toadies My_liege_has_his_faults,_but_I_don't_care_for_your_toadies.
str_i_think_youre_a_good_man_but_im_worried_that_you_might_be_pushed_in_the_wrong_direction_by_some_of_those_around_you I_think_you're_a_good_{reg59?woman:man},_but_I'm_worried_that_you_might_be_pushed_in_the_wrong_direction_by_some_of_those_around_you.
str_i_am_loathe_to_fight_alongside_you_so_long_as_you_take_under_your_wing_varlots_and_base_men I_am_loathe_to_fight_alongside_you,_so_long_as_you_take_under_your_wing_varlets_and_base_men.
str_ill_be_honest__with_some_of_those_who_follow_you_i_think_id_be_more_comfortable_fighting_against_you_than_with_you I'll_be_honest_--_with_some_of_those_who_follow_you,_I_think_I'd_be_more_comfortable_fighting_against_you_than_with_you.
str_i_say_that_you_can_judge_a_man_by_the_company_he_keeps_and_you_have_surrounded_yourself_with_vipers_and_vultures I_say_that_you_can_judge_a_man_by_the_company_he_keeps,_and_you_have_surrounded_yourself_with_vipers_and_vultures.
str_you_know_that_i_have_always_had_a_problem_with_some_of_our_companions You_know_that_I_have_always_had_a_problem_with_some_of_your_companions.
str_politically_i_would_be_a_better_position_in_the_court_of_my_current_liege_than_in_yours Politically,_I_would_be_a_better_position_in_the_court_of_my_current_liege,_than_in_yours.
str_i_am_more_comfortable_with_you_and_your_companions_than_with_my_current_liege I_am_more_comfortable_with_you_and_your_companions_than_with_my_current_liege
str_militarily_youre_in_no_position_to_protect_me_should_i_be_attacked_id_be_reluctant_to_join_you_until_you_could Militarily,_you're_in_no_position_to_protect_me,_should_I_be_attacked._I'd_be_reluctant_to_join_you_until_you_could.
str_militarily_when_i_consider_the_lay_of_the_land_i_realize_that_to_pledge_myself_to_you_now_would_endanger_my_faithful_retainers_and_my_family Militarily,_when_I_consider_the_lay_of_the_land,_I_realize_that_to_pledge_myself_to_you_now_would_endanger_my_faithful_retainers_and_my_family.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_i_dont_mind_a_good_fight_but_i_like_to_have_a_chance_of_winning Militarily,_you're_in_no_position_to_come_to_my_help,_if_someone_attacked_me._I_don't_mind_a_good_fight,_but_I_like_to_have_a_chance_of_winning.
str_militarily_you_would_have_me_join_you_only_to_find_myself_isolated_amid_a_sea_of_enemies Militarily,_you_would_have_me_join_you,_only_to_find_myself_isolated_amid_a_sea_of_enemies.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_youd_let_me_be_cut_down_like_a_dog_id_bet Militarily,_you're_in_no_position_to_come_to_my_help,_if_someone_attacked_me._You'd_let_me_be_cut_down_like_a_dog,_I'd_bet.
str_militarily_i_wouldnt_be_any_safer_if_i_joined_you Militarily,_I_wouldn't_be_any_safer_if_I_joined_you.
str_militarily_i_might_be_safer_if_i_joined_you Militarily,_I_might_be_safer_if_I_joined_you.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_very_high Finally,_one_should_always_think_carefully_about_retracting_one's_allegiance,_even_if_there_is_good_reason,_as_it_is_not_good_to_get_a_name_as_one_who_changes_lieges_easily._In_this_case,_the_cost_to_my_reputation_would_be_very_high.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_significant Finally,_one_should_always_think_carefully_about_retracting_one's_allegiance,_even_if_there_is_good_reason,_as_it_is_not_good_to_get_a_name_as_one_who_changes_lieges_easily._In_this_case,_the_cost_to_my_reputation_would_be_significant.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_however_many_men_would_understand Finally,_one_should_always_think_carefully_about_retracting_one's_allegiance,_even_if_there_is_good_reason,_as_it_is_not_good_to_get_a_name_as_one_who_changes_lieges_easily._In_this_case,_however,_many_men_would_understand.
str_chance_of_success_=_reg1 {!}DEBUG_:_Chance_of_success_=_{reg1}%
str_random_=_reg3 {!}DEBUG_:_Random_=_{reg3}
str_i_will_not_have_it_be_said_about_me_that_i_am_a_traitor_that_is_my_final_decision_i_have_nothing_more_to_say_on_this_matter I_will_not_have_it_be_said_about_me_that_I_am_a_traitor._That_is_my_final_decision._I_have_nothing_more_to_say_on_this_matter.
