str_yes|是 
str_all_right_then_what_do_you_have_to_say_out_with_it|好 吧 ， 除 了 這 個 ， 你 還 有 什 麼 要 說 的 嗎 ？ 
str_bah__im_in_no_mood_for_whispering_in_the_corner|呸 ， 我 對 在 角 落 裡 的 竊 竊 私 語 和 密 謀 沒 有 興 趣 。 
str_bah_i_dont_like_you_that_much_im_not_going_to_go_plot_with_you_in_some_corner|呸 ， 我 對 你 厭 惡 至 極 ， 我 才 不 會 和 你 在 陰 暗 的 角 落 討 論 骯 髒 的 陰 謀 ！ 
str_well__now_what_do_you_have_to_propose|好 吧 ， 你 的 計 劃 是 什 麼 ？ 
str_trying_our_hand_at_intrigue_are_we_i_think_not|我 們 要 一 起 為 這 個 陰 謀 冒 險 嗎 ？ 我 才 不 會 呢 。 
str_hah_i_trust_you_as_a_i_would_a_serpent_i_think_not|哈 ， 我 相 信 你 ， 就 像 相 信 一 條 毒 蛇 ！ 我 不 這 麼 認 為 。 
str_i_do_not_like_to_conduct_my_business_in_the_shadows_but_sometimes_it_must_be_done_what_do_you_have_to_say|我 並 不 想 參 與 你 那 些 見 不 得 人 的 計 劃 ， 但 是 有 時 這 也 是 無 可 奈 何 的 。 你 都 有 什 麼 想 法 ？ 
str_i_would_prefer_to_conduct_our_affairs_out_in_the_open|我 更 希 望 把 我 們 的 事 務 公 之 於 眾 。 
str_do_not_take_this_amiss_but_with_you_i_would_prefer_to_conduct_our_affairs_out_in_the_open|如 果 是 與 你 合 作 的 話 ， 我 更 希 望 把 我 們 的 事 務 公 開 。 
str_hmm_you_have_piqued_my_interest_what_do_you_have_to_say|嗯 ……你 激 起 了 我 的 興 趣 ， 說 說 你 的 想 法 吧 。 
str_em_lets_keep_our_affairs_out_in_the_open_for_the_time_being|呃 ……至 少 在 眼 前 ， 還 是 繼 續 讓 我 們 的 事 務 秘 密 進 行 吧 。 
str_thats_sensible__the_world_is_full_of_churls_who_poke_their_noses_into_their_betters_business_now_tell_me_what_it_is_that_you_have_to_say|這 是 合 情 合 理 的 — — 這 個 世 界 上 充 斥 著 多 管 閒 事 的 賤 民 。 現 在 告 訴 你 要 說 什 麼 ， 立 刻 ！ 馬 上 ！ 
str_what_do_you_take_me_for_a_plotter|你 想 讓 我 做 什 麼 ？ 一 個 密 謀 者 ？ 
str_well_i_normally_like_to_keep_things_out_in_the_open_but_im_sure_someone_like_you_would_not_want_to_talk_in_private_unless_heshe_had_a_good_reason_what_is_it|嗯 ， 我 通 常 喜 歡 光 明 正 大 地 討 論 ， 但 我 相 信 像 你 這 樣 的 人 不 會 想 要 私 下 交 談 的 ， 除 非 {reg59?她 :他 }有 一 個 充 分 的 理 由 。 那 是 什 麼 ？ 
str_surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open_cant_we|我 確 定 你 想 談 論 的 事 情 我 們 可 以 另 選 一 個 地 方 光 明 正 大 的 談 ， 不 是 嗎 ？ 
str_im_a_simple__man_not_one_for_intrigue_but_id_guess_that_you_have_something_worthwhile_to_say_what_is_it|我 是 一 個 直 性 子 ， 不 擅 長 什 麼 計 謀 。 但 是 我 確 定 你 有 一 些 非 常 有 價 值 的 事 情 要 和 我 談 ， 不 是 嗎 ？ 
str_forgive_me_but_im_not_one_for_going_off_in_corners_to_plot|請 你 原 諒 ， 但 我 可 不 是 一 個 願 意 躲 在 角 落 裡 做 什 麼 密 謀 的 人 。 
str_please_do_not_take_this_amiss_but_i_do_not_trust_you|別 犯 這 種 錯 誤 ， 但 我 還 不 信 任 你 。 
str_certainly_playername_what_is_it|當 然 ， {playername} 。 你 想 說 些 什 麼 ？ 
str_forgive_me_but_id_prefer_to_keep_our_conversations_in_the_open|請 你 原 諒 ， 我 不 會 公 開 我 們 剛 才 的 談 話 的 。 
str_please_do_not_take_this_amiss_but_im_not_sure_you_and_i_are_still_on_those_terms|別 犯 這 種 錯 誤 ， 否 則 我 不 確 定 你 我 之 間 是 否 還 能 保 持 這 樣 的 友 誼 。 
str_really_well_this_is_the_first_i_have_heard_of_it_unless_you_build_up_support_for_that_claim_you_may_find_it_difficult_to_find_allies_however_whenever_you_see_fit_to_declare_yourself_publically_as_queen_i_should_be_honored_to_be_your_consort|真 的 嗎 ？ 好 吧 ， 這 是 我 第 一 次 聽 到 這 件 事 。 除 非 你 為 稱 王 做 好 了 足 夠 的 准 備 並 得 到 足 夠 的 支 持 ， 否 則 你 將 會 發 現 你 很 難 找 到 同 盟 。 不 過 ， 當 你 准 備 好 公 開 宣 告 自 己 為 女 王 時 ， 我 會 很 榮 幸 成 為 你 的 配 偶 。 
str_yes_i_have_heard_such_talk_while_it_is_good_that_you_are_building_up_your_support_i_do_not_think_that_you_are_quite_ready_to_proclaim_yourself_yet_however_i_will_let_you_be_the_judge_of_that_and_when_you_decide_i_should_be_honored_to_be_your_consort|不 錯 ， 我 已 經 聽 說 過 這 類 談 話 。 雖 然 你 正 在 爭 取 對 你 的 支 持 ， 這 樣 做 很 好 ， 但 是 我 認 為 你 還 不 足 以 稱 王 。 不 過 ， 我 會 讓 你 來 權 衡 這 件 事 ， 並 且 一 旦 你 做 出 決 斷 ， 我 將 十 分 榮 幸 地 站 到 你 這 邊 來 。 
str_yes_and_many_others_in_calradia_think_so_as_well_perhaps_it_is_time_that_you_declared_yourself_and_we_shall_ride_forth_together_to_claim_your_throne_i_should_be_honored_to_be_your_consort|是 的 …在 這 片 土 地 上 還 有 很 多 人 也 贊 同 ， 也 許 你 是 時 候 稱 王 了 ， 我 們 都 會 伴 你 左 右 的 ， 能 夠 成 為 你 的 合 作 伙 伴 是 一 件 榮 幸 的 事 情 。 
str_i_am_disturbed_about_my_lord_s15s_choice_of_companions|我 為 我 閣 下 {s15}選 擇 伙 伴 的 品 味 而 感 到 深 深 的 困 擾 。 
str_well_ill_be_honest_i_feel_that_sometimes_s15_overlooks_my_rights_and_extends_his_protection_to_the_unworthy|好 吧 ， 說 實 在 的 ， 我 覺 得 {s15}常 常 忽 視 我 的 權 益 ， 而 重 視 和 保 護 那 些 不 值 一 提 的 人 和 事 。 
str_heh_one_thing_that_ill_say_about_s15_is_that_he_has_a_ripe_batch_of_bastards_in_his_court|呃 ， 對 於 {s15} ， 我 得 說 ， {reg15?她 :他 }在 {reg15?她 :他 }的 身 邊 養 了 一 大 群 雜 種 。 
str_well_sometimes_i_have_to_say_that_i_question_s15s_judgment_regarding_those_who_he_keeps_in_his_court|嗯 ， 有 時 候 由 於 {reg15?她 :他 }留 在 身 邊 的 那 些 人 ， 我 對 {s15}的 判 斷 力 產 生 了 質 疑 。 
str_s15_is_a_weak_man_who_too_easily_lends_his_ear_to_evil_council_and_gives_his_protection_to_some_who_have_done_me_wrong|{s15}是 個 意 志 薄 弱 的 統 治 者 ， 他 很 容 易 相 信 那 些 邪 魔 歪 道 ， 並 給 予 那 些 帶 給 我 痛 苦 和 傷 害 的 家 伙 們 保 護 。 
str_i_will_confess_that_sometimes_i_worry_about_s15s_judgment_particularly_in_the_matter_of_the_counsel_that_he_keeps|我 坦 白 有 時 我 對 {s15}的 判 斷 力 感 到 憂 慮 ， 尤 其 在 {reg15?她 :他 }聽 信 的 那 些 進 言 上 。 
str_what_do_i_think_i_think_that_s15_is_a_vile_pretender_a_friend_to_the_flatterer_and_the_hypocrite|我 是 怎 麼 認 為 的 ？ 我 認 為 {s15}是 一 個 卑 劣 的 篡 權 者 ！ 他 的 身 邊 盡 是 些 讒 言 媚 上 之 徒 和 偽 君 子 ！ 
str_well_s15_is_not_like_you_ill_say_that_much|好 吧 ， {s15}和 你 不 一 樣 ， 我 不 想 多 說 了 。 
str_s15_long_may_he_live|{s15} ？ 願 {reg15?她 :他 }長 壽 ！ 
str_he_is_my_liege_that_is_all_that_i_will_say_on_this_matter|{s15}是 我 的 君 主 ， 在 這 個 問 題 上 我 只 能 說 這 麼 多 。 
str_that_you_are_the_rightful_heir_to_the_throne_of_calradia|那 麼 你 是 王 位 的 合 法 繼 承 人 ？ 
str_that_s14_is_the_rightful_ruler_of_calradia|{s14}是 這 些 土 地 的 合 法 統 治 者 嗎 ？ 
str_that_s14_will_rule_this_land_justly|{s14}會 公 正 的 統 治 這 片 大 陸 嗎 ？ 
str_that_s14_will_protect_our_rights_as_nobles|{s14}會 保 障 我 們 的 貴 族 權 利 嗎 ？ 
str_that_s14_will_unify_this_land_and_end_this_war|{s14}能 夠 終 止 戰 爭 ， 統 一 這 片 大 陸 嗎 ？ 
str_that_s14_will_reward_me_with_a_fief|{s14}會 獎 勵 我 一 塊 封 地 嗎 ？ 
str_he|他 
str_king|國 王 
str_she|她 
str_queen|王 後 
str_khan|國 王 
str_i|我 
str_according_to_the_ancient_law_and_custom_of_the_calradians_s45_should_be_s47|根 據 這 片 土 地 的 古 老 法 律 和 習 俗 ， {s45}應 該 是 {s47} 。 
str_because_s44_is_the_rightful_s47_of_the_s46|因 為 {s44}正 是 {s46}合 法 的 {s47}
str_you_speak_of_claims_and_legalities_yet_to_others_you_talk_of_bringing_peace_by_force|你 口 中 的 王 權 和 律 令 在 其 他 人 聽 來 就 是 在 用 暴 力 來 獲 取 和 平 
str_you_speak_of_bringing_peace_by_force_yet_to_others_you_make_legal_claims|你 聲 稱 將 用 暴 力 終 結 暴 力 ， 獲 取 和 平 ， 這 樣 的 說 法 在 其 他 人 聽 來 就 是 合 法 的 稱 王 。 
str_you_speak_to_some_of_upholding_the_rights_of_the_commons_yet_you_speak_to_others_of_uphold_the_rights_of_nobles_what_if_those_rights_are_in_conflict|你 先 聲 稱 你 將 支 持 普 通 民 眾 的 權 利 ， 然 後 又 告 訴 那 些 貴 族 他 們 的 財 富 和 權 益 將 會 秋 毫 無 犯 ， 那 麼 當 這 些 權 利 彼 此 沖 突 時 你 將 怎 麼 辦 呢 ？ 
str_you_speak_to_me_of_upholding_my_rights_as_a_lord_but_to_others_you_talk_of_upholding_the_rights_of_all_commons_what_if_those_rights_come_into_conflict|你 聲 稱 將 會 支 持 我 作 為 一 個 領 主 的 權 利 不 受 損 害 ， 但 是 對 其 他 人 你 又 聲 稱 你 將 支 持 平 民 獲 得 他 們 的 權 利 ， 那 麼 當 這 些 權 利 產 生 沖 突 的 時 候 你 將 怎 麼 辦 呢 ？ 
str_a_claim_should_be_strong_indeed_before_one_starts_talking_about_it|只 有 當 你 足 夠 強 大 後 ， 稱 王 才 是 一 個 明 智 的 選 擇 。 
str_a_king_should_prove_his_valor_beyond_any_doubt_before_he_starts_talking_about_a_claim_to_the_throne|一 位 真 正 的 王 者 會 在 稱 王 前 向 所 有 人 證 實 他 的 勇 猛 和 強 大 是 無 可 置 疑 的 。 
str_you_must_prove_yourself_a_great_warrior_before_men_will_follow_you_as_king|在 四 方 的 人 們 奉 你 為 王 前 ， 你 必 須 先 證 明 自 己 是 一 位 偉 大 的 戰 士 。 
str_a_claim_to_the_throne_should_be_strong_indeed_before_one_presses_it|在 你 昭 告 自 己 的 王 權 前 ， 一 定 要 確 保 你 的 實 力 非 常 強 大 。 
str_indeed_but_a_man_must_also_prove_himself_a_great_warrior_before_men_will_follow_you_as_king|那 當 然 ， 不 過 你 必 須 先 證 明 自 己 是 一 位 偉 大 的 戰 士 才 能 贏 得 別 人 對 你 的 信 服 和 忠 誠 。 
str_my_pigherd_can_declare_himself_king_if_he_takes_he_fancy_i_think_you_need_to_break_a_few_more_heads_on_tbe_battlefield_before_men_will_follow_you|如 果 需 要 ， 我 的 豬 倌 也 可 以 宣 布 自 己 是 國 王 ， 只 要 他 想 這 樣 做 。 我 認 為 你 應 該 打 破 常 規 ， 親 自 上 戰 場 ， 多 殺 幾 個 人 ， 這 樣 也 許 會 有 更 多 的 人 跟 著 你 。 
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_suggest_that_you_to_build_your_claim_on_stronger_foundations_so_that_men_will_follow_you|如 果 你 不 打 算 象 你 之 前 眾 多 的 奪 權 者 一 樣 被 吊 死 在 絞 刑 架 上 ， 我 建 議 你 先 鞏 固 壯 大 自 己 的 實 力 ， 這 樣 一 來 ， 在 你 稱 王 時 才 會 有 人 追 隨 你 。 
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_advise_you_prove_yourself_on_the_field_of_battle_so_that_men_will_follow_you|如 果 你 不 打 算 象 你 之 前 眾 多 的 奪 權 者 一 樣 被 吊 死 在 絞 刑 架 上 ， 我 建 議 你 先 在 戰 場 上 證 明 你 是 一 個 值 得 追 隨 的 君 主 ， 這 樣 才 會 有 人 在 你 稱 王 時 追 隨 你 。 
str_talk_is_for_heralds_and_lawyers_real_kings_prove_themselves_with_their_swords|只 有 使 者 和 律 師 才 會 誇 誇 其 談 ， 而 一 位 真 正 的 王 者 則 是 用 手 中 的 劍 來 宣 告 自 己 的 至 高 無 上 。 
str_i_were_you_i_would_try_to_prove_myself_a_bit_more_before_i_went_about_pressing_my_claim|如 果 我 是 你 ， 我 會 在 稱 王 之 前 多 證 實 一 些 自 己 的 能 力 。 
str_indeed_please_continue|確 實 。 請 繼 續 。 
str_me|我 
str_i_worry_about_those_with_whom_you_have_chosen_to_surround_yourself|我 對 你 選 擇 的 伙 伴 很 擔 心 。 
str_there_are_some_outstanding_matters_between_me_and_some_of_your_vassals_|我 和 你 屬 下 的 封 臣 間 有 一 些 很 嚴 重 的 問 題 。 
str_my_liege_has_his_faults_but_i_dont_care_for_your_toadies|我 的 君 主 確 實 有 他 的 缺 點 和 錯 誤 ， 但 是 我 對 你 的 諂 媚 和 籠 絡 沒 有 興 趣 。 
str_i_think_youre_a_good_man_but_im_worried_that_you_might_be_pushed_in_the_wrong_direction_by_some_of_those_around_you|我 相 信 你 是 一 個 正 直 的 人 ， {reg59?夫 人 :閣 下 } ， 但 我 擔 心 你 身 邊 的 人 會 將 你 引 向 邪 路 。 
str_i_am_loathe_to_fight_alongside_you_so_long_as_you_take_under_your_wing_varlots_and_base_men|看 看 你 挑 選 的 左 膀 右 臂 和 你 的 手 下 吧 ， 我 對 他 們 只 有 厭 惡 ， 絕 不 會 和 他 們 在 一 起 為 你 戰 斗 。 
str_ill_be_honest__with_some_of_those_who_follow_you_i_think_id_be_more_comfortable_fighting_against_you_than_with_you|我 誠 實 的 告 訴 你 ， 就 因 為 你 身 邊 的 那 些 家 伙 ， 我 更 願 意 和 你 戰 斗 而 不 是 為 你 戰 斗 。 
str_i_say_that_you_can_judge_a_man_by_the_company_he_keeps_and_you_have_surrounded_yourself_with_vipers_and_vultures|我 一 直 認 為 ， 物 以 類 聚 ， 人 以 群 分 。 而 你 的 身 邊 則 環 繞 著 毒 蛇 和 禿 鷲 。 
str_you_know_that_i_have_always_had_a_problem_with_some_of_our_companions|你 知 道 ， 我 總 是 很 厭 惡 我 們 的 某 些 盟 友 。 
str_politically_i_would_be_a_better_position_in_the_court_of_my_current_liege_than_in_yours|從 政 治 上 來 說 ， 比 起 效 忠 於 你 的 陣 營 ， 我 能 在 現 在 的 君 主 手 下 獲 得 更 好 的 職 位 。 
str_i_am_more_comfortable_with_you_and_your_companions_than_with_my_current_liege|我 覺 得 ， 比 起 我 現 在 的 君 主 ， 還 是 跟 你 和 你 的 盟 友 相 處 更 舒 服 。 
str_militarily_youre_in_no_position_to_protect_me_should_i_be_attacked_id_be_reluctant_to_join_you_until_you_could|從 軍 事 上 考 慮 ， 如 果 我 遭 受 攻 擊 ， 以 你 的 實 力 並 不 能 保 護 我 。 在 你 有 能 力 保 護 我 之 前 ， 我 不 會 願 意 加 入 你 的 。 
str_militarily_when_i_consider_the_lay_of_the_land_i_realize_that_to_pledge_myself_to_you_now_would_endanger_my_faithful_retainers_and_my_family|從 軍 事 上 考 慮 ， 我 仔 細 琢 磨 了 當 下 的 形 勢 ， 如 果 現 在 宣 誓 效 忠 於 你 ， 可 能 會 危 害 到 我 的 家 族 和 所 有 忠 實 的 扈 從 。 
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_i_dont_mind_a_good_fight_but_i_like_to_have_a_chance_of_winning|從 軍 事 上 考 慮 ， 如 果 有 人 攻 擊 我 ， 你 沒 法 幫 得 上 忙 。 我 不 介 意 打 一 場 好 仗 ， 但 我 希 望 能 有 勝 算 。 
str_militarily_you_would_have_me_join_you_only_to_find_myself_isolated_amid_a_sea_of_enemies|從 軍 事 上 考 慮 ， 你 要 我 加 入 你 ， 只 是 為 了 看 到 我 被 敵 軍 的 汪 洋 吞 沒 。 
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_youd_let_me_be_cut_down_like_a_dog_id_bet|從 軍 事 上 考 慮 ， 如 果 有 人 攻 擊 我 ， 你 沒 法 幫 得 上 忙 。 我 敢 打 賭 ， 你 會 讓 我 像 狗 一 樣 被 敵 人 砍 翻 。 
str_militarily_i_wouldnt_be_any_safer_if_i_joined_you|從 軍 事 上 考 慮 ， 加 入 你 並 不 會 使 我 更 安 全 。 
str_militarily_i_might_be_safer_if_i_joined_you|從 軍 事 上 考 慮 ， 加 入 你 可 能 會 讓 我 更 安 全 。 
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_very_high|最 後 ， 在 任 何 時 候 ， 即 使 有 足 夠 的 理 由 放 棄 對 某 人 的 效 忠 ， 也 應 該 慎 重 考 慮 ， 因 為 有 一 個 輕 率 易 主 的 名 聲 很 不 好 。 假 若 如 此 ， 我 名 譽 的 代 價 將 相 當 高 昂 。 
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_significant|最 後 ， 在 任 何 時 候 ， 即 使 有 足 夠 的 理 由 放 棄 對 某 人 的 效 忠 ， 也 應 該 慎 重 考 慮 ， 因 為 有 一 個 輕 率 易 主 的 名 聲 很 不 好 。 假 若 如 此 ， 我 名 譽 的 損 失 將 十 分 重 大 。 
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_however_many_men_would_understand|最 後 ， 在 任 何 時 候 ， 即 使 有 足 夠 的 理 由 放 棄 對 某 人 的 效 忠 ， 也 應 該 慎 重 考 慮 ， 因 為 有 一 個 輕 率 易 主 的 名 聲 很 不 好 。 不 過 ， 既 然 如 此 ， 想 必 也 會 有 不 少 人 能 夠 理 解 吧 。 
str_i_will_not_have_it_be_said_about_me_that_i_am_a_traitor_that_is_my_final_decision_i_have_nothing_more_to_say_on_this_matter|我 不 會 讓 別 人 說 我 是 一 個 叛 變 者 的 。 這 是 我 最 後 的 決 定 ， 關 於 這 件 事 ， 我 不 想 再 說 什 麼 了 。 
str_i_am_pledged_to_defend_s14_i_am_sorry_though_we_may_meet_on_the_battlefield_i_hope_that_we_will_still_be_friends|我 宣 誓 要 保 衛 {s14} ， 抱 歉 。 雖 然 我 們 可 能 在 戰 場 上 相 遇 ， 但 希 望 我 們 仍 然 是 朋 友 。 
str_i_really_cannot_bring_myself_to_renounce_s14_i_am_sorry_please_lets_not_talk_about_this_any_more|我 真 的 不 能 背 棄 {s14} ， 抱 歉 。 請 不 要 再 跟 我 談 這 件 事 情 了 。 
str_however_i_have_decided_that_i_must_remain_loyal_to_s14_i_am_sorry|無 論 怎 樣 ， 我 已 經 決 定 繼 續 效 忠 {s14}了 ， 抱 歉 。 
str_however_i_will_not_let_you_lead_me_into_treason_do_not_talk_to_me_of_this_again|無 論 怎 樣 ， 我 不 願 聽 從 你 的 慫 恿 而 去 叛 國 。 別 再 跟 我 說 這 個 事 了 。 
str_its_not_good_to_get_a_reputation_as_one_who_abandons_his_liege_that_is_my_decision_let_us_speak_no_more_of_this_matter|一 個 背 叛 自 己 君 主 的 人 ， 很 難 有 個 好 名 聲 。 這 就 是 我 最 後 的 決 定 。 我 們 別 再 談 論 這 個 了 。 
str_ive_decided_to_stick_with_s14_i_dont_want_to_talk_about_this_matter_any_more|我 已 經 決 定 繼 續 跟 隨 {s14}了 。 我 不 想 再 討 論 這 種 事 情 了 。 
str_you_are_challenging_me_to_a_duel_how_droll_as_you_wish_playername_it_will_be_good_sport_to_bash_your_head_in|你 准 備 向 我 發 起 決 斗 ？ 開 什 麼 玩 笑 ！ 如 你 所 願 ， {playername} ， 打 爆 你 的 頭 將 會 是 非 常 有 意 思 的 事 情 。 
str_call_me_coward_very_well_you_leave_me_no_choice|說 我 是 懦 夫 ？ 很 好 ， 你 讓 我 別 無 選 擇 。 
str_reg3_hours|{reg3}小 時 。 
str_hour|小 時 。 
str_however_circumstances_have_changed_since_we_made_that_decision_and_i_may_reconsider_shortly_s16|然 而 ， 此 一 時 ， 彼 一 時 ， 我 也 許 會 重 新 考 慮 一 下 。 {s16}
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_blessing|我 希 望 能 與 你 的 {s11}成 婚 ， {s10} 。 我 期 盼 你 的 祝 福 。 
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_help|我 希 望 能 與 你 的 {s11}成 婚 ， {s10} 。 我 希 望 得 到 你 的 幫 助 。 
str_you_plan_to_marry_s3_at_a_feast_hosted_by_s4_in_s5_you_should_be_notifed_of_the_feast_as_soon_as_it_is_held|你 計 劃 在 {s5}由 {s4}主 辦 的 宴 會 上 與 {s3}結 婚 。 宴 會 舉 辦 前 會 通 知 你 。 
str_your_s11_|你 的 {s11} ， 
str_i_ask_again_may|我 再 說 一 遍 ： 也 許 
str_may|也 許 
str_very_well_as_far_as_im_concerned_i_suppose_she_can_see_most_anyone_she_likes__within_reason_of_course|很 好 。 依 我 看 ， 她 可 以 見 任 何 她 想 見 的 人 ， 不 過 當 然 了 ， 那 必 須 是 合 乎 禮 數 的 。 
str_very_well_an_alliance_with_you_could_be_valuable_go_chat_with_her_and_see_if_you_can_get_her_to_take_a_fancy_to_you_if_she_doesnt_and_if_we_still_want_to_conclude_this_business_then_i_can_make_her_see_reason|很 好 。 跟 你 聯 姻 很 有 價 值 。 去 跟 她 聊 聊 吧 ， 看 看 你 能 不 能 打 動 她 的 芳 心 。 如 果 你 沒 能 成 功 ， 而 我 們 仍 想 跟 你 達 成 合 作 的 話 ， 我 會 去 跟 她 講 道 理 的 。 
str_you_have_my_blessing_to_pay_suit_to_her__so_long_as_your_intentions_are_honorable_of_course_depending_on_how_things_proceed_between_you_two_we_may_have_more_to_discuss_at_a_later_date|你 對 她 的 求 婚 將 得 到 我 的 祝 福 — — 只 要 你 的 出 發 點 是 好 的 ， 等 你 們 兩 人 的 關 系 有 了 進 一 步 的 發 展 ， 我 們 再 來 談 其 他 更 多 的 事 情 吧 。 
str_the_war_has_barely_begun_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing|戰 爭 幾 乎 才 剛 開 始 ， 因 此 現 在 說 誰 輸 誰 贏 ， 還 都 為 時 過 早 。 
str_we_have_been_hitting_them_very_hard_and_giving_them_little_chance_to_recover|我 們 給 予 了 他 們 沉 重 的 打 擊 ， 他 們 很 難 有 機 會 東 山 再 起 了 。 
str_the_fighting_has_been_hard_but_we_have_definitely_been_getting_the_better_of_them|戰 斗 打 得 很 艱 難 ， 不 過 相 比 於 敵 人 ， 我 們 明 顯 占 了 上 風 。 
str_they_have_been_hitting_us_very_hard_and_causing_great_suffering|他 們 給 了 我 們 沉 重 的 打 擊 ， 給 我 們 造 成 了 重 大 的 損 失 。 
str_the_fighting_has_been_hard_and_i_am_afraid_that_we_have_been_having_the_worst_of_it|戰 斗 打 得 很 艱 難 ， 恐 怕 我 們 正 處 於 劣 勢 。 
str_both_sides_have_suffered_in_the_fighting|雙 方 在 戰 斗 中 互 有 勝 負 。 
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_think_we_are_getting_the_better_of_them|戰 場 的 局 勢 目 前 仍 不 明 朗 。 不 過 我 認 為 優 勢 在 我 們 這 裡 。 
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_fear_they_may_be_getting_the_better_of_us|戰 場 的 局 勢 目 前 仍 不 明 朗 。 不 過 我 恐 怕 優 勢 在 他 們 那 裡 。 
str_no_clear_winner_has_yet_emerged_in_the_fighting|戰 場 的 局 勢 目 前 仍 不 明 朗 。 
str_there_is_no_campaign_currently_in_progress|目 前 沒 有 正 在 進 行 中 的 戰 役 。 
str_we_are_assembling_the_army|我 們 正 在 召 集 軍 隊 。 
str_we_aim_to_take_the_fortress_of_s8|我 們 的 目 標 是 攻 取 {s8} 。 
str_we_are_on_a_raid_and_are_now_targeting_s8|我 們 正 在 四 處 劫 掠 ， 現 在 的 目 標 是 {s8} 。 
str_we_are_trying_to_seek_out_and_defeat_s8|我 們 正 試 著 找 到 並 擊 敗 {s8} 。 
str_we_are_riding_to_the_defense_of_s8|我 們 正 趕 去 守 衛 {s8} 。 
str_we_are_gathering_for_a_feast_at_s8|我 們 正 前 往 參 加 在 {s8}舉 行 的 宴 會 。 
str__however_that_may_change_shortly_s14|不 過 ， 那 可 能 很 快 就 會 改 變 ， {s14} 。 
str_it_is_our_custom_to_seal_any_such_alliances_with_marriage_and_in_fact_we_have_been_looking_for_a_suitable_groom_for_my_s11_s14|用 聯 姻 的 方 式 來 鞏 固 同 盟 ， 是 我 們 的 傳 統 。 實 際 上 ， 我 們 正 在 為 我 的 {s11} ， {s14} ， 尋 找 一 位 如 意 郎 君 。 
str_once_again_|再 一 次 
str_cheat__marriage_proposal|作 弊 — — 求 婚 
str_you_plan_to_marry_s4_as_you_have_no_family_in_calradia_he_will_organize_the_wedding_feast|你 打 算 與 {s4}結 婚 ， 鑒 於 你 在 這 裡 沒 有 任 何 家 人 ， 因 此 他 將 負 責 組 織 這 場 婚 禮 。 
str_s43_just_so_you_know_if_you_attack_me_you_will_be_in_violation_of_the_truce_you_signed_with_the_s34|{s43} ， 你 要 知 道 ， 如 果 你 攻 擊 我 ， 這 將 會 破 壞 你 與 {s34}簽 訂 的 和 約 。 
str_very_well__you_are_now_my_liege_as_well_as_my_husband|我 們 可 以 暫 時 保 持 這 樣 ： 現 在 你 是 我 的 君 主 ， 也 是 我 的 丈 夫 ， 我 們 共 同 承 擔 所 有 的 職 責 。 
str_i_thank_you_reg39my_ladylord|謝 謝 你 ， {reg39?尊 敬 的 女 士 :閣 下 } 。 
str_now_some_might_say_that_women_have_no_business_leading_mercenary_companies_but_i_suspect_that_you_would_prove_them_wrong_what_do_you_say|現 在 ， 也 許 有 人 會 說 ， 女 人 跟 領 導 傭 兵 團 這 類 事 情 沒 有 任 何 關 系 ， 不 過 我 認 為 ， 你 能 證 明 他 們 的 觀 點 是 錯 的 。 你 覺 得 呢 ？ 
str_what_do_you_say_to_entering_the_service_of_s9_as_a_mercenary_captain_i_have_no_doubt_that_you_would_be_up_to_the_task|你 覺 得 加 入 到 {s9}的 麾 下 當 一 個 傭 兵 隊 長 如 何 ？ 我 堅 信 你 能 勝 任 這 個 職 務 。 
str_s9_asked_you_to_rescue_s13_who_is_prisoner_at_s24|{s9}要 你 去 營 救 被 關 押 在 {s24}的 {s13} 。 
str_s9_asked_you_to_attack_a_village_or_some_caravans_as_to_provoke_a_war_with_s13|{s9}要 求 你 攻 擊 {s13}的 一 個 村 莊 或 商 隊 以 此 來 引 發 一 場 戰 爭 。 
str_s9_asked_you_to_catch_the_three_groups_of_runaway_serfs_and_bring_them_back_to_s4_alive_and_breathing_he_said_that_all_three_groups_are_heading_towards_s3|{s9}要 你 抓 捕 三 群 逃 跑 的 農 奴 到 {s4} 。 他 說 那 三 群 農 奴 一 定 是 朝 著 {s3}的 方 向 逃 跑 的 。 
str_you_intend_to_bring_goods_to_s9_in_preparation_for_the_feast_which_will_be_held_as_soon_as_conditions_permit|你 打 算 把 貨 物 帶 去 {s9} ， 用 以 准 備 宴 會 。 一 旦 條 件 允 許 ， 宴 會 就 會 馬 上 舉 行 。 
str_hello_playername|你 好 ， {playername}
