
str_no_string|NO STRING!
str_s10_lies_in_the_arenas_dust_for_several_minutes_then_staggers_to_his_feet_you_have_won_the_duel|{s10}는 투기장의 먼지 속에 몇 분간 누워 버렸고, 게다가 그의 발은 쩔뚝였다. 당신이 결투에서 이겼다.
str__this_castle_is_temporarily_under_royal_control| 이 성은 임시적으로 왕실의 지배하에 있습니다.
str__this_castle_does_not_seem_to_be_under_anyones_control| 이 성은 어느 누구의 지배도 받지 않는것 처럼 보입니다.
str__this_town_is_temporarily_under_royal_control| 이 도시는 임시적으로 왕실의 지배하에 있습니다.
str__the_townspeople_seem_to_have_declared_their_independence| 시민들은 그들의 독립을 선언한것 처럼 보입니다.
str_to_your_husband_s11|to your husband, {s11}.
str__you_see_the_banner_of_your_wifehusband_s7_over_the_castle_gate| 당신은 당신의 {아내/남편}, {s7}의 깃발이 성문위에 있는 것을 보았습니다.
str__the_banner_of_your_wifehusband_s7_flies_over_the_town_gates| 당신의 {아내/남편}, {s7}의 깃발이 도시의 문 위로 휘날리고 있습니다.
str__the_lord_is_currently_holding_a_feast_in_his_hall|^영주는 지금 응접실에서 연회를 주최하고 있습니다.
str__join_the_feast| (연회에 참석한다)
str_belligerent_drunk_in_s4|{s4}에 있는 화가난 주정뱅이
str_belligerent_drunk_not_found|화가난 주정뱅이을 못 찾음
str_roughlooking_character_in_s4|{s4}에 있는 거칠어 보이는 사람
str_roughlooking_character_not_found|거칠어 보이는 사람을 못찾음
str__however_you_have_sufficiently_distinguished_yourself_to_be_invited_to_attend_the_ongoing_feast_in_the_lords_castle|. 그러나, 당신은 영주의 성에서 열린 연회에 참석하여 충분히 훌륭한 행동을 보였습니다.
str_s8_you_are_also_invited_to_attend_the_ongoing_feast_in_the_castle|{s8}. 당신은 또한 성에서 열리고 있는 연회에 초대 되었습니다.
str_s11_unfortunately_s12_was_wounded_and_had_to_be_left_behind|{s11} 불행히도, {s12}은(는) 부상을 당했고, 뒤에 남아 있어야 했습니다.
str_s11_also_s12_was_wounded_and_had_to_be_left_behind|{s11} 또한, {s12}은(는) 부상을 당했고, 뒤에 남아 있어야 했습니다.
str_with_the_s10|{s10}와 함께 하기로
str_outside_calradia|칼라디아을 떠나기로
str_you_have_been_indicted_for_treason_to_s7_your_properties_have_been_confiscated_and_you_would_be_well_advised_to_flee_for_your_life|당신은 {s7}으로 반역한 혐의로 기소 당했습니다. 당신의 재산은 몰수 당했고, 당신의 목숨을 아끼기 위해서는 도망가는 것이 현명합니다.
str_by_order_of_s6_s4_of_the_s5_has_been_indicted_for_treason_the_lord_has_been_stripped_of_all_reg4herhis_properties_and_has_fled_for_reg4herhis_life_he_is_rumored_to_have_gone_into_exile_s11|{s6}의 명령에 따라, {s5}의 {s4}은(는) 반역죄로 기소 되었습니다. 영주는 {reg4?그녀의:그의} 모든 재산을 박탈 당했고, {reg4?그녀의:그의} 삶을 위해 도망쳤습니다. 그는 {s11} 했다는 소문입니다.
str_local_notables_from_s1_a_village_claimed_by_the_s4_have_been_mistreated_by_their_overlords_from_the_s3_and_petition_s5_for_protection|{s1} 지방으로 부터의 주목할만한 이야기로, 주민들이 {s3}의 영주로 부터 혹사 당했으며, 이에 {s5}에게 보호를 탄원했고, {s4}이 마을을 요구했다
str_villagers_from_s1_stole_some_cattle_from_s2| {s1} 주민들이 {s2}에서 소를 몇마리 훔쳤다
str_villagers_from_s1_abducted_a_woman_from_a_prominent_family_in_s2_to_marry_one_of_their_boys|{s1} 주민들이 아들을 결혼시키기 위해 {s2}마을의 저명한 가문 아가씨를 유괴했다
str_villagers_from_s1_killed_some_farmers_from_s2_in_a_fight_over_the_diversion_of_a_stream|{s1} 주민들이 물 문제로 싸우던 중 {s2}마을 농부 몇명을 죽였다
str_your_new_minister_|당신의 새 장관: 
str_s10_is_your_new_minister_and_|{s10} 이 당신의 새로운 장관이고 
str_due_to_the_fall_of_s10_your_court_has_been_relocated_to_s12|{s10}을 잃을 것이며, 당신의 궁정은 {s11}에 재위치 하게 되었습니다
str_after_to_the_fall_of_s10_your_faithful_vassal_s9_has_invited_your_court_to_s11_|{s10}을 잃은 후, 당신의 충성스로운 가신 {s9}가 당신의 궁정을 {s11}에 초대했습니다
str_after_to_the_fall_of_s11_your_court_has_nowhere_to_go|{s11}을 잃은 후, 당신의 궁정은 어디에도 갈곳이 없습니다
str_s8_wishes_to_inform_you_that_the_lords_of_s9_will_be_gathering_for_a_feast_at_his_great_hall_in_s10_and_invites_you_to_be_part_of_this_august_assembly|{s8}는 {s9}의 영주들이 {s10}에 있는 대연회장에서 열릴 연회에 모일 것이라는 사실을 알리기 원하시고, 당신을 이 고귀한 모임에 참석하도록 초대하였습니다.
str_consult_with_s11_at_your_court_in_s12|{s12}의 당신 궁정에서 {s11}와(과) 상의 해봅시다.
str_as_brief_as_our_separation_has_been_the_longing_in_my_heart_to_see_you_has_made_it_seem_as_many_years|우리의 이별이 짧았지만, 당신을 보고싶은 내 마음은 그 시간이 몇 년처럼 느껴졌어요.
str_although_it_has_only_been_a_short_time_since_your_departure_but_i_would_be_most_pleased_to_see_you_again|당신이 떠난 뒤 얼마 지나지 않았지만, 다시 볼 수 있다면 너무 기쁠 것 같아요.
str_although_i_have_received_no_word_from_you_for_quite_some_time_i_am_sure_that_you_must_have_been_very_busy_and_that_your_failure_to_come_see_me_in_no_way_indicates_that_your_attentions_to_me_were_insincere_|당신으로부터 연락이 끊긴지 시간이 조금 흘렀지만, 당신이 매우 바빴고 저를 만나러 오지 못한 것은 결코 나에 대한 관심이 진실하지 않기 때문은 아니라는 것을 확신해요.
str_i_trust_that_you_have_comported_yourself_in_a_manner_becoming_a_gentleman_during_our_long_separation_|우리의 오래 떨어져 있는 동안, 당신은 신사와 같이 처신했으리라 믿어요.
str_it_has_been_many_days_since_you_came_and_i_would_very_much_like_to_see_you_again|당신이 온지 많은 날이 지났지만, 당신이 너무 보고 싶어요.
str__you_should_ask_my_s11_s16s_permission_but_i_have_no_reason_to_believe_that_he_will_prevent_you_from_coming_to_see_me|당신이 내 {s11}인 {s16}의 허락을 받아야 하겠지만, 저를 만나러 오는 것을 금지하리라 생각하진 않아요.
str__you_should_first_ask_her_s11_s16s_permission|. 당신은 먼저 그녀의 {s11} {s16} 허락을 받아야 합니다.
str__alas_as_we_know_my_s11_s16_will_not_permit_me_to_see_you_however_i_believe_that_i_can_arrange_away_for_you_to_enter_undetected|아아~, 알다시피 나의 {s11} {s16}는 당신을 만나는 걸 허락하지 않을꺼에요. 그래도 당신이 들키지 않고 들어올 방법을 준비할 것이라 믿어요.
str__as_my_s11_s16_has_already_granted_permission_for_you_to_see_me_i_shall_expect_your_imminent_arrival| 나의 {s11} {s16}가 이미 당신과의 만남을 허락했기 때문에, 당신이 빠른 시간 내에 오실꺼라 믿어요.
str_visit_s3_who_was_last_at_s4s18|{s4}{s18}에 마지막으로 만난 {s3}을 방문합니다.
str_the_guards_at_the_gate_have_been_ordered_to_allow_you_through_you_might_be_imagining_things_but_you_think_one_of_them_may_have_given_you_a_wink|문 앞의 근위병들은 당신을 통과시키도록 지시받았습니다. 당신의 상상이겠지만, 근위병 중의 한명이 당신에게 윙크하는 것으로 생각됐습니다.
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_don_this_dress_and_throw_the_hood_over_your_face_i_will_smuggle_you_inside_the_castle_to_meet_her_in_the_guise_of_a_skullery_maid__the_guards_will_not_look_too_carefully_but_i_beg_you_for_all_of_our_sakes_be_discrete|근위병이 당신을 노려보고 있어 들어가기 위해서는 허락을 받아야 한다는 것을 알 수 있습니다. 그런데, 당신이 숙소로 돌아가는 와중에 검은 옷을 입은 노파가 당신에게 다가왔습니다. "저는 {s11}의 유모입니다." 그녀가 절박하게 속삭였습니다. '이 드레스를 입고 얼굴을 후드로 덮으세요. 저는 당신이 그녀를 만날 수 있게 주방 하녀의 복장으로 성 안에 데려가겠습니다. 근위병들이 세심하게 살피진 않을겁니다. 그래도 부탁인데 조심해주셔야 합니다!
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_wait_for_a_while_by_the_spring_outside_the_walls_i_will_smuggle_her_ladyship_out_to_meet_you_dressed_in_the_guise_of_a_shepherdess_but_i_beg_you_for_all_of_our_sakes_be_discrete|근위병이 당신을 노려보고 있어 들어가기 위해서는 허락을 받아야 한다는 것을 알 수 있습니다. 그런데, 당신이 숙소로 돌아가는 와중에 검은 옷을 입은 노파가 당신에게 다가왔습니다. "저는 {s11}의 유모입니다." 그녀가 절박하게 속삭였습니다. '성벽 밖의 분수대 옆에서 잠시만 기다리세요. 제가 아가씨에게 양치기 옷을 입혀 모시고 나오겠어요. 그래도 부탁인데 조심해주셔야 합니다!
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter_however_as_you_walk_back_towards_your_lodgings_an_elderly_lady_dressed_in_black_approaches_you_i_am_s11s_nurse_she_whispers_urgently_her_ladyship_asks_me_to_say_that_yearns_to_see_you_but_that_you_should_bide_your_time_a_bit_her_ladyship_says_that_to_arrange_a_clandestine_meeting_so_soon_after_your_last_encounter_would_be_too_dangerous|근위병이 당신을 노려보고 있어 들어가기 위해서는 허락을 받아야 한다는 것을 알 수 있습니다. 그런데, 당신이 숙소로 돌아가는 와중에 검은 옷을 입은 노파가 당신에게 다가왔습니다. "저는 {s11}의 유모입니다." 그녀가 절박하게 속삭였습니다. '아가씨가 저에게 당신을 그리워한다는 말을 전하라고 하셨습니다. 하지만 당신은 참으셔야 해요. 만난지 얼마 안돼 다시 비밀스러운 만남을 가지는 것은 너무 위험하다고 말씀 하셨어요"
str_the_guards_glare_at_you_and_you_know_better_than_to_ask_permission_to_enter|근위병이 당신을 노려보고 있어 들어가기 위해서는 허락을 받아야 한다는 것을 알 수 있습니다.
str_party_with_commander_mismatch__check_log_for_details_|부대와 지휘관이 불일치 - 자세한 사항은 로그를 확인하십시오 
str_doing_political_calculations_for_s9|Doing political calculations for {s9}
str_current_wealth_reg1|현재 재산: {reg1}
str_wanted_bandits_spotted_by_s4|지명 수배중인 산적을 {s4}이(가) 발견하였습니다
str_s4_ready_to_voice_objection_to_s3s_mission_if_in_party|{s4} ready to voice objection to {s3}'s mission, if in party
str_strange_that_one_didnt_seem_like_your_ordenary_troublemaker_he_didnt_drink_all_that_much__he_just_stood_there_quietly_and_watched_the_door_you_may_wish_to_consider_whether_you_have_any_enemies_who_know_you_are_in_town_a_pity_that_blood_had_to_be_spilled_in_my_establishment|이상하군요. 그는 보통의 골칫거리 처럼 보이지 않았습니다. 그는 술도 그렇게 많이 마시지 않았구요 -- 그는 단지 거기 서서 조용히 문만 처다 봤습니다. 당신은 당신이 이 도시에 있다는 걸 아는 당신의 적일지도 모른다 생각 했는지도 모르겠군요... 불쌍하게도 나의 술집에서 피를 보다니...
str_you_never_let_him_draw_his_weapon_still_it_looked_like_he_was_going_to_kill_you_take_his_sword_and_purse_i_suppose_he_was_trouble_but_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|그가 무기도 뽑지 못하게 했군요... 그렇다해도 그가 당신을 죽이려했던 것 처럼 보였어요. 그의 칼과 지갑은 당신이 갖는게 좋겠어요. 그는 골치거리였지만, 이곳이 사람이 죽은 곳이라고 이름 붙여지는건 달갑지가 않군요.
str_well_id_say_that_he_started_it_that_entitles_you_to_his_sword_and_purse_i_suppose_have_a_drink_on_the_house_as_i_daresay_youve_saved_a_patron_or_two_a_broken_skull_still_i_hope_he_still_has_a_pulse_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|이런... 그가 먼저 당신을 공격했군요. 제 생각에 저 칼과 지갑은 당신이 가지는게 좋겠어요. 전 당신이 단골손님 두엇이 머리가 깨질 뻔한 걸 막았다고 생각해요. 이리와서 한잔 해요. 그가 아직 숨을 쉬었으면 좋겠는데... 이 곳이 사람이 죽은 곳이라고 이름붙여지는 건 좋지않아요.
str_stop_no_shooting_no_shooting|멈춰요! 쏘지마세요! 쏘지말아요!
str_em_ill_stay_out_of_this|흠... 전 이곳에서 벗어나 있겠습니다.
str_the_s12_is_a_labyrinth_of_rivalries_and_grudges_lords_ignore_their_lieges_summons_and_many_are_ripe_to_defect| {s12}는 경쟁과 원한이 미로처럼 꼬여 있습니다. 영주들은 그들의 주군의 호출을 무시하고, 많은 영주들이 왕국을 떠날 적합한 시기입니다.
str_the_s12_is_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_defect_to_a_liege_that_they_consider_more_worthy| {s12}는 휘청거리고 있습니다. 많은 영주들은 서로 협력하지 않으며, 일부는 그들이 더 가치있게 여겨지기 위해 군주를 잘못된 길로 가도록 부추기고 있습니다.
str_the_s12_is_fairly_solid_some_lords_bear_enmities_for_each_other_but_they_tend_to_stand_together_against_outside_enemies| {s12}는 상당히 견고합니다. 몇몇 영주들이 서로에게 적대감을 품고 있지만, 그들은 외부의 적에 대항하여 결속하는 경향이 있습니다..
str_the_s12_is_a_rock_of_stability_politically_speaking_whatever_the_lords_may_think_of_each_other_they_fight_as_one_against_the_common_foe| {s12}는 정치적으로 말하면 안정적인 바위 같습니다. 무슨일이 있어도 영주들은 서로를 생각할 것이고, 그들은 하나의 공통된 적에 대항하여 싸웁니다.
str_tribune_s12|호민관 {s12}
str_lady_s12|레이디 {s12}
str_lord_s12|영주 {s12}
str_resolve_the_dispute_between_s11_and_s12|{s11}와 {s12} 사이의 논쟁을 해결 하십시오.
str_in_doing_so_you_will_be_in_violation_of_your_truce_is_that_what_you_want|그렇게 한다면, 당신은 당신의 휴전협정을 위반하는 겁니다. 그것이 당신이 원하시는 겁니까?
str_if_you_attack_without_provocation_some_of_your_vassals_may_consider_you_to_be_too_warlike_is_that_what_you_want|만약 당신이 도발이 없음에도 공격을 하려한다면, 당신의 가신들중 일부는 당신이 너무 호전적이라고 생각할 것입니다. 그걸 원하십니까?
str_our_men_are_ready_to_ride_forth_at_your_bidding_are_you_sure_this_is_what_you_want|우리의 사람들은 당신의 명령으로 앞으로 나갈 준비가 되어 있습니다... 당신이 원하는게 이것이 확실한가요?
str_seek_recognition|인정을 요구
str_seek_vassalhood|가신이 되고자하는 요청을
str_seek_a_truce|휴전협상을 진행
str__promised_fief| (약속된 영지)
str_no_fiefss12|(영지 없음){s12}
str_fiefs_s0s12|(영지: {s0}{s12})
str_please_s65_|Please {s65}, 
str__s15_is_also_being_held_here_and_you_may_wish_to_see_if_reg4shehe_will_join_us| {s15} 역시 여기에 잡혀있습니다. 아마 당신은 {reg4?그녀:그}가 우리들에게 합류하는 것을 보고 싶으시겠죠.
str_one_thing_in_our_favor_is_that_s12s_grip_is_very_shaky_he_rules_over_a_labyrinth_of_rivalries_and_grudges_lords_often_fail_to_cooperate_and_many_would_happily_seek_a_better_liege|한가지 우리에게 우호적인 것은 {s12}의 지배력이 매우 흔들리다는 것입니다. 그의 통치는 경쟁과 원한의 미로로 가득차 있습니다. 영주는 종종 협력에 실패하고, 그리고 많은 수가 더 나은 주군을 찾고 있습니다.
str_thankfully_s12s_grip_is_fairly_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_seek_a_better_liege|다행히도, {s12}의 지배력은 상당히 흔들리고 있니다. 많은 영주들이 서로서로 협력하지 않고, 그리고 일부는 더 나은 주군을 찾으라는 유혹을 받고 있을 지도 모릅니다.
str_unfortunately_s12s_grip_is_fairly_strong_until_we_can_shake_it_we_may_have_to_look_long_and_hard_for_allies|불행하게도, {s12}의 지배력은 상당히 강합니다. 우리가 그것을 흔들리게 하기 위해서는 오랫동안 열심히 동맹을 찾아야 할겁니다.
str_unfortunately_s12s_grip_is_very_strong_unless_we_can_loosen_it_it_may_be_difficult_to_find_allies|불행하게도, {s12}의 지배력은 매우 강합니다. 우리가 그것을 느슨하게 할 수 있지 않는한, 동맹을 찾는 것은 힘들 것입니다.
str_playername_come_to_plague_me_some_more_have_you|{playername}... 당신 나를 더 괴롭힐 겁니까?
str_ah_it_is_you_again|아. 당신이로군...
str_well_playername|흠, {playername}
str_flagon_of_mead|벌꿀술 한 단지
str_skin_of_kumis|말젓술 한잔
str_mug_of_kvass|호밀맥주 한잔
str_cup_of_wine|와인 한잔
str_you_intend_to_challenge_s13_to_force_him_to_retract_an_insult|당신은 강제적으로 모욕을 철회하게 하기 위해 {s13}에게 도전할 작정입니다.
str_youll_have_to_speak_to_me_at_some_other_time_then|다음에 나에게 말해 주었으면 하는데, 그럼.
str_this_is_no_time_for_words|지금은 말할때가 아니오!
str_of_course_my_wife|물론, 나의 아내.
str_perhaps_not_our_marriage_has_become_a_bit_strained_dont_you_think|아닐지도 모르지만. 우리의 결혼이 조금은 강요된 것이죠, 당신은 어떻게 생각하나요?
str_why_is_that_my_wife_actually_our_marriage_has_become_such_that_i_prefer_to_have_a_witness_for_all_of_our_converations|나의 부인, 왜그러시오? 사실, 우리 모든것이 결함하는 것을 증명하는데 결혼보다 더 좋은 것은 없다오.
str_all_right_then_what_do_you_have_to_say_out_with_it|좋소 그럼. 무슨 말이 하고 싶소? 꺼내보시오.
str_bah__im_in_no_mood_for_whispering_in_the_corner|쳇 -- 나는 구석에서 속사귀는건 내키지 않소.
str_bah_i_dont_like_you_that_much_im_not_going_to_go_plot_with_you_in_some_corner|흥. 나는 당신을 별로 좋아하지 않소. 나는 당신과 구석에서 음모를 꾸미지는 않을 것이오.
str_well__now_what_do_you_have_to_propose|흠 -- 지금 어떤 제안을 하고 싶소?
str_trying_our_hand_at_intrigue_are_we_i_think_not|우리가 음모에 손을 댄다고, 우리가? 나는 그렇게 생각지 않소
str_hah_i_trust_you_as_a_i_would_a_serpent_i_think_not|하! 나는 당신이 나처럼 뱀이 되지 않을 거라고 믿고 있소.(주: 여자 꼬시는 자길 뱀으로 비유하네요 슝악 한넘 은근히 견제를..) 나는 그렇지 않다고 생각하오.
str_i_do_not_like_to_conduct_my_business_in_the_shadows_but_sometimes_it_must_be_done_what_do_you_have_to_say|나는 내일을 어둠 속에서 처리하는걸 안 좋아하지만, 가끔은 그렇게 해야 되지. 무슨 말이 하고 싶은가?
str_i_would_prefer_to_conduct_our_affairs_out_in_the_open|전 공개된 곳에서 일하길 좋아하오.
str_do_not_take_this_amiss_but_with_you_i_would_prefer_to_conduct_our_affairs_out_in_the_open|기분나쁘게 생각하지는 마시게, 그러나 당신과, 우리의 일을 공개된 곳에서 처리하길 나는 더 좋아하네.
str_hmm_you_have_piqued_my_interest_what_do_you_have_to_say|흠. 당신이 나의 호기심을 자극시켰소. 무슨 말을 하고 싶소?
str_em_lets_keep_our_affairs_out_in_the_open_for_the_time_being|음... 당분간, 우리의 일은 공개된 곳에서 하도록 하지.
str_thats_sensible__the_world_is_full_of_churls_who_poke_their_noses_into_their_betters_business_now_tell_me_what_it_is_that_you_have_to_say|그것은 현명한 것이오 -- 세상은 그들에게 더 좋은 사업을 위해 코를 들이미는 막되먹은 놈들로 가득차있지. 당신이 하려는 말을 지금 말해보시오.
str_what_do_you_take_me_for_a_plotter|당신은 뭘 꾸밀려고 하오? 음모?
str_well_i_normally_like_to_keep_things_out_in_the_open_but_im_sure_someone_like_you_would_not_want_to_talk_in_private_unless_heshe_had_a_good_reason_what_is_it|흠, 나는 보통 공개적인 내놓는 것을 좋아하지만, 당신같은 사람은 충분한 이유가 없는한 사적으로 이야기하는 것을 원하지 않을거라 확신하오. 무엇이오?
str_surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open_cant_we|확실히 우린 대화할 수 있지만 이렇게 공개된 곳에서 대화 하길 원하나요, 아니겠죠?
str_im_a_simple__man_not_one_for_intrigue_but_id_guess_that_you_have_something_worthwhile_to_say_what_is_it|나는 음모 같은건 꾸밀지 모르는 단순한 사람이오, 그러나 내가 추측건데 당신은 뭔가 할만한 가치가 있는 말을 가지고 있군. 무엇이오?
str_forgive_me_but_im_not_one_for_going_off_in_corners_to_plot|미안하지만, 음모를 꾸미기 위해 구석으로 갈 수는 없소.
str_please_do_not_take_this_amiss_but_i_do_not_trust_you|기분 나쁘게 생각하지는 마시게, 그러나 나는 자네를 믿을 수 없군.
str_certainly_playername_what_is_it|물론이지, {playername}. 무엇인가?
str_forgive_me_but_id_prefer_to_keep_our_conversations_in_the_open|용서하게, 그러나 나는 우리의 대화가 공개된 곳에서 이루어지길 더 원한다네.
str_please_do_not_take_this_amiss_but_im_not_sure_you_and_i_are_still_on_those_terms|기분 나쁘게 생각하지는 마시게, 그러나 나는 자네와 내가 아직까지 친한 사이라고 확신할 수 없네.
str_really_well_this_is_the_first_i_have_heard_of_it_unless_you_build_up_support_for_that_claim_you_may_find_it_difficult_to_find_allies_however_whenever_you_see_fit_to_declare_yourself_publically_as_queen_i_should_be_honored_to_be_your_consort|정말이오? 글쎄, 그건 또 처음 듣는 소리인것같소. 만약 그대의 그 주장을 뒷받쳐줄 이들을 찾지 않는다면, 당신과 동맹을 이룰자를 찾는것도 힘들것이오. 허나 언제라도 당신이 여왕으로서 세상에 공표할 생각이 있다면, 내 그대의 동행이 되는 영광을 누릴수 있도록 해주오.
str_yes_i_have_heard_such_talk_while_it_is_good_that_you_are_building_up_your_support_i_do_not_think_that_you_are_quite_ready_to_proclaim_yourself_yet_however_i_will_let_you_be_the_judge_of_that_and_when_you_decide_i_should_be_honored_to_be_your_consort|그래... 내 그 이야기를 어디선가 들어보았소. 그대가 지금 지지자를 찾고 있다는게 좋긴 하나, 아직은 자신을 여왕으로서 공표할 시기가 아닌것 같소. 허나, 결정권은 그대에게 두리니, 결정을 하신다면, 내 그대의 동행이 되는 영광을 누릴수 있도록 해주오.
str_yes_and_many_others_in_calradia_think_so_as_well_perhaps_it_is_time_that_you_declared_yourself_and_we_shall_ride_forth_together_to_claim_your_throne_i_should_be_honored_to_be_your_consort|그래... 칼라디아의 많은 사람들도 당신과 같은 생각을 할것이오. 어쩌면 이제 그대를 일국의 여왕으로서 공표하고, 왕권의 기반을 위해 움직일 시기일지도 모르겠소. 그대와 동행할 기회가 생긴다면 나에게 큰 영광일것이오.
str_i_am_disturbed_about_my_lord_s15s_choice_of_companions|나는 나의 주군 {s15}의 동료에 대한 선택에 걱정스럽소.
str_well_ill_be_honest_i_feel_that_sometimes_s15_overlooks_my_rights_and_extends_his_protection_to_the_unworthy|흠, 솔직해져 보겠소. 나는 가끔 {s15}이(가) 나의 권리를 무시하고, 보호할 가치가 없는 것들을 보호하려고 하는 것처럼 느끼고 있소.
str_heh_one_thing_that_ill_say_about_s15_is_that_he_has_a_ripe_batch_of_bastards_in_his_court|쳇. 한 가지 내가 {s15}에 대해 말하려는 것은 그는 그의 법정에 사생아의 무리들을 한 번에 처리했지.
str_well_sometimes_i_have_to_say_that_i_question_s15s_judgment_regarding_those_who_he_keeps_in_his_court|좋소, 가끔 나는 {s15}의 궁정에서 그가 고수하는 결정에 관해서 의문들이 있소.
str_s15_is_a_weak_man_who_too_easily_lends_his_ear_to_evil_council_and_gives_his_protection_to_some_who_have_done_me_wrong|{s15}은(는) 너무 쉽게 사악한 무리에게 그의 귀를 내어 주는 약한 사람이야, 그리고 잘못한 이들도 그는 보호를 하지.
str_i_will_confess_that_sometimes_i_worry_about_s15s_judgment_particularly_in_the_matter_of_the_counsel_that_he_keeps|나는 가끔 {s15}의 편파적인 권고를 고수하는 결정에 대해 걱정하고 있다고 말할 수 밖에 없군...
str_what_do_i_think_i_think_that_s15_is_a_vile_pretender_a_friend_to_the_flatterer_and_the_hypocrite|내가 어떻게 생각하냐고? {s15}는 아첨꾼에 위선자인 용납할 수 없는 사람이라 나는 생각하오.
str_well_s15_is_not_like_you_ill_say_that_much|좋아, {s15}는 당신과 같지 않소. 나는 충분히 그렇게 말할 수 있소.
str_s15_long_may_he_live|{s15}? {s15} 만세!!
str_he_is_my_liege_that_is_all_that_i_will_say_on_this_matter|그는 나의 주군이오. 나는 이 문제에 대해서는 그것이 전부라고 말하고 싶소.
str_that_you_are_the_rightful_heir_to_the_throne_of_calradia|당신이 칼라디아의 왕좌의 정당한 상속자입니까?
str_that_s14_is_the_rightful_ruler_of_calradia|{s14}는 칼라디아의 정당한 통치자입니까?
str_that_s14_will_rule_this_land_justly|{s14}은(는) 이 땅을 공정하게 통치할 것이라고?
str_that_s14_will_protect_our_rights_as_nobles|{s14}은(는) 귀족으로서 우리의 권리를 보장할 것이라고?
str_that_s14_will_unify_this_land_and_end_this_war|{s14}은(는) 이 전쟁을 끝내고 이 땅을 통합할 것이라고?
str_that_s14_will_reward_me_with_a_fief|{s14}은(는) 영지로 나에게 보상할 것이라고?
str_he|그
str_king|국왕
str_she|그녀
str_queen|여왕
str_khan|칸
str_i|나(내)
str_according_to_the_ancient_law_and_custom_of_the_calradians_s45_should_be_s47|오래된 법과 칼라디아인의 관습에 따르면, {s45}가 {s47}이 될 것이오.
str_because_s44_is_the_rightful_s47_of_the_s46|왜냐하면 {s44}는 {s46}의 정당한 권리를 가진 {s47}이기 때문이오
str_you_speak_of_claims_and_legalities_yet_to_others_you_talk_of_bringing_peace_by_force|당신은 자질과 정당성에 대해서 말했오, 그러나 아직 다른 이들에게는 무력으로 평화를 가져온다고 말하고 있오
str_you_speak_of_bringing_peace_by_force_yet_to_others_you_make_legal_claims|당신은 무력으로 평화를 가져온다고 말하고 있오, 그러나 아직 다른  이들에게는 합법적 자질을 말하고 있오.
str_you_speak_to_some_of_upholding_the_rights_of_the_commons_yet_you_speak_to_others_of_uphold_the_rights_of_nobles_what_if_those_rights_are_in_conflict|당신은 백성들의 권리를 지지한다고 말하고 있소, 그러나 아직 당신은 다른 이들에게 귀족들의 권리를 지지한다고 말하고 있소. 만약 두 권리가 충돌한다면 무엇이 더 중요하오?
str_you_speak_to_me_of_upholding_my_rights_as_a_lord_but_to_others_you_talk_of_upholding_the_rights_of_all_commons_what_if_those_rights_come_into_conflict|당신은 영주로서 나의 권리를 지지한다고 말했오, 그러나 당신은 다른 이들에게는 모든 백성의 권리를 지지한다고 말하고 있오. 만약 두 권리가 충돌한다면 무엇이 더 중요하오?
str_a_claim_should_be_strong_indeed_before_one_starts_talking_about_it|그것에 대해 말을 시작하기 전에 왕이되기 위한 자질은 정말로 설득력이 있어야 하오.
str_a_king_should_prove_his_valor_beyond_any_doubt_before_he_starts_talking_about_a_claim_to_the_throne|왕은 왕좌에 대한 주장을 말하기 전에 어떠한 의심도 넘어서는 그의 용기를 증명해야하오.
str_you_must_prove_yourself_a_great_warrior_before_men_will_follow_you_as_king|당신은 반드시 사람들이 당신을 왕으로 따르기 전에 당신이 위대한 전사라는 것을 증명해야 하오.
str_a_claim_to_the_throne_should_be_strong_indeed_before_one_presses_it|왕좌에 대한 주장은 그것을 밀어 붙이기전에 정말 설득력이 있어야 하오.
str_indeed_but_a_man_must_also_prove_himself_a_great_warrior_before_men_will_follow_you_as_king|사실이군. 그러나 사람들이 당신을 왕으로 따르기 전에 그 스스로 위대한 전사라는 것을 증명해야만 하오.
str_my_pigherd_can_declare_himself_king_if_he_takes_he_fancy_i_think_you_need_to_break_a_few_more_heads_on_tbe_battlefield_before_men_will_follow_you|나의 돼지치기도 만약 그가 변덕을 부린다면 스스로 왕이라고 선언할 것이오. 내 생각에는 사람들이 당신을 따르기 전에 전장에서 좀 더 많은 머리들을 부쎠야 할 필요가 있다고 생각되오.
