qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_You_perform_some_roy|당신은 격렬한 음악을 연주했다.
qstr_You_give_a_speech.|당신은 연설을 시작했다.
qstr_One_young_nobleman_v|한 젊은 전사가 당신에게 자원입대합니다.
qstr_{reg5}_young_nobleme|{reg5}명의 젊은 전사가 당신에게 자원입대합니다.
qstr_They_laugh_at_you_be|그들은 비웃었습니다. 당신이 굶어죽기 일보직전이라고 생각하기 때문입니다. 당신이 좀더 중요한 인물이 되면 돌아오세요. (더 많은 명성이 필요합니다.)
qstr_Try_as_you_might_you_|시도는 할 수 있지만 반란을 막을 수 없었습니다.
qstr_positive|긍정적인
qstr_negative|부정적인
qstr_{s11}^^_The_current_|{s11}^^ 현재 요새방어는 {reg5}의 인원으로 구성되있습니다.^식량은 {reg6} 일분이 있습니다.
qstr_^^Additional_the_fol|^^부가적으로 따라오는 부대:^
qstr_{s12}_{s3}_with_{reg|{s12} {s3} 과 {reg1} 병사들.^
qstr_{playername}_^^I_alw|{playername}, ^^난 언제나 당신이 썩은 달걀과 같다고 생각했지, 나의 왕국에 가담한 이후로 말이지. ^당신은 정말로 나에게 대항할 셈인가? 드디어 가면을 벗어 던졌군, 넌 뱀 같은 놈이야! 난 더 이상 참을 수가 없군. ^당장은 그저 네놈을 이곳에서 내쫓기만 하겠다. 나는 군대에게 네놈과 싸우라 할 것이다, 유라시아의 모든 군주들에게 네놈에 대해 낱낱이 폭로 할 것이다. ^겁에 질려도 좋다 네놈은 치명적인 적을 가지게 된 것이니까! ^^{s9}.
qstr_{playername}^^_I_ve_|{playername},^^ {s9}로부터 편지를 받았다, 당신의 비열한 행위에 대해 말해주더군. 드러난 정황으로 보건데, {s9}는 마땅한 증거가 없다. 그러나 불행히도, {그/그녀}는 사실상 내 가족 중 하나와 다를 바 없지; 살아오는 동안, {그/그녀}가 누군가를 이유 없이 비난하는 것은 본적이 없다. {그/그녀}는 바뀐 적이 없어. ^다행스럽게도, 당신은 우리의 결속을 약화시키는 것에 실패한 것이지. 고로 당신의 서약을 거절한다 : 당신은 더 이상 우리와 연관될 수 없어. 당신이 우리를 편의대로 이용해왔다는 것을 잘 알고 있으니까... ^당신이 날 얼마나 바보 취급했는지에 관해 듣는 것은 참 안타까운 일인데, 그렇다고 자네와 싸우지는 않겠다, 우리 왕에 의해 죽거나 하지도 않을 것이야. 그.러.나. 야생의 쥐떼에게 뜯어 먹힌 사람 얘기를 들어본 적 있나, 언젠가 그곳에서 당신을 보게 될지도 모를 일이지! ^^{s10}
qstr__Shield_bash_enabled| 쉴드배쉬 활성화. 키: 오른쪽 클릭 + 왼쪽 클릭. 주의: 쉴드배쉬는 기력을 소모하며 연달아 두번 쓸 수 없습니다.
qstr_The_young_noble_pref|젊은 귀족은 당신과 결투를 하기보다는 도망가는 길을 택했습니다!
qstr_of_a_fulminatng_dise|질병으로
qstr_in_a_hunting_acciden|사냥 중 사고로
qstr_assasinated|암살된
qstr_of_an_indigestion|소화불량의
qstr_Wergild_was_paid.|결투비용은 지불됩니다.
qstr_It_is_common_knowled|이것은 일반적으로 아테나신의 전쟁에 상징으로 받아들여집니다. 당신의 부하들은 그 지식에 탄복하며, 신과 함께 할 것이라는 믿음을 가집니다.
qstr_Your_men_pass_by_the|당신의 부하들은 새를 알아채지 못하고 지나갑니다.
qstr_The_crane_is_a_Celti|이것은 아테나신의 전쟁에 상징입니다- 다 아는 사실이죠! 당신의 무식함이 탄로났습니다, 그리고 부하들은 당신을 따르는 일을 의심스러워 합니다.
qstr_The_mushrooms_were_r|이 버섯은 아주 맛이 괜찮습니다!
qstr_Your_men_are_eating_|당신의 부하들은 그 버섯을 아주 맛있게 먹었습니다.
qstr_The_mushrooms_were_re| 이 버섯은 더럽게 맛이 없습니다. 당신은 설사와 함께 기분이 매우 안 좋습니다. 힘과 민첩이 1감소합니다.
qstr_Your_men_are_eating_m| 당신의 부하들은 야영지에서 그 버섯을 먹었습니다. 당신의 부하들이 설사를 하느라 힘겨워 합니다!
qstr_The_mushrooms_were_rea|이 버섯은 더럽게 맛이 없습니다. 당신은 설사와 함께 기분이 매우 안 좋습니다. 힘과 민첩이 3감소합니다.
qstr_Your_men_are_eating_mu|당신의 부하들은 야영지에서 그 버섯을 먹었습니다. 당신의 부하들이 설사를 하느라 힘겨워 합니다!
qstr_You_spend_a_good_tim|당신은 사제의 아내와 죽여주는 섹스를 했습니다, 그리고 그 남편이 돌아왔을 때, 눈에 띄지 않고 도망갔습니다!
qstr_Bandits_run_away_whe|도적들이 당신을 보고 도망갑니다!
qstr_You_kill_the_priest_|당신은 신의 이름을 설파하던 사제를 죽였습니다!
qstr_Merchants_give_you_s|상인이 소량의 돈을 주었습니다!
qstr__The_man_s_eyes_sadl| 당신이 당신의 길을 따라 가는동안 어린이가 슬프게 당신을 쳐다봅니다.
qstr__When_you_give_him_a| 당신은 그에게 갑옷과 음식을 주었습니다. 그는 한때 대단한 전사였던 것으로 밝혀졌습니다.
qstr__The_child_s_eyes_sa| 당신이 당신의 길을 따라 가는동안 그가 슬프게 당신을 쳐다봅니다.
qstr__New_troops_join_you| 새로운 군대가 당신의 부대에 합류합니다.
qstr__Bandits_flee_away.| 약탈자들이 달아났습니다.
qstr__After_tow_hours_the| 2시간 후에 도적들이 그들의 약탈품과 두목의 머리를 갖고 되돌아 왔습니다. 
qstr__Your_men_kill_all_t| 당신의 전사들이 모든 도적무리를 죽였습니다.
qstr__He_join_you.| 그가 당신에게 합류합니다.
qstr__The_man_insists_too| 남자의 고집이 과하기에, 당신은 그를 길가에 버려두고 갔다.
qstr__You_are_now_a_pagan| 당신은 이제 토착 종교도입니다.
qstr__The_priest_bless_yo| 사제가 당신과 당신의 앞날을 축복합니다.
qstr__Blood_and_death_ever| 피와 죽음이 도처에. 사제는 당신이 돈을 강탈해 가는 것에 저항조차 해보지 못합니다.
qstr__With_unusual_fury_yo| 분노, 당신의 토착 종교도 전사들은 교회의 모든 사제를 죽이고 재물을 약탈했다. 도처에 피가 만연하다.
qstr__Among_the_remains_o| 수 많은 시체들 사이에서 왕의 무구가 발견되었다. 귀해보이는 무구는 매우 정교하게 장식되어 있다. 이제 그것들은 모두 당신것이다. 죽은 자의 물건이라는 불길함을 신경쓰지 않는다면.
qstr__Someday_perhaps_you| 언젠가는 당신도 위대한 왕으로 남아 묻히게 될것이다.
qstr__Fame_is_important.| 명성은 중요합니다.
qstr__Tunic_isn_t_importa| 옷 따윈 중요하지 않아, 그게 여자라면? 얘기가 다르지.
qstr__Animals_really_valu| 가축은 마을주민의 생계에 중요한 수단이다.
qstr__You_did_return_the_| 당신은 모든 가축을 돌려줍니다.
qstr__Anymore_was_devoure| Anymore was devoured on the spot.
qstr__With_the_blood_of_t| With the blood of the sword falling to the elbow, you will welcome the easy victory.
qstr__Your_soldiers_get_a| Your soldiers get a kick out of harassing helpless peasants.
qstr__Honour_and_fame_are| 명예가 가장  중요하다.
qstr__The_girl_is_pregnan| 여자는 임신했고 당신의 지출로 소문과 문제를 회피한 것에 대하여 장로는 크게 고마워했다. 
qstr__you_get_their_meage| 그들의 빈약한 소유물을을 취하였다.
qstr__Celebrating_a_funer| 당신의 지출하에 축하연이 진행되었다.
qstr_Part_of_your_food_wa|군량의 일부가 사라졌습니다.
qstr_Your_men_have_nothin|당신의 부하들이 먹을 식량이 없습니다!
qstr_You_don_t_have_enough_g|You don't have enough gold. You order water to be rationed and dig wells.
qstr__the_enemy_thinks_re| the enemy thinks reinforcements will soon arrive.
qstr__fear_and_discontent| 공포와 좌절감이 내부로 퍼지고 있다.
qstr__he_likes_the_wife_o| he likes the wife of his former master and he will fight by your side if you give her to him after the conquest.
qstr__the_enemy_s_morale_| 적들의 사기가 떨어졌다. 우리는 공격해야 한다.
qstr__You_feel_happy.| 당신은 행복감을 느꼈다.
qstr_You_don_t_have_enough_go|You don't have enough gold, and know that in the coming days hundreds of children, women and elderly will die before your eyes, languished from hunger.
qstr__You_know_that_in_th| You know that in the coming days hundreds of children, women and elderly will die before your eyes, languished from hunge.
qstr__The_wife_is_pregnan| The wife is pregnant and the officer asks for a high compensation. To avoid rumors and problems, you pay.
qstr_Part_of_your_food_was|군량 일부를 나누어 주었다.
qstr_You_missed_the_deadl|You missed the deadline to pay back your debts in {s1}. They now grow at an interest of 50%.
qstr_Your_debt_in_{s1}_is|Your debt in {s1} is now so high that the King himself has taken notice. He has frozen your debt, but is displeased with the situation.
qstr_Breaking_camp...|야영을 중지합니다.
qstr_AMBUSH_CANCELLED_DON|매복이 취소됩니다, 매복 중에는 이동명령을 내리지 마세요.
qstr_You_have_broken_off_|{s1}의 공성전을 중지합니다.
qstr_You_cannot_maintain_|{s1}의 공성전을 계속할 수 없습니다. 최소 유지의 진형이 붕괴되었습니다.
qstr_Your_troops_enjoy_th|(예능 성공) 사기 증가. - 수면 피로도는 계속 누적됩니다.
qstr_Your_troops_wish_you|(예능 실패) 사기 감소. - 수면 피로도는 계속 누적됩니다.
qstr_1|1
qstr_You_gain_{reg0}_scil|당신은 구걸로 {reg0} 실버를 받았다. 그리고 {s2} 평판과 {s3} 명성을 잃었다.
qstr_You_have_very_bad_fe|이 매복은 아주 안좋은 느낌이 든다...
qstr_You_have_bad_feeling|이 매복은 안좋은 느낌이 든다...
qstr_You_have_good_feelin|이 매복은 좋은 느낌이 든다...
qstr_You_have_very_good_f|이 매복은 아주 좋은 느낌이 든다...
qstr_You_have_very_bad_fee|이 기습은 아주 안좋은 느낌이 든다...
qstr_You_have_bad_feelings|이 매복은 안좋은 느낌이 든다...
qstr_You_have_good_feeling|이 매복은 좋은 느낌이 든다...
qstr_You_have_very_good_fe|이 매복은 아주 좋은 느낌이 든다...
qstr_You_keep_working_har|당신은 마을을 위해 열심히 일하는 중입니다...
qstr_Your_strenuous_villa|당신의 중노동은 끝을 보았습니다.
qstr_____________________|                                전리품을 획득하고 시신을 화장.
qstr______________________|                                      시신 화장만.
qstr_______________________|                                       전리품만 획득.
qstr__Camp_defenses_have_| 야영지 수비가 완료되었습니다.
qstr__Your_siege_camp_was| 당신이 떠나있는 동안 공성캠프가 파괴되었습니다!
qstr__Your_troops_have_fi| 당신의 부하들이 새로운 수송마차를 완성했습니다.
qstr__Your_contract_with_| {s1}와의 계약이 만료되었습니다.
qstr_Your_spy_in_{s5}_has|{s5}에 있는 당신의 스파이는 우물에 독을 타는 임무에 성공했습니다.
qstr_Rats_have_infested_t|{s5}에 쥐떼가 들이닥쳤습니다.
qstr_A_pox_has_inflicted_|{s5}에 가축 수두가 창궐하였습니다.
qstr_Civil_unrest_in_{s5}|{s5} 사람들이 불만이 가득해서 경제활동에 지장이 있습니다.
qstr_Farmers_in_{s5}_are_|{s5} 농노들이 폭동을 일으켰습니다.
qstr_A_livestock_epidemic|가축 전염병으로 {s4}의 가축 {reg4} 마리가 죽었습니다.
qstr_Riot_in_{s6}!|{s6}에서 폭동이 일어났습니다!
qstr_{reg0}_of_your_prison|채광캠프에서 {reg0} 의 죄수가 탈옥했습니다!
qstr_Your_party_is_spotte|당신의 부대는 {s1} 근처를 지나고 있습니다.
qstr_{reg1}_{s1}_{reg2?ha|{reg1} {s1}가 {reg2} 어둠을 틈타 부대의 감시망을 뚫고 도주에 성공했습니다.
qstr_{s1}_of_{s3}_has_bee|{s3}의 {s1}가 감금 상태에서 풀려났습니다.
qstr_Building_of_{s0}_in_|{s4}에 있는 {s0}의 건설이 완료되었습니다.
qstr_{s1}_has_won_the_tou|{s1}는 {s2}에서의 토너먼트에서 승리하였습니다.
qstr_{s1}_is_no_longer_in|{s1}은(는) 더 이상 강도들에게 침입을 당하고 있지 않습니다 (at night).
qstr_You_are_within_the_w|세력에 속해있는 만큼, 이곳 안에 있는 한 돈을 낼 필요는 없습니다.
qstr_You_pay_for_accommod|숙박비를 지불합니다.
qstr_Betrothal_to_{s5}_ex|{s5}와(과) 파혼했습니다.
qstr__Your_tactics_skill_| 전술능력이 1 증가 했습니다.
qstr__Your_persuasion_ski| 설득능력이 1 증가 했습니다.
qstr__Your_leadership_ski| 리더십이 1 증가 했습니다.
qstr__Your_intelligence_h| 지능이 1 증가 했습니다.
qstr__Your_trade_skill_ha| 거래능력이 1 증가 했습니다.
qstr__Your_weapon_master_| 무기의 달인 능력이 1 증가 했습니다.
qstr__Your_engineer_skill| 기계공 능력이 1 증가 했습니다.
qstr_You_have_finished_re|책읽기 완료.
qstr_Book_Read|책 읽기
qstr_{s1}_is_scouted.|{s1}을 정찰하였다.
qstr_{s1}_has_switched_fr|{s1}은(는) {s2}에서 {s3}(으)로 국가를 바꿨습니다.
qstr_You_are_not_strong_e|당신은 새로운 무기를 장비하기에 체력이 부족하여 진급이 늦춰집니다.
qstr_You_are_not_strong_en|당신은 새로운 장비를 입기에 체력이 부족하여 진급이 늦춰집니다.
qstr_Your_arms_are_to_wea|당신의 활쏘기 기술이 부족하여 진급이 늦춰집니다.
qstr_You_require_more_hor|당신의 승마술이 부족하여 진급이 늦춰집니다.
qstr_Your_recruiter_who_wa|당신의 징집관은 {s13}로 {reg10}의 병사를 모으려던 도중 공격당하여 임무에 실패하였습니다.
qstr_{s13}_has_been_taken|{s13}는 적에게 분열되었으며,신병중 {reg10}명이 흔적도 없이 사라졌습니다.
qstr_ERROR_IN_THE_RECRUIT|ERROR IN THE RECRUITER KIT SIMPLE TRIGGERS!
qstr_A_recruiter_has_brou|징집관이 {reg10}을(를) {s13}로 징집 하였습니다.
qstr_Distance_between_{s1|{s14} 와 {s15}의 거리: {reg0}
qstr_Your_caravan_has_bro|당신의 상단이 {s13}에서 {s12}쪽으로 이동합니다.
qstr_{s13}_is_unimpressed|{s13} 은 당신의 시시한 선물에 그닥 감동받지 않은듯 합니다.
qstr_The_people_of_{s13}_|{s13} 의 사람들은 당신의 시시한 선물에 그닥 감동받지 않은듯 합니다.
qstr_Your_caravan_has_los|당신은 상단을 잃어, 임무에 실패 하였습니다.
qstr_Transfer_to_{s6}|{s6}러 전달
qstr_{s6}_patrol|{s6} 순찰
qstr_Your_messenger_reach|당신의 전령이 {s13}에 도착하였습니다.
qstr_{s14}|{s14}
qstr_Your_messenger_has_l|당신의 전령이 임무에 실패했습니다.
qstr_Not_enough_money_in_|국고에 자금이 부족하여 군대를 업그레이드를 못합니다. 
qstr_Your_constable_upgra|당신의 군사대신은 {s8}의 {s6} 를 {s7}로 업그레이드 하는 것에 {reg5}의 비용이 든다고 합니다
qstr_Your_soldiers_patrolli|{s6}를 순찰하던 당신의 순찰대가 유지비 부족으로 해산되었습니다!
qstr_It_is_rumoured_that_| {s11}에서 스파이가 잡혔다는 소문이 들립니다.
qstr_Your_last_fief_was_c|당신의 영지가 점령당하여 국고의 3분의 2를 빼앗겼습니다.
qstr_Library_improved_you|도서관은 당신의 평판을 올려줍니다.
qstr_Merchants_guild_add_|상인길드는 도시의 부를 증가시켜 줍니다.
qstr_Monasteries_add_pros|수도원은 도시의 부를 증가시킵니다/s.
qstr_Sacred_Forest_add_pr|성스러운 숲은 도시의 부를 증가시킵니다/s.
qstr_Woden_s_temple_add_p|우덴의 신전은 도시의 부를 증가시킵니다/s.
qstr_Winter_is_the_worst_|겨울은 전투를 하기엔 너무 가혹한 환경입니다. 춥고 식량을 구하기 힘이들죠. 겨울에, 부하들은 이동하기 보다는 불을 쬐고 싶어할 겁니다. 부대의 사기와 식량에 주의하세요.
qstr__While_traveling__Yo|(여행도중) 버려진 집을 발견했습니다. 몇 가지 전리품을 챙겼습니다.
qstr_Abandoned_house.|버려진 집.
qstr_The_adventure_life_i|모험 도중, 야전을 겪으면서 스스로가 좀더 강해졌음을 느끼고 어떠한 도전에도 대면할 수 있음을 알게 되었습니다.
qstr_Heal_improved:|치료 향상:
qstr_Today_you_got_lucky_|운 좋게도 풀숲 사이에서 돈가방을 발견했습니다. 300실버이 들어있습니다.
qstr_Found_Gold_bag:|금화가 든 가방을 발견:
qstr_During_a_small_rest_|바닥에 누워 쉬는 동안. 어떤 빛나는 쇠붙이를 발견합니다, 아마도 동전이 아닌가 했지만. 불행히도 아무짝에 쓸모 없는 쇠조각일 뿐이었습니다.
qstr_Found_some_crap:|일부 조각 발견:
qstr_The_water_reserves_h|식수가 오염되어 다음 마을에서 제대로 보급 하였습니다.
qstr_Water_Reserves_conta|식수 오염.
qstr_You_and_your_party_h|당신은 술병으로 가득한 버려진 마차를 발견했습니다. 그것을 부하들에게 나누어 주었습니다.
qstr_Wagon_of_Mead.|주류로 가득 찬 마차.
qstr_Loyalist_supporters_|충성스러운 보급원들이 마을 근처에서 당신의 부대를 위한 음식들을 준비해 두었습니다.
qstr_Bounty_of_food.|음식들.
qstr_You_have_found_lefto|당신은 전투흔적을 발견했습니다. 시체를 뒤져 200실버을 얻었습니다.
qstr_Minor_accident:|작은 사고:
qstr_Your_troops_feel_ref|당신의 부대원들은 밤에 푹 쉰덕에 원기를 회복했습니다.
qstr__The_defected_kingdo| 멸망한 왕국에서 별다른 반란의 조짐이나 계획이 보이지는 않는 것 같습니다.
qstr__Possible_Rebellion_|(폭동 조장) {s14}가 아직 살아있다는 소문
qstr__Possible_Rebellion__|(폭동 조장) {s14}가 정정하다는 소문
qstr__Possible_Rebellion__R|(폭동 조장) {s14}가 복귀하는 것을 주민들이 희망한다는 소문.
qstr__Possible_Rebellion__Ru|(폭동 조장) {s14}가 그의 왕국을 되찾기 위해 군대를 일으킨다는 소문.
qstr__Possible_Rebellion__Rum|(폭동 조장) {s14}가 자신을 도울 충신들을 모으고 있다는 소문.
qstr__Expenditure_siege__|(공성 캠프의 지출) 공성캠프를 유지하는 것에는 비용이 듭니다.
qstr__You_do_not_have_mon| 당신은 공성상태를 유지하기에 자금이 부족합니다. 이것은 사기를 크게 약화 시킬겁니다.
qstr_Back_on_solid_ground|평평한 땅을 밟자 물에서의 공포로부터 해방된 당신의 군사들이 안정을 되찾습니다.
qstr_You_hire_a_nearby_bo|당신은 배를 빌렸습니다. 이것은 매 시간 비용이 듭니다.
qstr_Your_men_are_uneasy_|당신의 군사들은 물을 건너는데 익숙치 않습니다. 
qstr_Lacking_money_you_co|자금부족입니다, 당신은 근처의 배를 징발했습니다.
qstr_Running_out_of_money|돈이 떨어져 갑니다, 당신은 배를 강탈해 여행을 계속합니다.
qstr_You_have_a_bad_feeli|당신의 선박 {s1} 에서 좋지 않은 느낌이 듭니다.
qstr_Ship_{s1}_isnt_yet._|배 {s1} 은 아직입니다. Oh, damn!
qstr_You_caught_some_fish|물고기를 잡았습니다.
qstr_Due_to_insufficient_|둘 곳이 마땅치 않아 고기를 바다로 풀어줍니다.
qstr_All_you_caught_were_|약간의 미역을 건져냈습니다.
qstr_Oops:_your_mercenary|정보: 당신의 용병대장이 부대의 빠른 진군을 위해 이송중이던 죄수를 처리했습니다.
qstr_You_are_near_to_the_|당신은 적 영토를 지나고 있습니다, 부대의 행군속도가 크게 줄어듭니다!
qstr_Your_cut_arm_finally|...
qstr_The_cut_on_your_tors|...
qstr_Your_thoughts_clear.|...
qstr_Your_leg_finally_hea|...
qstr_Your_broken_arm_fina|...
qstr_Your_broken_rib_fina|...
qstr_Your_headache_is_fin|...
qstr_Your_broken_leg_fina|...
qstr_The_released_prisone|해방된 포로들이 겁도 없이 당신을 공격하기 시작했다!
qstr_Warning!|조심해!
qstr_The_released_prisoner|해방된 포로들은 뿔뿔히 흩어졌다. 당신은 그들을 다시는 보지 못했다.
qstr_Notice!|알았어!
qstr_The_released_prisoners|해방된 포로들은 오히려 당신의 병사로 합류하길 원합니다!
qstr_You_have_{reg0}_days_|당신이 탈영병이라는 꼬리표를 떼기까지 {reg0} 일 남았습니다!
qstr_You_have_now_been_de|당신은 탈영병으로 수배되었습니다!
qstr_{reg65?my_Lady:my_Lo|{reg65?마님:주군}
qstr_As_a_man_said_it_cou|어떤 남자가 말하길 {s10}을 방문해보는 것이 좋을것이라 합니다.
qstr_{reg65?My_Lady:My_Lo|{reg65?마님:주군}
qstr_{reg65?madame:sir}|{reg65?부인:경}
qstr_{reg65?Madame:Sir}|{reg65?부인:경}
qstr__no_fiefs_|(영지 없음)
qstr__fiefs:_{s0}_|(영지: {s0})
qstr_It_s_the_infamous_cr|악명높은 {playername}로군. 제군들, 우리는 지금부터 이 악당을 체포한다, 전투를 준비하라.
qstr_Foolish_of_you_to_ge|멍청한 짓을 해대는 네놈을 처단하러 왔다, {playername}. 이제 내 친구들이 험악하게 놀아볼 시간이군.
qstr_Hands_up!__We_re_goi|손들어! 우리는 널 체포하러 왔다, {playername}... dead or alive.
qstr_It_s_your_money_or_y|돈을 내놓던가 아니면 목숨을 내놓던가, {친구/아가씨니까 몸을 줘도 좋고 허허}. 허튼짓만 않는다면 우린 별 탈 없이 보내줄 수 있어.
qstr_Lucky_for_you_you_ca|넌 운이 좋은 거야. 좋은 분위기에 방문했으니. 자 우리에게 네가 가진 돈을 다 준다면 살려보내줄 수 있어.
qstr_This_a_robbery_eh?_I|보시다시피 우린 강도야, 응? 한번만 기회를 줄 테니 손 올리고 가지고 있는 모든 것을 주라구. 그렇지 않으면 나와 내 친구들이 널 죽일지도 몰라. 알아들었어?
qstr_Everybody_in_the_tav|주점의 험악한 무리들이 당신의 말을 듣고 몰려들고 있습니다. 당장 주점에서 나가는게 좋을 것 같습니다.
qstr_A_cleric_called_Ulca|울카너스라는 사제가 제게 아리안 이교도 무리에 대한 흥미로운 이야기를 해주었습니다. 그들이 성스러운 유물을 훔쳤다는 군요. 이 무리들을 찾아서 전투로 박살내거나 그들의 리더 Icorigas 코리가스를 설득해서 그들이 훔쳐간 유물을 되찾아야 합니다. 이 씹새끼들은 덴마크 리펄허스마을 근처에 있습니다!
qstr_The_elder_{s9}_asked|{s9}의 장로는 당신에게 도적단을 다뤄줄 것을 요청했습니다.
qstr_{s9}_asked_you_to_{s|{s9}는 당신에게 {s10}로 가서 세금을 걷어달라고 요청했습니다.
qstr_{s5}__Persuasion_str|{s5} (설득력: {reg5})
qstr_Persuasion_Attempt|요구를 받아들인다.
qstr_{s9}_asked_you_to_br|{s9}는 당신에게 {s10}으로 데려다 줄것을 요청했습니다.
qstr__I_should_ask_to_Eal| 나는 {s10}에 있는 마고네를 만나야 한다. 
qstr__Ealdorman_Swithfrit| 마고네는 {s10}에 거주한다고 한다. 
qstr_OiM_getman_No_skazal|OiM getman No skazal chto Yavangelik v Dumanyn
qstr_{s9}_said_that_the_m|{s9}가 말하길 그 수도승은 {s10}에 있다고 한다. 길드마스터와 대화 해야한다.
qstr_OiM_getman_Yavangeli|OiM getman Yavangelik v Dumanyn
qstr_A_duel_that_sounds_l|결투라, 재미있겠군. 전사대 전사로 한번 붙어보자고!
qstr_Ah_so_you_wish_to_be|아, 날 또 두드려 패고 싶다 이건가? 진정한 결투의 기술을 가르쳐 주도록 하지
qstr_You_may_have_won_mor|지금까지 당신이 여러번 나를 이겼지, 그러나 오늘은 다를 것이야!
qstr_We_seem_to_be_evenly|지금까지는 비등한 전적이군, 끝장을 보는게 좋겠지.
qstr_You_should_not_be_se|뭔소린지 알수 없군.
qstr_I_accept_your_challe|당신의 도전을 받아들이지.^말을 타는게 좋겠나. 아니면 내려서 싸우는게 좋겠나?
qstr_I_accept_your_challen|당신으 도전을 받아들이지. ^어떤 무기를 사용할지 정하라고.
qstr_horseback|horseback
qstr_foot|foot
qstr_our_own_weapons|우리 자신의 무기
qstr_sword_and_shield|검과 방패
qstr_Click_TAB_for_begin_|결투를 당장 시작하기 위해 TAB를 눌러주세요.
qstr__I_think_I_may_need_| 제 생각에 저는 수술을 한번 받아야 할것 같습니다.
qstr__I_fear_that_the_sup| 이 수송마차를 잃은 지 오래되어 두렵습니다.
qstr__I_fear_that_the_supp| 이 수송마차도 잃을까 두렵습니다.
qstr__Good_to_see_you_bac| 반나서 반가웠소.
qstr__Add_the_gold_from_t| 전리품을 팔고 돈을 지불하여 계급을 복귀시켜야 합니다.
qstr_we_have_made_very_li|우리 갈 곳이 먼데 너무 이야기 진행이 적게 되었군.
qstr_we_have_succeeded_in|약간의 영토를 차지했지만, 아직 갈길이 멀군.
qstr_we_have_become_a_sig|우리는 중요한 힘이 되어야 하고 이런 승리의 기회를 가져야해요.
qstr_we_are_winning_the_w|우리는 전쟁에서 이기고 있지만 우리의 적들은 아직도 그대로예요.
qstr_we_are_on_the_verge_|우리는 승리의 가장자리에 있을 뿐이에요. 남은 적들은 위협 하지 못하는 형상이지만 우리는 아직 그들을 쓰러뜨려야할 필요성이 있어요.
qstr_{s21}_seem_happy._{s|{s21}는 행복해 보입니다. {s21}는 보기에 기쁜듯 합니다.
qstr_Your_kingdom_has_no_|자국 문화: 없음
qstr_Your_kingdom_culture|자국 문화 : {s11}
qstr_Kingdom_culture:_{s1|국가 문화: {s11}
qstr_{s11}|{s11}
qstr_Kingdom_culture:_Non|국가 문화: 없음
qstr_The_goverment_of_the|{s10}의 정부는 {s4}입니다.
qstr_The_upper_class_soci|상위계급은 {s5}입니다.
qstr_The_people_are_{s6}.|{s6}의 주민들.
qstr_The_troops_have_{s7}|보유한 병력: {s7}.
qstr_The_government_s_app|The government's approach to trade is {s0}.
qstr_Our_goverment_is_{s4|우리 정부는 {s4} 입니다.
qstr_Our_people_are_{s6}.|우리의 사람들은 {s6} 입니다.
qstr_Our_troops_have_{s7}|{s7}의 군대가 있습니다.
qstr_Our_approach_to_trad|Our approach to trade is {s0}.
qstr_According__to_the_re|첩자들의 보고에 따르면..
qstr_{s10}_{reg3}_lords_s|{s10} {reg3}에 {s9} 영주가 지원 중입니다.
qstr_Sorry_currently_I_ca|죄송합니다. 현재 우리측 첩자의 보고가 없어서 다른 영주들의 정보를 제공할수 없습니다.
qstr_{s11}_and_{s12}|{s11} 와(과) {s12}
qstr_We_are_not_at_war_wi|우리는 누구와도 전쟁을 진행하고 있지 않다.
qstr_We_are_at_war_with_{|우리는 {s12}과 전쟁 중이다.
qstr_Our_kingdom_currentl|우리의 왕국에 {reg2}의 병사가 있습니다.
qstr_{s6}_garrisoned_in_{|{s6} 요새내의 {reg2} 도시들.
qstr_{s6}_and_{reg2}_cast|{s6} 와 {reg2}의 성채.
qstr_{s6}_In_addition_we_|{s6} 지역에 우리 {reg2}의 병사가 있습니다.
qstr_We_currently_have_{r|우리는 현재 {reg2}명의 병사가 있습니다.
qstr_{s6}_In_addition_you|당신은 {s6} 지역에 추가로 {reg2}의 병사를 호송하고, {reg3}의 병사를 순찰 해야한다.
qstr_He_fields_{reg2}_sol|{reg2}의 병사들이 지역에 있다.
qstr_We_currently_have_{re|저희는 현재 {reg2} 병사들을 {s60}에 주둔시켜야합니다.
qstr_You_are_preferring_m|당신은 근접 병사를 선호합니다.
qstr_You_are_preferring_r|당신은 원거리 병사를 선호합니다.
qstr__and_the_additional_| 추가적인 훈련교관
qstr_We_currently_have_an|저희는 현재 {reg0}  실버의 영지 수입과 주둔군에서 {reg1}실버 지출이 있습니다.
qstr_{s6}_We_are_losing_{|{s6} 우리는 비능률적인 세금으로 {reg0} 실버을 잃었습니다. 그것은 수입의 {reg1} 퍼센트입니다.
qstr_{s6}_Overall_this_su| {s6}의 최대 총액은 {reg0} 실버입니다.
qstr_{reg0}_scillingas|{reg0} 실버
qstr_no|아니오.
qstr_{s60}_is_currently_o|현재 {s60}은 무법자들에게 점령당하고 있습니다. 가능한 빨리 대응하세요.
qstr__We_are_expecting_{r|저희는 {reg0} 실버를 예상하고 있습니다.
qstr__The_troop_wages_for| {reg0} 부대의 급여는 {reg1}실버 입니다.
qstr_{s61}_and_{reg0}_sci|{s61} 그리고 {reg0} 실버가 관세로 지불되었습니다.
qstr_Well_{s60}.|좋아, {s60}.
