str_yes|是 
str_journey_to_shariz|你 现 在 在 艾 萨 克 丘 — — 爱 尔 兰 岛 南 部 王 国 穆 梅 殷 的 一 个 富 有 活 力 的 城 镇 。 这 是 一 片 富 饶 的 土 地 ， 丛 林 茂 盛 ， 河 道 纵 横 ， 水 产 丰 富 ， 本 可 以 成 为 一 处 和 平 宁 静 的 好 地 方 ， 只 可 惜 爱 尔 兰 是 战 火 之 岛 ， 在 这 里 几 乎 任 何 理 由 都 可 以 当 做 战 争 的 借 口 ， 战 士 们 互 相 残 杀 ， 血 流 成 河 。 ^^穆 梅 殷 的 统 治 者 是 法 尔 保· 弗 兰· 麦· 艾 德 ， 他 野 心 勃 勃 ， 只 要 能 扩 张 领 土 和 削 弱 Laigin王 国 ， 他 什 么 都 愿 意 尝 试 。 
str_lost_tavern_duel_ordinary|你 猛 地 跌 倒 在 地 板 上 ， 你 被 醉 汉 打 倒 了 。 攻 击 你 的 人 的 怒 气 烟 消 云 散 ， 他 坐 在 椅 子 上 望 着 你 ， 嘴 里 小 声 抱 怨 着 ， 看 起 来 很 懊 悔 。 一 些 酒 馆 熟 客 把 他 哄 了 起 来 ， 然 后 把 他 推 出 门 去 。 其 中 一 个 人 来 照 料 了 你 受 的 伤 ， 不 一 会 儿 你 也 能 站 起 来 了 ， 虽 然 站 不 太 稳 ， 不 过 命 算 是 保 住 了 。 
str_lost_tavern_duel_assassin|在 敌 人 的 一 记 重 击 下 ， 你 摔 倒 在 地 ， 他 在 你 身 边 蹲 下 ， 不 慌 不 忙 地 抽 出 一 把 长 刀 。 就 在 他 准 备 动 手 了 结 你 的 时 候 ， 掌 柜 似 乎 恢 复 了 他 的 勇 气 ， 悄 悄 出 现 在 他 身 后 ， 朝 着 后 脑 重 重 一 击 。 他 失 去 了 平 衡 ， 同 时 意 识 到 失 去 了 杀 死 你 的 时 机 ， 瞅 准 一 个 机 会 飞 也 似 的 窜 出 了 门 外 ， 逃 走 了 。 酒 馆 里 其 他 客 人 们 走 了 过 来 ， 七 手 八 脚 的 把 受 了 伤 的 你 抬 进 了 房 间 去 休 息 。 
str_lost_startup_hideout_attack|短 暂 休 息 之 后 你 恢 复 了 知 觉 ， 你 发 现 劫 匪 们 砸 开 了 一 桶 蜂 蜜 酒 ， 远 处 的 窝 点 传 来 他 们 欢 庆 的 声 音 ， 而 且 几 乎 毫 无 防 备 ， 甚 至 都 忘 了 捆 住 你 的 手 脚 。 你 计 划 蹑 手 蹑 脚 的 逃 走 ， 但 是 发 现 看 守 你 的 劫 匪 也 去 了 参 加 欢 庆 ， 你 决 定 解 救 一 部 分 你 的 手 下 们 。 
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court|由 于 你 已 经 不 再 拥 有 一 个 独 立 国 家 ， 你 的 宫 廷 也 无 法 保 留 了 。 
str_rents_from_s0|{s0}的 租 子 :
str_tariffs_from_s0|{s0}的 关 税 :
str_general_quarrel| 我 们 都 发 现 对 方 身 处 敌 对 的 阵 营 ， 彼 此 矛 盾 重 重 也 非 止 一 日 ， 早 已 怨 隙 丛 生 。 
str_the_steppes|平 原 
str_the_deserts|山 区 
str_the_tundra|森 林 
str_the_forests|森 林 
str_the_highlands|高 地 
str_the_coast|海 岸 
str_my_lady_not_sufficient_chemistry|尊 敬 的 女 士 ， 我 的 心 已 另 有 所 属 。 
str_my_lady_engaged_to_another|尊 敬 的 女 士 ， 我 明 白 ， 你 已 别 有 怀 抱 。 
str_attempting_to_rejoin_party|试 图 重 新 归 队 ， 
str_separated_from_party|离 开 队 伍 ， 
str_whereabouts_unknown|下 落 不 明 。 
str_leading_party|率 领 着 一 支 队 伍 
str_court_disbanded|由 于 你 已 经 不 再 拥 有 一 个 独 立 国 家 ， 你 的 宫 廷 被 迫 解 散 了 。 
str_i_am_not_accompanying_the_marshal_because_will_be_reappointment| 我 没 有 去 追 随 元 帅 ， 因 为 我 怀 疑 我 们 的 君 主 很 快 就 会 指 派 一 个 新 的 来 取 而 代 之 了 。 
str_persuasion_opportunity|劝 说 机 会 ^保 证 成 功 所 需 关 系 ： {reg4}^当 前 关 系 ： {reg5}^成 功 几 率 ： {reg7}^损 失 {reg8}点 关 系 几 率 ： {reg9}
str_marshal_warning|你 没 在 跟 随 {s1} 。 不 过 ， 你 不 会 因 此 受 到 任 何 处 罚 。 
str_follow_army_quest_brief_2|你 的 任 务 完 成 了 。 你 应 该 继 续 跟 随 {s9}的 军 队 ， 如 果 你 希 望 接 受 进 一 步 的 指 令 的 话 。 
str_greetings_playername__it_is_good_to_see_you_i_hope_that_you_have_had_success_in_your_efforts_to_make_your_name_in_the_world| 我 很 高 兴 见 到 你 。 我 相 信 你 正 在 那 里 获 得 成 功 ， 让 你 自 己 名 满 天 下 。 
str_minister_advice_select_fief| 也 许 我 该 建 议 你 选 择 {s4} ， 就 像 封 臣 们 所 猜 测 的 那 样 。 
str_minister_advice_select_fief_wait| 也 许 我 该 建 议 你 等 到 指 定 了 元 帅 之 后 再 做 决 定 ， 这 样 就 会 给 封 臣 们 一 些 时 间 来 决 定 所 要 支 持 的 对 象 。 
str_minister_advice_fief_leading_vassal| 顺 便 说 一 句 ， {s4}已 经 获 得 了 你 封 臣 中 {reg4}的 支 持 。 
str_unassigned_center| （ 未 分 封） 
str_s43_also_you_should_know_that_an_unprovoked_assault_is_declaration_of_war|{s43}同 时 ， 作 为 你 王 国 的 统 治 者 ， 你 应 当 知 道 这 次 突 袭 将 会 引 起 一 场 战 争 。 
str_missing_after_battle|战 斗 后 失 踪 
str_retrieve_garrison_warning| ( 如 果 城 堡 被 分 封 给 其 他 人 ， 你 将 无 法 取 回 你 的 驻 军 )
str_s12s15_declared_war_to_control_calradia|{s12}{s15}为 了 扩 张 领 土 ， 可 能 会 毫 无 预 警 地 攻 击 {s16} 。 
str_offer_gift_description|献 上 一 件 礼 物 来 提 高 我 的 名 望 
str_resolve_dispute_description|解 决 一 起 争 端 来 提 高 我 的 名 望 
str_feast_wedding_opportunity|如 果 你 已 订 婚 而 且 女 方 的 家 人 出 席 了 ， 那 么 这 个 办 法 也 许 是 你 举 办 婚 礼 的 一 个 机 会 。 
str_s21_the_s8_declared_war_as_part_of_a_bid_to_conquer_all_calradia|{s21} ， {s8}意 图 扩 张 领 土 ， 他 们 随 便 找 了 个 借 口 宣 战 了 。 
str_master_vinter|资 深 酒 商 
str_s54_has_left_the_realm|{s54}已 经 离 开 了 这 个 国 家 。 
str_enterprise_s5_at_s0|{s0} 的 {s5} 的 收 入 
str_bread_site|磨 坊 
str_ale_site|酿 酒 厂 
str_tar_kiln|焦 油 窑 
str_wine_cellar|法 兰 克 酒 窖 
str_tool_site|炼 铁 厂 
str_leather_site|制 革 厂 
str_linen_site|亚 麻 布 织 机 
str_wool_cloth_site|羊 毛 织 机 
str_velvet_site|染 料 厂 
str_under_sequestration|被 没 收 
str_describe_secondary_input|另 外 你 需 要 购 买 {s11} ， 花 费 {reg10}先 令 。
str_profit|收 益 
str_loss|损 失 
str_server_name_s0|服 务 器 名 ： {s0}
str_map_name_s0|地 图 名 ： {s0}
str_game_type_s0|游 戏 类 型 ： {s0}
str_remaining_time_s0reg0_s1reg1|剩 余 时 间 ： {s0}{reg0}:{s1}{reg1}
str_you_are_a_lord_lady_of_s8_s9|{s8}的 {reg59?女 士 :领 主 } 。 ^{s9}
str_you_are_king_queen_of_s8_s9|王 国 :{s8} ， ^{s9}
str_you_are_a_lord_lady_of_s18_s19|{s8}的 {reg59?女 士 :领 主 } 。 ^{s9}
str_you_are_king_queen_of_s18_s19|王 国 :{s18} ， ^{s19}
str_for_s4|{s4}的 
str_cancel_fiancee_quest|同 样 ， 也 请 你 考 虑 其 它 我 交 给 你 的 任 务 已 经 顺 利 完 成 了 。 对 我 来 说 把 任 务 委 托 给 你 并 不 合 适 。 
str_a_duel_request_is_sent_to_s0|发 送 决 斗 邀 请 给 {s0} 。 
str_s0_offers_a_duel_with_you|{s0}发 送 了 一 次 决 斗 邀 请 给 你 。 
str_your_duel_with_s0_is_cancelled|你 和 {s0}的 决 斗 已 取 消 。 
str_a_duel_between_you_and_s0_will_start_in_3_seconds|你 和 {s0}的 决 斗 3秒 钟 后 开 始 。 
str_you_have_lost_a_duel|你 输 掉 了 决 斗 。 
str_you_have_won_a_duel|你 在 决 斗 中 获 胜 ！ 
str_server_s0|[!] ： {s0}
str_disallow_ranged_weapons|禁 止 远 程 武 器 
str_ranged_weapons_are_disallowed|远 程 武 器 被 禁 止 。 
str_ranged_weapons_are_allowed|远 程 武 器 被 允 许 。 
str_duel_starts_in_reg0_seconds|决 斗 {reg0}秒 钟 后 开 始 ……
str_circunvalation_none|> > 这 里 没 有 封 锁 ， 所 有 人 可 以 随 意 出 入 。 ^^
str_water_poison_im|你 的 人 可 以 在 水 井 和 其 他 水 源 投 放 死 老 鼠 ， 使 当 地 驻 军 和 居 民 染 病 。 
str_cattle_kill_im|你 的 人 可 以 毒 死 这 里 和 附 近 村 庄 的 牛 ， 这 将 大 大 减 少 敌 人 的 食 物 储 备 。 ^^而 且 这 将 有 效 损 害 当 地 领 主 的 声 望 和 收 入 。 
str_people_morale_im|你 的 人 可 以 散 布 流 言 ， 在 深 夜 里 将 一 些 当 地 人 的 尸 体 抛 弃 在 广 场 上 ， 挑 拨 守 军 士 兵 之 间 的 矛 盾 。 这 会 使 得 部 分 守 军 转 而 投 奔 你 的 麾 下 。 
str_food_burn_im|你 的 人 可 以 烧 毁 他 们 的 谷 仓 ， 这 会 使 得 他 们 的 粮 食 供 应 出 现 大 问 题 。 
str_give_order|就 这 么 办 
str_no_money|你 没 有 足 够 的 钱 ！ 
str_hold|下 锚 停 船 ！ 
str_skirmish|遭 遇 敌 人 ！ 
str_board|靠 近 并 登 陆 敌 船 ！ 
str_numberofships|{reg60}
str_retreat_in_face_of_enemy|你 脱 离 战 场 以 寻 找 更 好 的 机 会 打 击 敌 人 。 ^你 的 士 兵 们 发 起 牢 骚 。 ^一 些 士 兵 甚 至 在 私 下 里 说 你 缺 乏 勇 气 。 
str_retreat_from_fortress|你 命 令 你 的 人 撤 退 。 ^所 有 人 都 撤 退 至 城 墙 上 弓 箭 的 射 程 之 外 ， 敌 人 摧 毁 了 攻 城 梯 。 ^你 的 人 因 此 受 到 了 打 击； 经 过 这 些 努 力 后 他 们 本 应 该 可 以 进 入 最 佳 战 斗 位 置 并 准 备 好 战 斗 了 ， 现 在 要 离 开 这 座 堡 垒 使 他 们 很 沮 丧 。 
str_retreat_not_dead|你 判 断 现 在 的 战 场 形 势 很 不 乐 观 ， 下 令 你 的 军 队 撤 退 。 ^你 的 队 伍 输 掉 了 这 场 战 斗； 你 的 人 大 声 抱 怨 你 缺 乏 勇 气 ， 甚 至 有 人 公 开 质 疑 你 的 领 导 能 力 ， 你 需 要 立 即 采 取 措 施 恢 复 队 伍 的 纪 律 性 。 
str_s7_scouts|皮 克 特 斥 候 
str_s7_foragers|征 粮 队 
str_s7_northern_picts|北 皮 克 特 突 袭 队 
str_raise_relation_with_village_tavern_built|{s1}的 村 民 很 高 兴 ！ 大 厅 的 建 造 增 加 了 他 们 的 忠 诚 度 。 
str_the_sun_rises|太 阳 升 起 了 。 
str_the_sun_sets|日 落 了 。 
str_it_is_noon|中 午 。 
str_it_is_midnight|半 夜 。 
str_iniau_the_banished|据 说 一 个 名 为 伊 里 奥 的 人 侮 辱 了 罗 德 国 王 。 他 曾 经 是 罗 德 的 一 名 近 身 侍 卫 ， 并 且 是 一 名 训 练 有 素 的 战 士 。 罗 德 要 求 你 找 到 并 杀 死 伊 里 奥 。 作 为 凭 证 ， 你 需 要 把 他 的 角 带 给 罗 德 。 伊 里 奥 已 经 逃 往 兰 海 蕾 特 避 难 。 
str_busse|布 斯 
str_skeid|斯 盖 德 
str_karvi|卡 夫 
str_snekkja|斯 奈 克 
str_knorr|克 诺 尔 
str_byrding|白 瑞 丁 
str_ship_wood_1|橡 木 
str_ship_wood_2|松 木 
str_ship_wood_3|灰 木 
str_ship_name_1|彻 南 号
str_ship_name_2|奥 穆 斯 迦 玛 号 
str_ship_name_3|长 蛇 号 
str_ship_name_4|维 申 顿 号 
str_ship_name_5|渥 纳 博 顿 号 
str_ship_name_6|奥 拉 维 苏 号 
str_ship_name_7|朗 弗 达 号 
str_ship_name_8|克 罗 斯 - 萨 德 号 
str_ship_name_9|马 流 萨 德 号 
str_ship_name_10|克 里 萨 德 号 
str_ship_name_11|巴 登 号 
str_ship_name_12|巴 鲁 法 号 
str_ship_name_13|奥 汶 号 
str_ship_name_14|博 克 苏 登 号 
str_ship_name_15|雷 纳 号 
str_ship_name_16|恩 巴 勒 号 
str_ship_name_17|锡 虎 德 号 
str_ship_name_18|波 特 瓦 尔 号 
str_ship_name_19|弗 嘉 林 号 
str_ship_name_20|斯 瓦 尔 巴 特 号 
str_ship_name_21|费 尔 达 科 拉 号 
str_ship_name_22|爱 普 号 
str_ship_name_23|赛 尔 夫 号 
str_ship_names_end|船 名 结 束 
str_cant_set_sail|你 无 法 起 航 。 你 的 船 没 有 足 够 的 空 间 容 纳 你 队 伍 中 另 外 的 {reg3} 人 。 
str_ship_tutorial_0|在 本 次 教 程 中 你 将 学 习 如 何 操 纵 船 只 。 抓 紧 时 间 学 习 如 何 命 令 你 的 船 员 ， 这 样 你 才 能 在 瞬 息 万 变 的 海 战 中 保 持 冷 静 的 头 脑 。 ^^ ( 按 下 ？ > K< 继 续 。 )
str_ship_tutorial_1|概 览 通 常 能 在 海 战 中 帮 助 你 把 握 全 局 。 ^^ ( 按 下 > BACKSPACE< 查 看 概 览 。 )
str_ship_tutorial_2|你 可 以 移 动 鼠 标 来 查 看 四 周 或 者 按 下 > BACKSPACE< 把 视 角 重 新 聚 焦 到 你 的 船 上 。 ^^ ( 按 下 > K< 继 续 。 )
str_ship_tutorial_3|如 果 你 想 让 你 的 船 移 动 起 来 ， 你 可 以 下 令 让 你 的 船 员 开 始 划 船 。 你 的 船 员 越 多 ， 划 船 获 得 的 速 度 越 快 。 ^^你 可 以 下 令 向 前 划 船 ， 快 速 向 前 划 船 ， 停 船 或 者 向 后 划 船 。 按 下 > UP< 或 者 > DOWN< 来 切 换 命 令 。 ^^右 上 角 箭 头 所 指 的 命 令 即 为 你 当 前 所 下 的 命 令 。 试 着 下 达 不 同 的 命 令 吧 ！ 
str_ship_tutorial_4|如 果 你 想 让 你 的 船 移 动 起 来 ， 你 可 以 下 令 让 你 的 船 员 开 始 划 船 。 你 的 船 员 越 多 ， 划 船 获 得 的 速 度 越 快 。 ^^你 可 以 下 令 向 前 划 船 ， 快 速 向 前 划 船 ， 停 船 或 者 向 后 划 船 。 按 下 > UP< 或 者 > DOWN< 来 切 换 命 令 。 ^^右 上 角 箭 头 所 指 的 命 令 即 为 你 当 前 所 下 的 命 令 。 试 着 下 达 不 同 的 命 令 吧 ！ ^^ ( 按 下 > K< 继 续 。 )
str_ship_tutorial_5|如 果 你 想 要 改 变 船 只 的 方 向 ， 你 可 以 给 你 的 舵 手 下 达 命 令 。 你 可 以 下 令 船 只 直 行 ， 右 转 ， 右 满 舵 ， 左 转 或 者 左 满 舵 。 按 下 > LEFT< 或 者 > RIGHT< 来 切 换 命 令 。 ^^右 上 角 箭 头 所 指 的 命 令 即 为 你 当 前 所 下 的 命 令 。 试 着 给 舵 手 下 达 不 同 的 命 令 吧 ！ 
str_ship_tutorial_6|如 果 你 想 要 改 变 船 只 的 方 向 ， 你 可 以 给 你 的 舵 手 下 达 命 令 。 你 可 以 下 令 船 只 直 行 ， 右 转 ， 右 满 舵 ， 左 转 或 者 左 满 舵 。 按 下 > LEFT< 或 者 > RIGHT< 来 切 换 命 令 。 ^^右 上 角 箭 头 所 指 的 命 令 即 为 你 当 前 所 下 的 命 令 。 试 着 给 舵 手 下 达 不 同 的 命 令 吧 ！ ^^ ( 按 下 > K< 继 续 。 )
str_ship_tutorial_7|如 果 顺 风 ， 你 可 以 下 令 升 帆 ， 但 是 如 果 你 处 于 逆 风 位 置 ， 你 应 该 下 令 降 帆 。 按 下 > ENTER< 来 切 换 这 些 命 令 。 Y右 上 角 箭 头 所 指 的 命 令 即 为 你 当 前 所 下 的 命 令 。 蓝 色 旗 帜 代 表 了 当 前 风 向 。 试 着 下 令 升 帆 或 者 降 帆 吧 ！ 
str_ship_tutorial_8|如 果 顺 风 ， 你 可 以 下 令 升 帆 ， 但 是 如 果 你 处 于 逆 风 位 置 ， 你 应 该 下 令 降 帆 。 按 下 > ENTER< 来 切 换 这 些 命 令 。 Y右 上 角 箭 头 所 指 的 命 令 即 为 你 当 前 所 下 的 命 令 。 ？ 蓝 色 旗 帜 代 表 了 当 前 风 向 。 试 着 下 令 升 帆 或 者 降 帆 吧 ！ ^^ ( 按 下 > K< 继 续 。 )
str_ship_tutorial_9|现 在 你 已 经 知 道 操 作 船 只 所 需 要 的 基 本 指 令 了 。 如 果 你 想 要 在 海 战 中 登 陆 敌 船 ， 只 需 要 试 着 接 近 敌 船 ， 剩 下 的 就 交 给 你 的 士 兵 吧 。 ^^现 在 抓 紧 时 间 去 试 试 你 的 船 吧 ， 然 后 把 船 停 靠 在 起 始 的 岸 边 。 
str_trait_1|狂 暴 
str_trait_2|激 励 
str_trait_3|坚 强 
str_trait_4|强 壮 
str_s12s15_dominates_its_weaker_neighbor_s16|{s12}{s15}试 图 征 服 {reg4?她 :他 }较 弱 的 邻 居 {s16} 。 
str_s12s15_acts_to_drive_the_people_of_s16_and_their_like_out_of_the_isles|{s12}{s15}采 取 行 动 ， 把 {s16}的 人 们 逐 出 了 群 岛 
str_none|无 
str_camp_pillage|敌 人 在 营 地 里 ！ 
str_camp_pillage2|敌 人 正 在 营 地 里 并 发 现 了 你 的 钱 箱 。 他 们 正 在 抢 劫 你 的 钱 ！ ^失 去 {s4}先 令 。 
str_capitan_mode_started|侦 查 回 合 ： 探 索 地 形 并 杀 死 敌 人 的 精 英 士 兵 。 你 的 人 会 在 下 一 回 合 到 达 ！ 
str_capitan_mode_started2|战 斗 回 合 ！ 带 领 你 的 人 去 夺 取 胜 利 吧 ！ 
str_armamento_pesado|购 买 重 甲 。 允 许 你 从 清 单 中 选 择 中 甲 或 者 重 甲 步 兵 。 
str_acceso_caballeria|购 买 马 匹 。 允 许 你 从 清 单 中 选 择 中 型 或 者 重 型 骑 兵 。 
str_buy_tropas|领 主 阁 下 ， 请 选 择 您 的 军 队 ： 
str_nopuedes_comprar|你 并 不 是 领 主 或 者 统 帅 ， ^因 此 你 无 法 选 择 士 兵 。 
str_numero_hombres|聘 用 士 兵 的 数 量 ： 
str_initial_gold_multiplierboth|双 方 的 初 始 金 钱 ( % ):
str_initial_gold_multipliert1|队 伍 1部 队 的 额 外 工 资 ( % ):
str_initial_gold_multipliert2|队 伍 2部 队 的 额 外 工 资 ( % ):
str_choose_a_captain|选 择 一 种 部 队 :
str_lords_battle_explanation|按 下 ESC来 开 始 游 戏 ^^在 这 场 游 戏 中 ， 你 可 以 从 两 种 模 式 中 选 择 一 种 :^^领 主 代 表 军 队 的 指 挥 者 。 他 们 有 机 会 获 得 军 队 和 高 质 量 的 武 器 。 如 果 你 是 一 个 领 主 ， 那 么 除 了 花 费 在 装 备 上 的 钱 ， 其 他 钱 最 好 用 于 扩 充 军 队 。^^精 英 战 士 是 最 负 盛 名 的 军 队 成 员 。 你 可 以 选 择 成 为 一 个 旗 手 ， 乐 手 ， 侦 察 兵 ， 信 使 ， 顾 问 或 者 保 镖 以 及 其 他 任 何 职 业 。 如 果 你 选 择 成 为 一 个 精 英 战 士 ， 你 将 不 需 要 为 招 募 士 兵 而 烦 恼 。 把 钱 都 用 来 购 买 最 好 的 装 备 吧 。 另 外 ， 如 果 领 主 阵 亡 ， 军 队 的 领 导 权 将 会 落 到 你 的 手 上 。 
str_your_men_break_off_the_siege_of_s10_to_follow_you|你 的 人 停 止 围 攻 {s10} ， 转 而 跟 随 你 。 
str_if_you_get_too_far_from_s10_your_siege_will_end|如 果 你 距 离 {s10}太 远 ， 围 城 将 会 结 束 。 
str_the_s0_in_s4_has_been_completed|在 {s4}建 造 的 {s0}已 经 完 成 了 。 
str_s5_sends_word_that_your_betrothal_is_ended|{s5}派 人 告 知 你 ， 你 的 婚 约 被 撕 毁 了 。 
str_you_dont_have_enough_money_to_continue_training_troops_at_s10|你 没 有 足 够 的 钱 来 训 练 驻 扎 在 {s10}的 军 队 。 
str_at_s10_has_promoted_reg5_reg6s8_to_s9s6_to_s7|在 {s10}{reg5}被 提 升 了 {reg6?从 {s8}到 {s9}:从 {s6}到 {s7}} 。 
str_good_news_our_foragers_found_much_meat|好 消 息 ， 我 们 的 征 粮 队 找 到 了 很 多 肉 食 。 
str_our_foragers_have_returned_after_getting_some_food|我 们 的 征 粮 队 从 最 近 的 村 庄 征 集 粮 食 回 来 了 ， 但 是 村 民 们 因 此 而 开 始 讨 厌 我 们 。 
str_bad_news_our_foragers_didnt_find_food_today|坏 消 息 ， 我 们 的 征 粮 队 今 天 没 有 找 到 食 物 。 
str_very_bad_news_our_foragers_were_attacked|很 糟 糕 的 消 息 ， 我 们 的 征 粮 队 被 愤 怒 的 村 民 围 攻 了 ， 死 了 2到 4个 人 。 
str_your_scouts_are_exploring_enemy_territory|你 的 侦 察 兵 正 在 探 索 敌 人 的 领 土 。 
str_very_bad_news_our_scouts_were_attacked|很 糟 糕 的 消 息 ， 我 们 的 侦 察 兵 遭 遇 攻 击 ， 死 了 2到 4个 人 。 
str_you_hear_rumors_of_discontent_among_your_men|你 听 到 了 队 伍 中 一 些 对 你 不 满 的 流 言 ， 你 需 要 做 点 什 么 来 提 升 一 下 士 气 。 
str_i_dont_have_enough_money|我 没 有 足 够 的 钱 。 
str_forget_it|算 了 。 
str_you_need_to_improve_your_refuge_first|首 先 改 进 你 的 避 难 所 。 
str_you_have_suffered_a_serious_injury_to_your|你 严 重 受 伤 了 
str_it_will_be_permanent_in_reg1_days|超 过 {reg1}天 将 无 法 治 愈 。 
str_it_will_be_cured_in_reg1_days|你 将 会 在 {reg1}天 内 恢 复 健 康 。 
str_go_to_the_lords_hall_s1|进 入 {s1}领 主 大 厅 。 
str_s9_wants_you_to_meet_with_s11|{s9}想 让 你 到 他 们 在 {s3}北 面 的 营 地 找 {s11} ， 并 尽 可 能 帮 助 他 。 同 时 ， {s9}将 会 调 查 牛 颈 斯 温 的 背 叛 。
str_inv_command_class_all|后 退 。
str_inv_command_class_0|步 兵 ： {reg1}
str_inv_command_class_1|射 手 ： {reg1}
str_inv_command_class_2|骑 兵 ： {reg1}
str_inv_command_class_deselect|反 选 
str_inv_command_order_charge|冲 锋 
str_inv_command_order_move|移 动 至 ...
str_inv_command_order_use_any|随 意 使 用 武 器 
str_inv_command_order_use_melee|使 用 近 战 武 器 
str_inv_command_order_use_ranged|使 用 远 程 武 器 
str_norse_slave|诺 尔 斯 自 由 民 后 备 队 
str_norse_bowman|诺 尔 斯 弓 箭 手 游 击 队 
str_norse_level0_landed|诺 尔 斯 自 由 民 后 备 队 
str_norse_level1_landed|诺 尔 斯 持 矛 兵 第 三 纵 队 
str_norse_level2_landed|诺 尔 斯 资 深 持 矛 兵 第 二 纵 队 
str_norse_level3_landed|诺 尔 斯 贵 族 第 一 纵 队 
str_norse_level0_companion|诺 尔 斯 青 年 勇 士 后 排 
str_norse_level1_companion|诺 尔 斯 资 深 士 兵 中 排 
str_norse_level2_companion|诺 尔 斯 侍 卫 前 排 
str_norse_elitearcher|诺 尔 斯 精 英 弓 箭 手 
str_briton_slave|布 立 吞 农 奴 后 备 队 
str_briton_bowman|布 立 吞 随 仆 游 击 队 
str_briton_marksman|布 立 吞 资 深 随 仆 游 击 队 
str_briton_level0_landed|布 立 吞 自 由 民 后 备 队 
str_briton_level1_landed|布 立 吞 持 矛 兵 第 三 纵 队 
str_briton_level2_landed|布 立 吞 资 深 持 矛 兵 第 二 纵 队 
str_briton_level3_landed|布 立 吞 贵 族 第 一 纵 队 
str_briton_level0_companion|布 立 吞 战 士 后 排 
str_briton_level1_companion|布 立 吞 剑 术 大 师 中 排 
str_briton_level2_companion|布 立 吞 侍 卫 前 排 
str_briton_horseman|布 立 吞 轻 骑 兵 
str_saxon_slave|撒 克 逊 农 民 后 备 队 
str_saxon_bowman|撒 克 逊 弓 箭 手 游 击 队 
str_saxon_level0_landed|撒 克 逊 自 由 民 后 备 队 
str_saxon_level1_landed|撒 克 逊 持 矛 兵 第 三 纵 队 
str_saxon_level2_landed|撒 克 逊 资 深 持 矛 兵 第 二 纵 队 
str_saxon_level3_landed|撒 克 逊 贵 族 第 一 纵 队 
str_saxon_level0_companion|撒 克 逊 青 年 勇 士 后 排 
str_saxon_level1_companion|撒 克 逊 资 深 士 兵 中 排 
str_saxon_level2_companion|撒 克 逊 侍 卫 前 排 
str_saxon_horseman|撒 克 逊 骑 兵 
str_scotch_peasant|皮 科 特 农 民 后 备 队 
str_scotch_bowman|皮 科 特 轻 步 兵 游 击 队 
str_scotch_level0_skirmisher|皮 科 特 资 深 轻 步 兵 
str_scotch_level1_skirmisher|皮 科 特 精 英 轻 步 兵 
str_scotch_level0_landed|皮 科 特 农 民 后 排 
str_scotch_level1_landed|皮 科 特 持 矛 兵 中 排 
str_scotch_level2_landed|皮 科 特 重 装 持 矛 兵 中 排 
str_scotch_level0_companion|皮 科 特 剑 士 后 排 
str_scotch_level1_companion|皮 科 特 资 深 剑 士 后 排 
str_scotch_level2_companion|皮 科 特 剑 术 大 师 前 排 
str_scotch_horseman|皮 科 特 轻 骑 兵 
str_scotch_knight|皮 科 特 贵 族 骑 兵 
str_angle_slave|盎 格 鲁 农 民 后 备 队 
str_angle_bowman|盎 格 鲁 弓 箭 手 游 击 队 
str_angle_level0_landed|盎 格 鲁 自 由 民 后 备 队 
str_angle_level1_landed|盎 格 鲁 持 矛 兵 第 三 纵 队 
str_angle_level2_landed|盎 格 鲁 资 深 持 矛 兵 第 二 纵 队 
str_angle_level3_landed|盎 格 鲁 贵 族 第 一 纵 队 
str_angle_level0_companion|盎 格 鲁 卫 兵 后 排 
str_angle_level1_companion|盎 格 鲁 资 深 卫 兵 中 排 
str_angle_level2_companion|皮 科 特 侍 卫 前 排 
str_angle_horseman|盎 格 鲁 骑 兵 
str_irish_slave|戈 伊 德 尔 农 奴 后 备 队 
str_irish_bowman|戈 伊 德 尔 随 仆 游 击 队 
str_irish_level0_skirmisher|戈 伊 德 尔 资 深 随 仆 游 击 队 
str_irish_level1_skirmisher|戈 伊 德 尔 轻 步 兵 游 击 队 
str_irish_level0_landed|戈 伊 德 尔 民 兵 后 备 队 
str_irish_level1_landed|戈 伊 德 尔 持 矛 兵 第 三 纵 队 
str_irish_level2_landed|戈 伊 德 尔 资 深 持 矛 兵 第 二 纵 队 
str_irish_level3_landed|戈 伊 德 尔 贵 族 第 一 纵 队 
str_irish_level0_companion|戈 伊 德 尔 战 士 
str_irish_level1_companion|戈 伊 德 尔 卫 兵 
str_irish_horseman|戈 伊 德 尔 轻 骑 兵 
str_irish_knight|戈 伊 德 尔 骑 马 侍 卫 
str_standard_dragon1|standard dragon1{***}
str_standard_dragon2|standard dragon2{***}
str_standard_dragon3|standard dragon3{***}
str_standard_dragon4|standard dragon4{***}
str_standard_dragon5|standard dragon5{***}
str_standard_dragon6|standard dragon6{***}
str_standard_dragon7|standard dragon7{***}
str_standard_dragon8|standard dragon8{***}
str_standard_extra01|standard extra01{***}
str_standard_extra02|standard extra02{***}
str_standard_extra03|standard extra03{***}
str_standard_extra04|standard extra04{***}
str_standard_extra05|standard extra05{***}
str_standard_extra06|standard extra06{***}
str_standard_extra07|standard extra07{***}
str_standard_extra08|standard extra08{***}
str_standard_extra09|standard extra09{***}
str_standard_extra10|standard extra10{***}
