str_no_string|NO STRING!
str_strange_that_one_didnt_seem_like_your_ordenary_troublemaker_he_didnt_drink_all_that_much__he_just_stood_there_quietly_and_watched_the_door_you_may_wish_to_consider_whether_you_have_any_enemies_who_know_you_are_in_town_a_pity_that_blood_had_to_be_spilled_in_my_establishment|Strange. That one didn't seem like your ordinary troublemaker. He didn't drink all that much -- he just stood there, quietly, and watched the door. You may wish to consider whether you have any enemies who know you are in town... A pity that blood had to be spilled in my establishment...
str_you_never_let_him_draw_his_weapon_still_it_looked_like_he_was_going_to_kill_you_take_his_sword_and_purse_i_suppose_he_was_trouble_but_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|그가 무기도 뽑지 못하게 했군요... 그렇다해도 그가 당신을 죽이려했던 것 처럼 보였ㅇ요. 그의 칼과 지갑은 당신이 갖는게 좋겠어요. 그는 골치거리였지만, 이곳이 사람이 죽은 곳이라고 이름 붙여지는건 달갑지가 않군요.
str_well_id_say_that_he_started_it_that_entitles_you_to_his_sword_and_purse_i_suppose_have_a_drink_on_the_house_as_i_daresay_youve_saved_a_patron_or_two_a_broken_skull_still_i_hope_he_still_has_a_pulse_its_not_good_for_an_establishment_to_get_a_name_as_a_place_where_men_are_killed|이런... 그가 먼저 당신을 공격했군요. 제 상각에 저 칼과 지갑은 당신이 가지는게 좋겠어요. 전 당신이 단골손님 두엇이 머리가 깨질 뻔한 걸 막았다고 생각해요. 이리와서 한잔 해요. 그가 아직 숨을 쉬었으면 좋겠는데... 이 곳이 사람이 죽은 곳이라고 이름붙여지는 건 좋지않아요.
str_stop_no_shooting_no_shooting|멈춰요! 쏘지마세요! 쏘지말아요!
str_em_ill_stay_out_of_this|Em... I'll stay out of this.
str_the_s12_is_a_labyrinth_of_rivalries_and_grudges_lords_ignore_their_lieges_summons_and_many_are_ripe_to_defect| {s12}는 경쟁과 원한이 미로처럼 꼬여 있습니다. 영주들은 그들의 주군의 호출을 무시하고, 많은 영주들이 왕국을 떠날 적합한 시기입니다.
str_the_s12_is_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_defect_to_a_liege_that_they_consider_more_worthy| {s12}는 휘청거리고 있습니다. 많은 영주들은 서로 협력하지 않으며, 일부는 그들이 더 가치있게 여겨지기 위해 군주를 잘못된 길로 가도록 부추기고 있습니다.
str_the_s12_is_fairly_solid_some_lords_bear_enmities_for_each_other_but_they_tend_to_stand_together_against_outside_enemies| {s12}는 상당히 견고합니다. 몇몇 영주들이 서로에게 적대감을 품고 있지만, 그들은 외부의 적에 대항하여 결속하는 경향이 있습니다..
str_the_s12_is_a_rock_of_stability_politically_speaking_whatever_the_lords_may_think_of_each_other_they_fight_as_one_against_the_common_foe| {s12}는 정치적으로 말하면 안정적인 바위 같습니다. 무슨일이 있어도 영주들은 서로를 생각할 것이고, 그들은 하나의 공통된 적에 대항하여 싸웁니다.
str_tribune_s12|호민관 {s12}
str_lady_s12|레이디 {s12}
str_lord_s12|영주 {s12}
str_resolve_the_dispute_between_s11_and_s12|{s11}와 {s12} 사이의 논쟁을 해결 하십시오.
str_in_doing_so_you_will_be_in_violation_of_your_truce_is_that_what_you_want|그렇게 한다면, 당신은 당신의 휴전협정을 위반하는 겁니다. 그것이 당신이 원하시는 겁니까?
str_if_you_attack_without_provocation_some_of_your_vassals_may_consider_you_to_be_too_warlike_is_that_what_you_want|만약 당신이 도발이 없음에도 공격을 하려한다면, 당신의 가신들중 일부는 당신이 너무 호전적이라고 생각할 것입니다. 그걸 원하십니까?
str_our_men_are_ready_to_ride_forth_at_your_bidding_are_you_sure_this_is_what_you_want|우리의 사람들은 당신의 명령으로 앞으로 나갈 준비가 되어 있습니다... 당신이 원하는게 이것이 확실한가요?
str_seek_recognition|인정을 요구
str_seek_vassalhood|가신이 되고자하는 요청을
str_seek_a_truce|휴전협상을 진행
str__promised_fief| (약속된 영지)
str_no_fiefss12|(영지 없음){s12}
str_fiefs_s0s12|(영지: {s0}{s12})
str_please_s65_|Please {s65}, 
str__s15_is_also_being_held_here_and_you_may_wish_to_see_if_reg4shehe_will_join_us| {s15} is also being held here, and you may wish to see if {reg4?she:he} will join us.
str_one_thing_in_our_favor_is_that_s12s_grip_is_very_shaky_he_rules_over_a_labyrinth_of_rivalries_and_grudges_lords_often_fail_to_cooperate_and_many_would_happily_seek_a_better_liege|One thing in our favor is that {s12}'s grip is very shaky. He rules over a labyrinth of rivalries and grudges. Lords often fail to cooperate, and many would happily seek a better liege.
str_thankfully_s12s_grip_is_fairly_shaky_many_lords_do_not_cooperate_with_each_other_and_some_might_be_tempted_to_seek_a_better_liege|Thankfully, {s12}'s grip is fairly shaky. Many lords do not cooperate with each other, and some might be tempted to seek a better liege.
str_unfortunately_s12s_grip_is_fairly_strong_until_we_can_shake_it_we_may_have_to_look_long_and_hard_for_allies|불행하게도, {s12}의 지배력은 상당히 강합니다. 우리가 그것을 흔들리게 하기 위해서는 오랫동안 열심히 동맹을 찾아야 할겁니다.
str_unfortunately_s12s_grip_is_very_strong_unless_we_can_loosen_it_it_may_be_difficult_to_find_allies|Unfortunately, {s12}'s grip is very strong. Unless we can loosen it, it may be difficult to find allies.
str_playername_come_to_plague_me_some_more_have_you|{playername}... 당신 나를 더 괴롭힐 겁니까?
str_ah_it_is_you_again|아. 당신이로군...
str_well_playername|흠, {playername}
str_flagon_of_mead|벌꿀술 한 단지
str_skin_of_kumis|말젓술 한잔
str_mug_of_kvass|호밀맥주 한잔
str_cup_of_wine|와인 한잔
str_you_intend_to_challenge_s13_to_force_him_to_retract_an_insult|You intend to challenge {s13} to force him to retract an insult.
str_youll_have_to_speak_to_me_at_some_other_time_then|다음에 나에게 말해 주었으면 하는데, 그럼.
str_this_is_no_time_for_words|지금은 말할때가 아니오!
str_of_course_my_wife|물론, 나의 배우자여.
str_perhaps_not_our_marriage_has_become_a_bit_strained_dont_you_think|Perhaps not. Our marriage has become a bit strained, don't you think?
str_why_is_that_my_wife_actually_our_marriage_has_become_such_that_i_prefer_to_have_a_witness_for_all_of_our_converations|Why is that, my wife? Actually, our marriage has become such that I prefer to have a witness for all of our converations.
str_all_right_then_what_do_you_have_to_say_out_with_it|좋소 그럼. 무슨 말이 하고 싶소? 꺼내보시오.
str_bah__im_in_no_mood_for_whispering_in_the_corner|쳇 -- 나는 구석에서 속사귀는건 내키지 않소.
str_bah_i_dont_like_you_that_much_im_not_going_to_go_plot_with_you_in_some_corner|흥. 나는 당신을 별로 좋아하지 않소. 나는 당신과 구석에서 음모를 꾸미지는 않을 것이오.
str_well__now_what_do_you_have_to_propose|흠 -- 지금 어떤 제안을 하고 싶소?
str_trying_our_hand_at_intrigue_are_we_i_think_not|우리가 음모에 손을 댄다고, 우리가? 나는 그렇게 생각지 않소
str_hah_i_trust_you_as_a_i_would_a_serpent_i_think_not|하! 나는 당신이 나처럼 뱀이 되지 않을 거라고 믿고 있소.(주: 여자 꼬시는 자길 뱀으로 비유하네요 슝악 한넘 은근히 견제를..) 나는 그렇지 않다고 생각하오.
str_i_do_not_like_to_conduct_my_business_in_the_shadows_but_sometimes_it_must_be_done_what_do_you_have_to_say|나는 내일을 어둠 속에서 처리하는걸 안 좋아하지만, 가끔은 그렇게 해야 되지. 무슨 말이 하고 싶은가?
str_i_would_prefer_to_conduct_our_affairs_out_in_the_open|전 공개된 곳에서 일하길 좋아하오.
str_do_not_take_this_amiss_but_with_you_i_would_prefer_to_conduct_our_affairs_out_in_the_open|기분나쁘게 생각하지는 마시게, 그러나 당신과, 우리의 일을 공개된 곳에서 처리하길 나는 더 좋아하네.
str_hmm_you_have_piqued_my_interest_what_do_you_have_to_say|흠. 당신이 나의 호기심을 자극시켰소. 무슨 말을 하고 싶소?
str_em_lets_keep_our_affairs_out_in_the_open_for_the_time_being|음... 당분간, 우리의 일은 공개된 곳에서 하도록 하지.
str_thats_sensible__the_world_is_full_of_churls_who_poke_their_noses_into_their_betters_business_now_tell_me_what_it_is_that_you_have_to_say|그것은 현명한 것이오 -- 세상은 그들에게 더 좋은 사업을 위해 코를 들이미는 막되먹은 놈들로 가득차있지. 당신이 하려는 말을 지금 말해보시오.
str_what_do_you_take_me_for_a_plotter|당신은 뭘 꾸밀려고 하오? 음모?
str_well_i_normally_like_to_keep_things_out_in_the_open_but_im_sure_someone_like_you_would_not_want_to_talk_in_private_unless_heshe_had_a_good_reason_what_is_it|흠, 나는 보통 공개적인 내놓는 것을 좋아하지만, 당신같은 사람은 충분한 이유가 없는한 사적으로 이야기하는 것을 원하지 않을거라 확신하오. 무엇이오?
str_surely_we_can_discuss_whatever_you_want_to_discuss_out_here_in_the_open_cant_we|확실히 우린 대화할 수 있지만 이렇게 공개된 곳에서 대화 하길 원하나요, 아니겠죠?
str_im_a_simple__man_not_one_for_intrigue_but_id_guess_that_you_have_something_worthwhile_to_say_what_is_it|나는 음모 같은건 꾸밀지 모르는 단순한 사람이오, 그러나 내가 추측건데 당신은 뭔가 할만한 가치가 있는 말을 가지고 있군. 무엇이오?
str_forgive_me_but_im_not_one_for_going_off_in_corners_to_plot|미안하지만, 음모를 꾸미기 위해 구석으로 갈 수는 없소.
str_please_do_not_take_this_amiss_but_i_do_not_trust_you|기분 나쁘게 생각하지는 마시게, 그러나 나는 자네를 믿을 수 없군.
str_certainly_playername_what_is_it|물론이지, {playername}. 무엇인가?
str_forgive_me_but_id_prefer_to_keep_our_conversations_in_the_open|용서하게, 그러나 나는 우리의 대화가 공개된 곳에서 이루어지길 더 원한다네.
str_please_do_not_take_this_amiss_but_im_not_sure_you_and_i_are_still_on_those_terms|기분 나쁘게 생각하지는 마시게, 그러나 나는 자네와 내가 아직까지 친한 사이라고 확신할 수 없네.
str_really_well_this_is_the_first_i_have_heard_of_it_unless_you_build_up_support_for_that_claim_you_may_find_it_difficult_to_find_allies_however_whenever_you_see_fit_to_declare_yourself_publically_as_queen_i_should_be_honored_to_be_your_consort|정말이오? 글쎄, 그건 또 처음 듣는 소리인것같소. 만약 그대의 그 주장을 뒷받쳐줄 이들을 찾지 않는다면, 당신과 동맹을 이룰자를 찾는것도 힘들것이오. 허나 언제라도 당신이 여왕으로서 세상에 공표할 생각이 있다면, 내 그대의 동행이 되는 영광을 누릴수 있도록 해주오.
str_yes_i_have_heard_such_talk_while_it_is_good_that_you_are_building_up_your_support_i_do_not_think_that_you_are_quite_ready_to_proclaim_yourself_yet_however_i_will_let_you_be_the_judge_of_that_and_when_you_decide_i_should_be_honored_to_be_your_consort|그래... 내 그 이야기를 어디선가 들어보았소. 그대가 지금 지지자를 찾고 있다는게 좋긴 하나, 아직은 자신을 여왕으로서 공표할 시기가 아닌것 같소. 허나, 결정권은 그대에게 두리니, 결정을 하신다면, 내 그대의 동행이 되는 영광을 누릴수 있도록 해주오.
str_yes_and_many_others_in_calradia_think_so_as_well_perhaps_it_is_time_that_you_declared_yourself_and_we_shall_ride_forth_together_to_claim_your_throne_i_should_be_honored_to_be_your_consort|그래... 유라시아의 많은 사람들도 당신과 같은 생각을 할것이오. 어쩌면 이제 그대를 일국의 여왕으로서 공표하고, 왕권의 기반을 위해 움직일 시기일지도 모르겠소. 그대와 동행할 기회가 생긴다면 나에게 큰 영광일것이오.
str_i_am_disturbed_about_my_lord_s15s_choice_of_companions|나는 나의 주군 {s15}의 동료에 대한 선택에 걱정스럽소.
str_well_ill_be_honest_i_feel_that_sometimes_s15_overlooks_my_rights_and_extends_his_protection_to_the_unworthy|흠, 솔직해져 보겠소. 나는 가끔 {s15}이(가) 나의 권리를 무시하고, 보호할 가치가 없는 것들을 보호하려고 하는 것처럼 느끼고 있소.
str_heh_one_thing_that_ill_say_about_s15_is_that_he_has_a_ripe_batch_of_bastards_in_his_court|쳇. 한 가지 내가 {s15}에 대해 말하려는 것은 그는 그의 법정에 사생아의 무리들을 한 번에 처리했지.
str_well_sometimes_i_have_to_say_that_i_question_s15s_judgment_regarding_those_who_he_keeps_in_his_court|좋소, 가끔 나는 {s15}의 궁정에서 그가 고수하는 결정에 관해서 의문들이 있소.
str_s15_is_a_weak_man_who_too_easily_lends_his_ear_to_evil_council_and_gives_his_protection_to_some_who_have_done_me_wrong|{s15}은(는) 너무 쉽게 사악한 무리에게 그의 귀를 내어 주는 약한 사람이야, 그리고 잘못한 이들도 그는 보호를 하지.
str_i_will_confess_that_sometimes_i_worry_about_s15s_judgment_particularly_in_the_matter_of_the_counsel_that_he_keeps|나는 가끔 {s15}의 편파적인 권고를 고수하는 결정에 대해 걱정하고 있다고 말할 수 밖에 없군...
str_what_do_i_think_i_think_that_s15_is_a_vile_pretender_a_friend_to_the_flatterer_and_the_hypocrite|내가 어떻게 생각하냐고? {s15}는 아첨꾼에 위선자인 용납할 수 없는 사람이라 나는 생각하오.
str_well_s15_is_not_like_you_ill_say_that_much|좋아, {s15}는 당신과 같지 않소. 나는 충분히 그렇게 말할 수 있소.
str_s15_long_may_he_live|{s15}? {s15} 만세!!
str_he_is_my_liege_that_is_all_that_i_will_say_on_this_matter|그는 나의 주군이오. 나는 이 문제에 대해서는 그것이 전부라고 말하고 싶소.
str_that_you_are_the_rightful_heir_to_the_throne_of_calradia|당신이 유라시아의 왕좌의 정당한 상속자입니까?
str_that_s14_is_the_rightful_ruler_of_calradia|{s14}는 유라시아의 정당한 통치자입니까?
str_that_s14_will_rule_this_land_justly|{s14}은(는) 이 땅을 공정하게 통치할 것이라고?
str_that_s14_will_protect_our_rights_as_nobles|{s14}은(는) 귀족으로서 우리의 권리를 보장할 것이라고?
str_that_s14_will_unify_this_land_and_end_this_war|{s14}은(는) 이 전쟁을 끝내고 이 땅을 통합할 것이라고?
str_that_s14_will_reward_me_with_a_fief|{s14}은(는) 영지로 나에게 보상할 것이라고?
str_king|왕
str_queen|여왕
str_khan|왕
str_i|나(내)
str_according_to_the_ancient_law_and_custom_of_the_calradians_s45_should_be_s47|오래된 법과 관습에 따르면, {s45}가 {s47}이 될 것이오.
str_because_s44_is_the_rightful_s47_of_the_s46|왜냐하면 {s44}는 {s46}의 정당한 권리를 가진 {s47}이기 때문이오
str_you_speak_of_claims_and_legalities_yet_to_others_you_talk_of_bringing_peace_by_force|당신은 자질과 정당성에 대해서 말했오, 그러나 아직 다른 이들에게는 무력으로 평화를 가져온다고 말하고 있오
str_you_speak_of_bringing_peace_by_force_yet_to_others_you_make_legal_claims|당신은 무력으로 평화를 가져온다고 말하고 있오, 그러나 아직 다른  이들에게는 합법적 자질을 말하고 있오.
str_you_speak_to_some_of_upholding_the_rights_of_the_commons_yet_you_speak_to_others_of_uphold_the_rights_of_nobles_what_if_those_rights_are_in_conflict|당신은 백성들의 권리를 지지한다고 말하고 있소, 그러나 아직 당신은 다른 이들에게 귀족들의 권리를 지지한다고 말하고 있소. 만약 두 권리가 충돌한다면 무엇이 더 중요하오?
str_you_speak_to_me_of_upholding_my_rights_as_a_lord_but_to_others_you_talk_of_upholding_the_rights_of_all_commons_what_if_those_rights_come_into_conflict|당신은 영주로서 나의 권리를 지지한다고 말했오, 그러나 당신은 다른 이들에게는 모든 백성의 권리를 지지한다고 말하고 있오. 만약 두 권리가 충돌한다면 무엇이 더 중요하오?
str_a_claim_should_be_strong_indeed_before_one_starts_talking_about_it|그것에 대해 말을 시작하기 전에 왕이되기 위한 자질은 정말로 설득력이 있어야 하오.
str_a_king_should_prove_his_valor_beyond_any_doubt_before_he_starts_talking_about_a_claim_to_the_throne|왕은 왕좌에 대한 주장을 말하기 전에 어떠한 의심도 넘어서는 그의 용기를 증명해야하오.
str_you_must_prove_yourself_a_great_warrior_before_men_will_follow_you_as_king|당신은 반드시 사람들이 당신을 왕으로 따르기 전에 당신이 위대한 전사라는 것을 증명해야 하오.
str_a_claim_to_the_throne_should_be_strong_indeed_before_one_presses_it|왕좌에 대한 주장은 그것을 밀어 붙이기전에 정말 설득력이 있어야 하오.
str_indeed_but_a_man_must_also_prove_himself_a_great_warrior_before_men_will_follow_you_as_king|사실이군. 그러나 사람들이 당신을 왕으로 따르기 전에 그 스스로 위대한 전사라는 것을 증명해야만 하오.
str_my_pigherd_can_declare_himself_king_if_he_takes_he_fancy_i_think_you_need_to_break_a_few_more_heads_on_tbe_battlefield_before_men_will_follow_you|나의 돼지치기도 만약 그가 변덕을 부린다면 스스로 왕이라고 선언할 것이오. 내 생각에는 사람들이 당신을 따르기 전에 전장에서 좀 더 많은 머리들을 부쎠야 할 필요가 있다고 생각되오.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_suggest_that_you_to_build_your_claim_on_stronger_foundations_so_that_men_will_follow_you|만약 당신이 당신 이전에 왕위를 주장하다 실패해 교수대위에서 죽어간 많은 이들 처럼 죽고 싶지 않다면, 나는 당신에게 더 설득력 있는 근거로 주장하길 제안하오. 그래야 사람들이 당신을 따를 것이오.
str_if_you_do_not_wish_to_die_on_a_scaffold_like_so_many_failed_pretenders_before_you_i_would_advise_you_prove_yourself_on_the_field_of_battle_so_that_men_will_follow_you|만약 당신이 당신 이전에 왕위를 주장하다 실패해 교수대위에서 죽어간 많은 이들 처럼 죽고 싶지 않다면, 나는 당신에게 전장에서 당신 스스로를 증명하라고 충고하오. 그래야 사람들이 당신을 따를 것이오.
str_talk_is_for_heralds_and_lawyers_real_kings_prove_themselves_with_their_swords|대소신료들을 위한 말이군. 사실 왕은 그들의 칼로 그들 스스로를 증명하지.
str_i_were_you_i_would_try_to_prove_myself_a_bit_more_before_i_went_about_pressing_my_claim|만약 내가 당신이라면, 나의 요구를 밀어 붙이기 전에 내 스스로를 좀 더 증명해 보이겠소.
str_indeed_please_continue|사실이지. 계속하시오.
str_me|나를
str_i_worry_about_those_with_whom_you_have_chosen_to_surround_yourself|I worry about those with whom you have chosen to surround yourself.
str_there_are_some_outstanding_matters_between_me_and_some_of_your_vassals_|There are some outstanding matters between me and some of your vassals. 
str_my_liege_has_his_faults_but_i_dont_care_for_your_toadies|내 주군이 결점은 있지만, 나는 당신의 아첨에 신경쓰지 않을 것이오.
str_i_think_youre_a_good_man_but_im_worried_that_you_might_be_pushed_in_the_wrong_direction_by_some_of_those_around_you|I think you're a good man, but I'm worried that you might be pushed in the wrong direction by some of those around you.
str_i_am_loathe_to_fight_alongside_you_so_long_as_you_take_under_your_wing_varlots_and_base_men|I am loathe to fight alongside you, so long as you take under your wing varlots and base men.
str_ill_be_honest__with_some_of_those_who_follow_you_i_think_id_be_more_comfortable_fighting_against_you_than_with_you|I'll be honest -- with some of those who follow you, I think I'd be more comfortable fighting against you than with you.
str_i_say_that_you_can_judge_a_man_by_the_company_he_keeps_and_you_have_surrounded_yourself_with_vipers_and_vultures|I say that you can judge a man by the company he keeps, and you have surrounded yourself with vipers and vultures.
str_you_know_that_i_have_always_had_a_problem_with_some_of_our_companions|당신은 내가 항상 우리의 동료들 중 몇몇과 문제를 가지고 있다는 것을 알고 있군.
str_politically_i_would_be_a_better_position_in_the_court_of_my_current_liege_than_in_yours|정치적으로, 나는 지금 군주의 궁정에서의 위치가 당신의 궁정에서의 위치보다 더 좋소.
str_i_am_more_comfortable_with_you_and_your_companions_than_with_my_current_liege|당신과 당신의 동료들과 함께 한다면 저의 현재 주군과 함께하는 것 보다 더 편안합니다.
str_militarily_youre_in_no_position_to_protect_me_should_i_be_attacked_id_be_reluctant_to_join_you_until_you_could|군사적으로 말하면, 내가 공격당할 때 당신은 나를 보호할 수 없소. 나는 당신이 나를 보호 할수 있을때 까지 당신에게 가세하는 것이 주저되오.
str_militarily_when_i_consider_the_lay_of_the_land_i_realize_that_to_pledge_myself_to_you_now_would_endanger_my_faithful_retainers_and_my_family|군사적으로 말하면, 형세를 고려해 볼때 지금 당신에게 충성을 맹세하는것 나의 충성스러운 부하들과 가족들을 위험하게 한다는걸 깨달았오.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_i_dont_mind_a_good_fight_but_i_like_to_have_a_chance_of_winning|군사적으로 말하면, 당신은 만약 나를 누군가 공격하는 경우, 나를 도울수 없소. 나는 잘 싸우지는 못하지만, 승리의 기회를 가지고 싶소.
str_militarily_you_would_have_me_join_you_only_to_find_myself_isolated_amid_a_sea_of_enemies|군사적으로 말하면, 당신이 나를 영입하려는 것은, 오직 해적들 사이에 혼자 고립 되었음을 알때 뿐이오.
str_militarily_youre_in_no_position_to_come_to_my_help_if_someone_attacked_me_youd_let_me_be_cut_down_like_a_dog_id_bet|군사적으로 말하면, 당신은 만약 나를 누군가 공격하는 경우, 나를 도울수 없소. 당신은 나를 개처럼 내팽개칠것을 나는 확신하오.
str_militarily_i_wouldnt_be_any_safer_if_i_joined_you|군사적으로 말하면, 내가 당신에게 가세하면 어떠한 안전도 없을 것이오.
str_militarily_i_might_be_safer_if_i_joined_you|군사적으로, 제가 당신에게 가세한다면 더 안전해 질겁니다.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_very_high|마지막으로, 가신은 그의 충성에 대한 철회는 항상 주의깊게 생각해야 하오, 비록 충분한 이유가 있다고 할지라도, 주군을 쉽게 바꾸는 사람이라는 이름을 갇는건 좋지 않소. 이번 경우는, 내 명성에 대해 치뤄야할 비용이 매우 높을 것이오.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_the_cost_would_be_significant|마지막으로, 가신은 그의 충성에 대한 철회는 항상 주의깊게 생각해야 하오, 비록 충분한 이유가 있다고 할지라도, 주군을 쉽게 바꾸는 사람이라는 이름을 갇는건 좋지 않소. 이번 경우는, 내 명성에 대해 치뤄야할 비용이 만만치 않소.
str_finally_there_is_a_cost_to_ones_reputation_to_change_sides_in_this_case_however_many_men_would_understand|마지막으로, 가신은 그의 충성에 대한 철회는 항상 주의깊게 생각해야 하오, 비록 충분한 이유가 있다고 할지라도, 주군을 쉽게 바꾸는 사람이라는 이름을 갇는건 좋지 않소. 이번경우는, 그러나, 많은 사람들이 이해할것이오.
str_i_will_not_have_it_be_said_about_me_that_i_am_a_traitor_that_is_my_final_decision_i_have_nothing_more_to_say_on_this_matter|나는 내가 배신자라고 나에 대해 말해지는 것은 하지 않을 것이오. 그것이 나의 마지막 결정이오. 이 문제에 대해 나는 더이상 할 말이 없소.
str_i_am_pledged_to_defend_s14_i_am_sorry_though_we_may_meet_on_the_battlefield_i_hope_that_we_will_still_be_friends|나는 {s14}을 지키기로 맹세 했오. 미안하오. 우리가 비록 전장에서 만날지 모르지만, 나는 아직 우리들이 친구라고 믿소.
str_i_really_cannot_bring_myself_to_renounce_s14_i_am_sorry_please_lets_not_talk_about_this_any_more|나는 현실적으로 내 스스로 {s14}을 버릴수 없오. 미안하오. 제발 더 이상 이것에 대해서는 이야기 하지 맙시다.
str_however_i_have_decided_that_i_must_remain_loyal_to_s14_i_am_sorry|하지만, 나는 아마도 {s14}에 대한 충성이 남아 있다고 결정했오. 미안하오.
str_however_i_will_not_let_you_lead_me_into_treason_do_not_talk_to_me_of_this_again|하지만, 당신이 나를 반역죄로 이끌게 두지는 않을 것오. 이건 다시 나에게 말하지 마시오.
str_its_not_good_to_get_a_reputation_as_one_who_abandons_his_liege_that_is_my_decision_let_us_speak_no_more_of_this_matter|그의 주군을 버린 사람이라는 평판은 얻는것은 좋지 않은 일이오. 그것이 나의 결정이오. 우리 이 문제에 대해서는 더 이상 말하지 맙시다.
str_ive_decided_to_stick_with_s14_i_dont_want_to_talk_about_this_matter_any_more|나는 {s14}의 곁에 머물기로 결심했오. 나는 더 이상 이문제에 대해서 이야기 하기 싫소.
str_you_are_challenging_me_to_a_duel_how_droll_as_you_wish_playername_it_will_be_good_sport_to_bash_your_head_in|나에게 결투를 신청하는 것인가? 가소롭군!l! {playername}, 네놈의 머리를 부셔 버리는건 좋은 운동이 될건데, 그걸 바라나!
str_call_me_coward_very_well_you_leave_me_no_choice|나를 비겁하다고 부를껀가? 좋아, 당신이 나를 떠난다면 선택의 여지가 없지.
str_reg3_hours|{reg3} 시간.
str_hour|시간.
str_however_circumstances_have_changed_since_we_made_that_decision_and_i_may_reconsider_shortly_s16|그러나, 우리가 그 결정을 한후에 상황이 변했소, 그래서 나는 곧 재고 할 것이오. {s16}
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_blessing|저는 당신의 {s11}, {s10}와 결혼 하고 싶습니다. 당신이 축복해주길 바래요.
str_i_wish_to_marry_your_s11_s10_i_ask_for_your_help|저는 당신의 {s11}, {s10}와 결혼 하고 싶습니다.. 당신의 도움이 필요합니다.
str_you_plan_to_marry_s3_at_a_feast_hosted_by_s4_in_s5_you_should_be_notifed_of_the_feast_as_soon_as_it_is_held|당신은 {s5}에서 {s4}의 주체로 열리는 연회에서 {s3}와(과) 결혼할 계획이다. 당신은 연회가 곧 열릴것이라는 통보를 받았다.
str_your_s11_|당신의 {s11}, 
str_i_ask_again_may|다시 물어보지만
str_may|아마
str_very_well_as_far_as_im_concerned_i_suppose_she_can_see_most_anyone_she_likes__within_reason_of_course|Very well. As far as I'm concerned, I suppose she can see most anyone she likes - within reason, of course.
str_very_well_an_alliance_with_you_could_be_valuable_go_chat_with_her_and_see_if_you_can_get_her_to_take_a_fancy_to_you_if_she_doesnt_and_if_we_still_want_to_conclude_this_business_then_i_can_make_her_see_reason|Very well. An alliance with you could be valuable. Go chat with her, and see if you can get her to take a fancy to you. If she doesn't, and if we still want to conclude this business, then I can make her see reason.
str_you_have_my_blessing_to_pay_suit_to_her__so_long_as_your_intentions_are_honorable_of_course_depending_on_how_things_proceed_between_you_two_we_may_have_more_to_discuss_at_a_later_date|You have my blessing to pay suit to her -- so long as your intentions are honorable, of course. Depending on how things proceed between you two, we may have more to discuss at a later date.
str_the_war_has_barely_begun_so_and_it_is_too_early_to_say_who_is_winning_and_who_is_losing|전쟁은 이제 막 시작 되었소, 그래서 누가 이기고 누가 질지를 말하기에는 너무 이르오.
str_we_have_been_hitting_them_very_hard_and_giving_them_little_chance_to_recover|우리는 그들을 쉬지 않고 공격했소, 그리고 그들에게 회복할 기회를 주고 있소.
str_the_fighting_has_been_hard_but_we_have_definitely_been_getting_the_better_of_them|전투는 힘들었소, 그러나 우리는 명백하게 그들 보다 더 잘해가고 있소.
str_they_have_been_hitting_us_very_hard_and_causing_great_suffering|그들은 맹렬히 우리를 공격했소, 덕분에 큰 고통을 받고 있소.
str_the_fighting_has_been_hard_and_i_am_afraid_that_we_have_been_having_the_worst_of_it|전투은 힘들었소, 그리고 유감 스럽지만 우리는 전투에서 최악이었소.
str_both_sides_have_suffered_in_the_fighting|양측 다 싸움에서 고통을 받았소.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_think_we_are_getting_the_better_of_them|아직 표면적으로 나타난 싸움의 명백한 승리자는 없소, 그러나 내 생각에는 우리가 그들 보다 더 유리한것 같소.
str_no_clear_winner_has_yet_emerged_in_the_fighting_but_i_fear_they_may_be_getting_the_better_of_us|아직 표면적으로 나타난 싸움의 명백한 승리자는 없소, 그러나 나는 유감스럽게도 그들이 우리보다 더 유리한것 같소.
str_no_clear_winner_has_yet_emerged_in_the_fighting|아직 표면적으로 나타난 싸움의 명백한 승리자는 없소.
str_there_is_no_campaign_currently_in_progress|현재 진행중인 군사작전은 없소.
str_we_are_assembling_the_army|우리는 군대를 조직하고 있소.
str_we_aim_to_take_the_fortress_of_s8|우리는 {s8} 요새 점령을 목표로.
str_we_are_on_a_raid_and_are_now_targeting_s8|우리는 기습을 하고 있으며, 지금의 목표는 {s8}(이)오.
str_we_are_trying_to_seek_out_and_defeat_s8|We are trying to seek out and defeat {s8}.
str_we_are_riding_to_the_defense_of_s8|우리는 {s8}을(를) 방어하고 있소.
str_we_are_gathering_for_a_feast_at_s8|우리는 {s8} 에서 연회를 개최할 것이오.
