dlga_event_triggered:upgrade_talk|네? {s65}?
dlga_village_elder_train_peasants_against_bandits_mission_accept:close_window|그러시겠어요? 오, 멋집니다! 우리는 당신에게 깊이 신세를 지게 됐습니다, {나으리/부인}. 여기에 마을 사람들을 불러모아 당신에게 훈련을 받도록 하겠습니다. 우리 스스로를 보호할 방법을 가르쳐 주신다면, 당신 노력의 보답으로 우리 모든 것을 드릴 것을 약속합니다.
dlga_village_elder_train_peasants_against_bandits_mission_reject:close_window|예, 물론입니다, {나으리/부인}. 충고해주셔서 감사합니다.
dlga_village_elder_tell_mission:village_elder_tell_deliver_cattle_mission|도적놈들이 소를 모두 훔쳐가 버렸습니다. 목장이 비었어요. 새로 키울 소들을 구해다 주시면 감사하겠습니다.
dlga_village_elder_tell_deliver_cattle_mission:village_elder_tell_deliver_cattle_mission_2|몇 마리나 필요하오?
dlga_village_elder_tell_deliver_cattle_mission:village_elder_deliver_cattle_mission_reject|I don't have time for this. Ask help from someone else.
dlga_village_elder_tell_deliver_cattle_mission_2:village_elder_tell_deliver_cattle_mission_3|제 생각엔 {reg5}마리 정도면 적당할 것 같습니다.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_accept|알겠소, 소를 구해드리리다.
dlga_village_elder_tell_deliver_cattle_mission_3:village_elder_deliver_cattle_mission_reject|안됬지만 시간이 없군. 다른 이에게 부탁해보시오.
dlga_village_elder_deliver_cattle_mission_accept:close_window|고맙습니다, {나으리/부인}. 당신의 안전을 기도하겠습니다.
dlga_village_elder_deliver_cattle_mission_reject:close_window|알겠습니다, {나으리/부인}, 물론이죠. 번거롭게 해드려서 죄송합니다.
dlga_village_elder_tell_mission:village_elder_pretalk|감사합니다, {나으리/부인}, 하지만 지금은 부탁드릴만한 일이 없습니다.
dlga_start:goods_merchant_talk|{나으리/부인}, 당신이 와주셔서 제 누추한 상점이 당신의 영광으로 가득합니다.
dlga_start:goods_merchant_talk.1|어서오십시오, {나으리/부인}. 뭘 도와드릴까요?
dlga_goods_merchant_pretalk:goods_merchant_talk|다른건 없습니까?
dlga_goods_merchant_talk:goods_trade_requested|이 곳의 물건을 사고싶소... 그리고 어쩌면 뭔가를 팔지도 모르겠군.
dlga_goods_trade_requested:goods_trade_completed|뭐, 다른건?
dlga_goods_trade_completed:goods_merchant_talk|다른건?
dlga_goods_merchant_talk:trade_info_request|내가 여기서 구매해 다른 도시와 거래 할만한 물건은 어떤것이오?
dlga_goods_merchant_talk:trade_historia|자네 무슨 사연이 있는가?
dlga_trade_historia:goods_merchant_talk|별거 없습니다. 전장에 나가 싸우다 져서 지금 이꼴이 되있는거죠.
dlga_goods_merchant_talk:trade_historia2|자네 얼굴 어디서 본듯한데.. 
dlga_trade_historia2:goods_merchant_talk|크레딧 I am Vaanshir in Talesword forum. I am here because I did my story for Brytenwalda Contest.
dlga_goods_merchant_talk:close_window|아무것도 아니오, 고맙소.
dlga_trade_info_request:trade_info_request_2|그 정보는 상단장과 여행하는 상인들에게서 얻은 정보입니다. 당신이 원하면 그들이 마을에 올 때 어디에 머무르는지 알려줄 수 있습니다. 그곳에서 시간을 보내면서 그들이 하는말을 잘 들으면, 무엇을 사서 어디에 팔아야 하는지에 대해 많이 배울수 있을 것입니다.
dlga_trade_info_request_2:close_window|그러면 내가 가서 그 상인들과 같이 시간을 보내 보겠소.
dlga_trade_info_request_2:goods_merchant_pretalk|나는 이딴 짓할 시간 없소.
dlga_start:arena_intro_1.1|좋은 날이군, 친구여. 만약 토너먼트를 보러 왔다면 괜한 걸음을 했구만. 아무때나 토너먼트가 열리는 것이 아니라네.
dlga_arena_intro_1:arena_intro_2|토너먼트? 이곳에서 토너먼트가 열리나요?
dlga_arena_intro_2:arena_intro_3|그래, 토너먼트는 시합이 있을 때 꼭 봐야하지. 도시와 주변 마을 사람들 모두가 이곳으로 오지. 관중들은 흥분으로 미쳐가게 돼. 그건 그렇고, 아까 말했듯이 아무 때나 토너먼트가 열리지 않는다네, 그래서 평소에는 볼 게 별로 없어. 가끔식 치뤄지는 공식 대결과, 거의 매일 열리는 난투전을 빼고 말일세.
dlga_arena_intro_3:arena_training_melee_intro|난투전에 대해 말해 주시오.
dlga_arena_training_melee_intro:arena_training_melee_intro_2|전사와 기사가 다음 토너먼트를 기다리느라 지루해하지, 그래서 그들은 훈련용 난투전을 만들어냈지. 참으로 기발한 생각이야. 전사는 무기를 들고 경기장으로 뛰어내리지. 거기엔 규칙도 없고 팀도 없어. 마직막 한 명이 남을때까지 모두를 물리쳐야 하네. 재미있을 거 같지않나?
dlga_arena_training_melee_intro_2:arena_training_melee_intro_reward|상금은 있나요?
dlga_arena_training_melee_intro_reward:arena_training_melee_intro_2|당연히 있지. 몇몇의 도시에 사는 부자들이 훌륭한 기술을 보여준 전사에게 상금을 주지. 만약 자네가 쓰러지기 전에 {reg1}명의 적을 쓰러뜨리면 {reg11} 실버를 받게 되지. 적어도 {reg2}명의 적들을 쓰러뜨리게 되면 {reg12} 실버를 받게 되고, {reg3}명을 쓰러뜨리면 {reg13} 실버를 받지, 그리고 {reg4}명의 상대를 쓰러뜨릴 동안 살아남으면 {reg14} 실버를 받는다네. 만약 자네가 마지막까지 남는 다면, 최고의 상금인 {reg15} 실버를 얻을거야. 괜찮지?
dlga_arena_training_melee_explain_reward:arena_master_melee_pretalk|몇몇의 도시에 사는 부자들이 훌륭한 기술을 보여준 전사에게 상금을 주지. 만약 자네가 쓰러지기 전에 {reg1}명의 상대를 쓰러뜨리면 {reg11} 실버를 받게 되지. 적어도 {reg2}명의 적들을 쓰러뜨리게 되면 {reg12} 실버를 받게 되고, {reg3}명을 쓰러뜨리면, {reg13} 실버를 받지, 그리고 {reg4}명의 상대를 쓰러뜨릴 동안 살아남으면 {reg14} 실버를 받는다네. 만약 자네가 마지막까지 남은 전사가 되면, 최고의 상금인 {reg15} 실버를 얻을거야. 괜찮지?
dlga_arena_training_melee_intro_2:arena_training_melee_intro_3|나도 참가할 수 있습니까?
dlga_arena_training_melee_intro_3:arena_master_melee_talk|하 하. 마음에 없는 소리를 하는거 같진 않구만, 물론 가능하지. 난투전은 누구나 참가할 수 있네. 사실 잠시뒤에 싸움이 시작될거야. 자네가 원하면 가서 뛰어내리면 돼.
dlga_start:arena_master_intro_1|안녕하신가, 이 곳이 처음인 것 같군. 이름이 어떻게 되시나?
dlga_arena_master_intro_1:arena_master_intro_2|난 {playername}라고 합니다.
dlga_arena_master_intro_2:arena_master_pre_talk|그럼 {playername}. 나는 {s1}의 토너먼트 마스터일세. 이 경기에 참가하고 싶다면 말하게.
dlga_start:arena_master_fight_result|.
dlga_arena_master_fight_result:arena_master_pre_talk|하-하, 완전히 멍투성이구만, 자네는 너무 무모해. 하지만 걱정 마. 누구나 잠깐 한번은 얻어 맞을수 있지. 중요한것은 스스로를 일으켜서, 몸의 먼지를 털고 계속 싸우는거야. 그것이 챔피언이 해야할 일이지.
dlga_arena_master_fight_result:arena_master_pre_talk.1|이보게, 자네는 {reg8}명의 상대를 쓰러뜨렸어. 나쁘지 않아. 그렇지만 상금은 하나도 얻지 못했군. 지금, 내가 만약 너라면, 나는 다시 돌아가서 모든 사람들한테 내가 할 수 있는 것을 보여줄꺼야...
dlga_arena_master_fight_result:arena_master_pre_talk.2|자네는 저기에선 확실히 좋은 전사야. 좋은 움직임이었어. 자네는 확실히 약속을 보여줬구만. 그리고 {reg8}명을 넉다운 시킨 상금으로 {reg10} 실버를 받았네.
dlga_arena_master_fight_result:arena_master_pre_talk.3|저기에서 좋은 싸움을 보여줬어. {reg8}명 이상을 쓰러뜨렸다구. 그리고 물론, {reg10} 실버를 상금으로 얻었네.
dlga_arena_master_fight_result:arena_master_pre_talk.4|자네의 움직임은 환상적이야! 자네는 의심의 여지없이 아주 기술 좋은 전사일세. 싸움에서 모두가 {reg8}명을 쓰러뜨릴 수는 없을 걸세. 물론 그 움직임으로 상금을 받았네: {reg10} 실버. 멋지지?
dlga_arena_master_fight_result:arena_master_pre_talk.5|정말 좋은 싸움이었어, {playername}. 아주 좋은 몸놀림을 가졌구만, 훌륭한 전술도. 그리고 {reg8}명을 쓰러뜨린 대가로 {reg10} 실버를 상금으로 얻었네.
dlga_arena_master_fight_result:arena_master_pre_talk.6|축하해 챔피언! 자네의 싸움은 기억될거야! 모두를 물리치고 끝까지 남았구만. 그리고 싸움에 대한 우승상금을 받았네: {reg10} 실버.
dlga_start:arena_master_pre_talk|안녕하신가. {playername}. 다시 보게돼서 반갑군.
dlga_arena_master_pre_talk:arena_master_talk|뭘 하고 싶은가?
dlga_arena_master_talk:arena_master_melee_pretalk|난투전에 대해서 ...
dlga_arena_master_talk:arena_master_spar_teams|부하들과 한번 붙어보고 싶군.
dlga_arena_master_talk:arena_master_ask_tournaments|이 도시에서 곧 토너먼트가 열리나요?
dlga_arena_master_talk:close_window|이만 가봐야겠군요. 잘 있으세요.
dlga_arena_master_spar_teams:arena_master_spar_teams_choose|확실히. 투기장이 비어있긴 하죠. 팀 유니폼 없이 그냥 싸우셔도 됩니다.  그래서 몇명으로 싸울 생각입니까?
dlga_arena_master_spar_teams_choose:arena_master_spar_team_one|둘.
dlga_arena_master_spar_teams_choose:arena_master_spar_team_one.1|셋.
dlga_arena_master_spar_teams_choose:arena_master_spar_team_one.2|넷.
dlga_arena_master_spar_teams_choose:arena_master_pre_talk|아니 생각이 바뀌었소.
dlga_arena_master_spar_team_one:arena_master_spar_team_two|첫 번째 팀 구성은 끝났습니다. 다음은 두 번째 팀이죠.
dlga_arena_master_spar_team_one:arena_master_spar_team_one_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team One.  Which troop would you like to add?
dlga_arena_master_spar_team_one_choose:arena_master_spar_team_one_add|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_one_add:arena_master_spar_team_one|{s11} has been added to Team One.
dlga_arena_master_spar_team_one_choose:arena_master_spar_team_two|I am finished with Team One.  Let's move on to Team Two.
dlga_arena_master_spar_team_one_choose:arena_master_pre_talk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_team_two:arena_master_spar_team_three|Team Two is full. Team Three is next.
dlga_arena_master_spar_team_two:arena_master_spar_start_it_up|Team Two is full. Let the match begin!
dlga_arena_master_spar_team_two:arena_master_spar_team_two_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Two.  Which troop would you like to add?
dlga_arena_master_spar_team_two_choose:arena_master_spar_team_two_add|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_two_add:arena_master_spar_team_two|{s11} has been added to Team Two.
dlga_arena_master_spar_team_two_choose:arena_master_spar_team_three|I am finished with Team Two.  Let's move on to Team Three.
dlga_arena_master_spar_team_two_choose:arena_master_spar_start_it_up|I am finished with Team Two.  Let's begin the match.
dlga_arena_master_spar_team_two_choose:arena_master_pre_talk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_team_three:arena_master_spar_team_four|Team Three is full. Team Four is next.
dlga_arena_master_spar_team_three:arena_master_spar_start_it_up|Team Three is full. Let the match begin!
dlga_arena_master_spar_team_three:arena_master_spar_team_three_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Three.  Which troop would you like to add?
dlga_arena_master_spar_team_three_choose:arena_master_spar_team_three_add|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_three_add:arena_master_spar_team_three|{s11} has been added to Team Three.
dlga_arena_master_spar_team_three_choose:arena_master_spar_team_four|I am finished with Team Three.  Let's move on to Team Four.
dlga_arena_master_spar_team_three_choose:arena_master_spar_start_it_up|I am finished with Team Three.  Let's begin the match.
dlga_arena_master_spar_team_three_choose:arena_master_pre_talk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_team_four:arena_master_spar_start_it_up|Team Four is full. Let the match begin!
dlga_arena_master_spar_team_four:arena_master_spar_team_four_choose|There {reg1?are:is} currently {reg0} {reg1?troops:troop} on Team Four.  Which troop would you like to add?
dlga_arena_master_spar_team_four_choose:arena_master_spar_team_four_add|{s11}. ({reg0} left.)
dlga_arena_master_spar_team_four_add:arena_master_spar_team_four|{s11} has been added to Team Four.
dlga_arena_master_spar_team_four_choose:arena_master_spar_start_it_up|I am finished with Team Four.  Let's begin the match.
dlga_arena_master_spar_team_four_choose:arena_master_pre_talk|Never mind. I'm calling the whole thing off.
dlga_arena_master_spar_start_it_up:close_window|Here you go then. Good luck.
dlga_arena_master_ask_tournaments:arena_master_talk|{reg2?아니, 여기에서 열릴거란 말을 없었습니다.:{reg1?토너먼트:토너먼트}는 {s15}에서 열린다고 들었습니다.}
dlga_arena_master_melee_pretalk:arena_master_melee_talk|그들은 곧 여기서 싸울겁니다. 당신이 원한다면 당신도 거기에 뛰어들 수 있습니다.
dlga_arena_master_melee_talk:close_window|좋아요. 그곳으로 가야겠군.
dlga_arena_master_melee_talk:arena_master_melee_reject|고맙소. 하지만 나는 상처를 치료할 시간을 가져야하오.
dlga_arena_master_melee_reject:arena_master_pre_talk|좋습니다 {나으리/아가씨}. 현명한 선택입니다.
dlga_arena_master_melee_talk:arena_training_melee_explain_reward|보상에 대해서 다시 설명해주시겠소?
dlga_start:galeas_talk|안녕하신가~ 포로가있다면 내게 데려오게. 내 두둑하게 쳐주지!
dlga_galeas_talk:galeas_sell_prisoners|당신에게 넘길 포로를 데려왔으니까, 값을 쳐줘요.
dlga_galeas_talk:close_window|좀 바빠서, 실례..
dlga_galeas_sell_prisoners:galeas_sell_prisoners_2|뭘 가지고 있나 보도록 하지...
dlga_galeas_sell_prisoners_2:close_window|더 많은포로를 데려오면 두둑하게 챙겨드리죠.
dlga_bandit_introduce:bandit_talk|{s5}
dlga_bandit_talk:close_window|네놈에게 줄거라곤 차가운 칼날 밖에 없다, 쓰레기야!
dlga_bandit_talk:bandit_barter|싸울 필요는 없죠, 통행료를 내겠습니다.
dlga_bandit_barter:bandit_barter_2|피 흘리지 않고 얻는 돈이라, 그게 우리가 좋아하는 종류지. 우리에게 {reg5} 실버를 주면 네 갈 길 가도록 놓아주지.
dlga_bandit_barter_2:bandit_barter_3a|좋아. 내도록 하지..
dlga_bandit_barter_2:bandit_barter_3b|벼룩의 간이나 빼먹으시지? 나는 거지야.
dlga_bandit_barter_3b:close_window|안됐군. 너를 노예상인에게 팔아야겠다. {그 놈/그 년}을 잡아라!
dlga_bandit_barter:close_window|이봐, 너에 대해 들은 적이 있어! 너 우리 약탈자들을 개처럼 학살했지, 그리고 지금 우리한테 몇 푼을 주고 우리가 놔주길 바라고 있는거야? 잊어버려. 너는 우리 구역을 주지 않았어, 그리고 지금 너도 아무것도 얻을 수 없을거야.
dlga_bandit_barter_3a:close_window|허, 그리 어렵지 않아, 그렇지? 좋아, 너를 보내주지. 풀어줘라.
dlga_start:bandit_meet|에? 뭐야?
dlga_bandit_meet:bandit_attack|네놈은 정말 지지리도 운이 없군. 죽을 준비나 해라!
dlga_bandit_attack:close_window|{s5}
dlga_bandit_meet:bandit_recruit|나에게 합류한다면 그 벌레같은 인생을 구제해주지.
dlga_bandit_recruit:close_window|{미친놈/미친년} , 누가 벌레라고? 목에 구멍이 뚫려도 그딴 소릴 하는지 보자!
dlga_bandit_recruit:bandit_recruit_2|흠... {reg0} 실버 정도라면 뭐 그럴 수도 있지.
dlga_bandit_recruit_2:close_window|알았소.
dlga_bandit_recruit_2:bandit_meet|관두쇼.
dlga_bandit_meet:close_window|생각 없다, 거래도 없고.
dlga_start:disbanded_troop_ask|제가 같이 가도 될까요?
dlga_disbanded_troop_ask:disbanded_troop_join|그래, 같이 달리는거야!
dlga_disbanded_troop_ask:close_window|아냐..지금은 아니야
dlga_disbanded_troop_join:close_window|유감이지만. 우린 위한 방은 없나보군...
dlga_disbanded_troop_join:close_window.1|우린 당신의 명령에 따릅니다.
dlga_start:enemy_talk_1|넌 나를 다신 잡지 못할껄? 지금은 아니지만...
dlga_enemy_talk_1:enemy_talk_2|넌 나를 이기지 못 할거야, 포기해!
dlga_enemy_talk_2:close_window|네가 죽었을 때 내가 포기하지!
dlga_start:party_encounter_routed_agents_are_caught|부탁합니다. 우릴 그냥 내버려 두세요.
dlga_party_encounter_routed_agents_are_caught:party_encounter_routed_agents_are_caught2|우리에게서 도망칠 수 있을 것 같아? 넌 죽거나 내 포로가 될 거야!
dlga_party_encounter_routed_agents_are_caught:close_window|좋아, 이번엔 평화롭게 풀어주지, 다시는 우리와 마주치지 않는 게 좋을 거야.
dlga_party_encounter_routed_agents_are_caught2:close_window|자비라곤 조금도 없군. 좋아, 네가 마지막으로 남을 때까지 싸워주지!
dlga_party_encounter_routed_agents_are_caught2:close_window.1|{s1}
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws|음... 약탈자 마다 10 실버니, {reg1} 실버가 {reg0} 그들 목이군요.
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws.1|좀 보죠, {reg0}명의 산적이라, 그래 각각 20 실버니까... {reg1} 실버요.
dlga_sell_prisoner_outlaws:sell_prisoner_outlaws.2|잘했어요 당신은 산적 {reg0}을 잡았어요. 각 30 실버를 쳐줄께요, 그리고 여기 {reg1} 모두에요.
dlga_sell_prisoner_outlaws:close_window|내 생각에 그럼 그게 다일것 같군요.
dlga_prisoner_chat:close_window|NO TEXT
dlga_prisoner_chat:prisoner_chat_accept_confirm|좋아요, 당신을 위해 방을 만들어 드리죠.
dlga_prisoner_chat_accept_confirm:prisoner_chat_accept3|당신의 명대로, my {lord/lady}.
dlga_prisoner_chat:close_window.1|죄송합니다, 여전히 당신을 위한 방이 없네요. 당신은 좀 더 기다리셔야 해요.
dlga_prisoner_chat:prisoner_chat_commoner|거기 너!
dlga_prisoner_chat:prisoner_chat_lord|{s1}
dlga_prisoner_chat_commoner:prisoner_chat_menu|Me?! (Gulp!)
dlga_prisoner_chat_lord:prisoner_chat_noble|Yes, {Lord/Lady} {s1}?
dlga_prisoner_chat_noble:prisoner_chat_noble_prerelease|당신은 자유요. 어디든 가도 좋소
dlga_prisoner_chat_noble:prisoner_chat_noble_prekeep|자넨 내 포로임을 기억해두는 게 좋을거야.
dlga_prisoner_chat_noble:prisoner_chat_treason|넌 대역죄를 저질렀다!
dlga_prisoner_chat_noble_prerelease:prisoner_chat_noble_release|당신이 생각하는 것보다 나는 명예로운 사람이오. 당신은 자유요. 어디든지 가도 좋소.
dlga_prisoner_chat_noble_release:close_window|내가 당신의 이 명예로운 행동을 잊지 않을거요.
dlga_prisoner_chat_noble_prekeep:prisoner_chat_noble_keep|당신은 기억해두는 게 좋을꺼야. 당신 가족들이 적절한 몸값을 지불하지 않는 한 당신은 내 인질이라는 것을....
dlga_prisoner_chat_noble_keep:close_window|Truly, this is beneath you.
dlga_prisoner_chat_noble_keep:close_window.1|그리고 당신은 기억하는게 좋을꺼야 언젠가 내가 당신을 개처럼 묶어 질질 끌고 다닐거라는 것을!
dlga_prisoner_chat_menu:prisoner_chat_offer|흠... 아무래도 당신은 이 폭도들중에 그렇게 멍청한 사람은 아닌것 같군. 
dlga_prisoner_chat_menu:prisoner_chat_release|당신을 풀어주도록 하지.
dlga_prisoner_chat_menu:prisoner_chat_die1|보기만 해도 짜증나는군 당장 죽어라!
dlga_prisoner_chat_menu:close_window|줄이나 똑바로 서!
dlga_prisoner_chat_release:prisoner_chat_release2|난 오늘 무척이나 자비롭다. 가라, 생각이 바뀌기 전에!
dlga_prisoner_chat_release2:close_window|오, 고맙습니다, {sir/madam}.  축복이 있길!
dlga_prisoner_chat_offer:prisoner_chat_reaction|들어라, 병신아, 니놈을 노예상에 팔아치우기 전에 단 한번의 기회를 주겠다.  예전에 가진 모든 것을 던져버리고, 내 명령대로 먹고 자고 마시고 싸워라.  그렇지 않는다면....고통속에서 노예로 살아가게 될것이다.  아주 아주 신중하게 선택하는게 좋을것이야.  
dlga_prisoner_chat_reaction:prisoner_chat_accept1|자비에 감사드립니다, {sir/madam}. 어머니의 무덤을 걸고서라도 충성을 맹세합니다, {lord/lady}!
dlga_prisoner_chat_reaction:prisoner_chat_refuse|니놈에게 줄게 딱 하나있지! (죄수는 당신의 발에 침을 뱉는다) 이거다. 이제 꺼져, 난 흥미없으니.
dlga_prisoner_chat_refuse:prisoner_chat_menu|그래...
dlga_prisoner_chat_die1:prisoner_chat_die2|(죄수 앞에 선다...)
dlga_prisoner_chat_die2:prisoner_chat_die3|제발, {sir/madam}, 날 죽이지 마시오. 무기도 없이 무방비한 죄수를 무참하게 죽일 것이오?
dlga_prisoner_chat_die3:prisoner_chat_die4|(죄수를 죽인다)
dlga_prisoner_chat_die3:close_window|아니, 나까지 바닥으로 떨어질 수야 없지.
dlga_prisoner_chat_die4:close_window|(포로가 당신앞에 끌려왔다, 포로에게 도망쳐 자유를 찾을 기회따윈 주어지지 않았다, 자비는 무의미한 것. 당신의 검이 그의 목을 꿰뚫었다. 서서히, 포로의 시신은 쓰러져갔다.)
dlga_prisoner_chat_accept1:prisoner_chat_accept2|앞으로 내 명령에 따르는데 실패한다면, 쥐도 새도 모르게 사라지도록 만들어주지!
dlga_prisoner_chat_accept1:prisoner_chat_accept2.1|내 부대에서는 모두가 동등한 대우를 받는다.  네가 날 따른다면 나 또한 널 신뢰하게 될 것이다.
dlga_prisoner_chat_accept2:prisoner_chat_accept3|당신의 바램대로, my {lord/lady}.  맹세하지요!
dlga_prisoner_chat_accept3:close_window|오! 지금 당신이 들어올 자리가 충분하지 않군. 자리를 만들고 다시 찾아오도록 하지.
dlga_prisoner_chat_accept3:close_window.1|아주 좋다. 부관들에게 보고하고 장비를 지급받도록.  앞으로 힘든 싸움이 기다리고 있다.
dlga_prisoner_chat_treason:prisoner_chat_treason_plead|{s1}, 당신은 {s2} 에 대해 중대한 적대행위를 취했소.^어디 한번 자신을 변호해 보시지?
dlga_prisoner_chat_treason_plead:prisoner_chat_treason_choose|부디 자비를 배푸시오. 내가 한 모든일, 내가 한 모든일은 나의 군주와 왕국을 위한 일이었소! 나는 충실한 종일 뿐, 당신처럼, 당신이 충분히 헤아릴수 있으리라 믿소.
dlga_prisoner_chat_treason_plead:prisoner_chat_treason_choose.1|넌 엄청난 실수를 하고 있는 거다! 나는 명예를 아는 군주다, 우리 입장이 달랐어도 나는 명예롭게 행동했을 것이다.
dlga_prisoner_chat_treason_plead:prisoner_chat_treason_choose.2|네놈을 저주하리라!  네놈이 나를 심판하겠다고?  나를!  네놈은 흔해빠진 건달놈들과 다를게 없는 비겁자다!  절대 네놈에게 빌지 않겠어. 오히려 네놈이 무릅꿇어 내게 용서를 빌어야할걸!
dlga_prisoner_chat_treason_plead:prisoner_chat_treason_choose.3|네놈이 감히 나를 붙잡아?!  You sniveling whelpling!  네놈을 내 감옥에 처박아 놓고 썩히는 꼴을 꼭 보고야 말테다!
dlga_prisoner_chat_treason_choose:prisoner_chat_treason_not_guilty|나는 명예를 아는 {남자/여자}다.  I shall spare your life this day!
dlga_prisoner_chat_treason_not_guilty:close_window|당신에겐 아직 희망이 남았다고 봐야겠군, {s1}.
dlga_prisoner_chat_treason_choose:prisoner_chat_treason_guilty|당신을 동정할 필요는 없겠군. 그래, 목숨으로 죄값을 치르게 될 것이다.
dlga_prisoner_chat_treason_guilty:prisoner_chat_treason_final_words|네 놈의 수 많은 악행, 나는 이곳에 네놈의 죽음을 선고하러 왔노라, 곧 형이 집행될 것이다. 마지막으로 할말이 있는가?
dlga_prisoner_chat_treason_final_words:prisoner_chat_treason_execute|언젠가 네놈이 오늘 한일을 후회하게 되리라 믿는다. 오직 한분 뿐이시다....다른이의 운명을 결정할 가치가 있는 사람은. 그리고 그건 네놈이 아니지.
dlga_prisoner_chat_treason_final_words:prisoner_chat_treason_execute.1|시발 얍삽한 개새끼!  저승에서 보자, 시발놈아!
dlga_prisoner_chat_treason_final_words:prisoner_chat_treason_execute.2|겨울은 끝이나고,^얼음이 녹는구나,^그와 함께 봄이 부활할 것이니...
dlga_prisoner_chat_treason_final_words:prisoner_chat_treason_execute.3|네놈은 어디에서도 평안을 찾지 못할 것이다!  내가 옆에서 눈을 부릅뜨고 지켜볼 것이다! 네놈은 죽음으로도 평안을 되찾지 못할것이며 오직 그를 초월한 고통만이 함께 할 것이다!
dlga_prisoner_chat_treason_final_words:prisoner_chat_treason_execute.4|뭐하나?^날새겠군^우린 어린애가 아닐세. 빨리하시게.
dlga_prisoner_chat_treason_execute:close_window|(포로는 당신 앞으로 끌려왔다, 그에겐 희망따윈 없다. 당신의 검이 그의 목을 꿰뚫고, 잠시 뒤, 그의 시체는 바닥에 눞혀졌다.)
dlga_prisoner_chat:prisoner_chat_2|도망가거나 멍청한짓 하지마. 내가 보고있어.
dlga_prisoner_chat_2:close_window|아니, 맹세코 도망가지 않겠소.
dlga_start:town_merchant_talk|안녕하세요, {나으리/부인}. 어떻게 도와드릴까요?
dlga_start:town_merchant_talk.1|좋은 날이죠, 뭘 찾고 계시나요?
dlga_town_merchant_talk:trade_requested_weapons|새로운 무기를 찾고 있소만, 어떤 게 있는지 봅시다.
dlga_town_merchant_talk:trade_requested_armor|저 장비들 좀 보고 싶소만, 좀 봐도 되겠소?
dlga_town_merchant_talk:trade_requested_horse|말 사는 것에 대해 좀 고려해 보려하오.
dlga_trade_requested_weapons:merchant_trade|아, 네. 지금 들고 있는 무기가 유라시아에서 최고 무기일 겁니다.
dlga_trade_requested_armor:merchant_trade|물론이죠. 이 지역 말고는 높은 품질의 갑옷은 구할 수 없을 거에요.
dlga_trade_requested_horse:merchant_trade|말을 볼 줄 아시네요. 아마 이곳 외에 좋은 말을 파는 사람은 없을걸요.
dlga_merchant_trade:town_merchant_talk|다른 건 없나요?
dlga_town_merchant_talk:merchant_gossip|뭐 좀 물어봅시다. 요즘 사람들은 어떤 이야기들을 하오?
dlga_town_merchant_talk:merchant_gossip.1|어이. 요즘 뭐 들리는 소문 같은 것 없소?
dlga_merchant_gossip:town_merchant_talk|그야, 대수롭지 않은 것들이죠... 가격들, 날씨, 전쟁, 오래된 물건들...
dlga_merchant_gossip:town_merchant_talk.1|{s61}
dlga_merchant_gossip:town_merchant_talk.2|네, 최근엔 별일 없지요. 물건이 얼마고, 날씨가 어떻고, 전쟁이 어쩌고, 다 늘 하던 소리들.
dlga_town_merchant_talk:tomorrowback|잘 있으시오.
dlga_tomorrowback:close_window|Come back tomorrow!
dlga_start:town_dweller_talk|My {lord/lady}?
dlga_start:town_dweller_talk.1|안녕하십니까, {sir/madam}.
dlga_town_dweller_talk:town_dweller_ask_fugitive|나는 {s4}라는 이름의 사람을 찾고 있소. 나는 그 자가 여기에 숨어있다고 들었소.
dlga_town_dweller_talk:town_dweller_ask_fugitive.1|나는 {s4}라는 이름의 사람을 찾고 있소. 나는 그 자가 여기에 숨어있다고 들었소.
dlga_town_dweller_talk:town_dweller_ask_fugitive.2|나는 {s4}라는 이름의 사람을 찾고 있소. 나는 그 자가 여기에 숨어있다고 들었소.
dlga_town_dweller_talk:town_dweller_ask_fugitive.3|나는 {s4}라는 이름의 사람을 찾고 있소. 나는 그 자가 여기에 숨어있다고 들었소.
dlga_town_dweller_talk:town_dweller_ask_fugitive.4|나는 {s4}라는 이름의 사람을 찾고 있소. 나는 그 자가 여기에 숨어있다고 들었소.
dlga_town_dweller_talk:town_dweller_ask_fugitive.5|나는 {s4}라는 이름의 사람을 찾고 있소. 나는 그 자가 여기에 숨어있다고 들었소.
dlga_town_dweller_talk:town_dweller_ask_fugitive.6|나는 {s4}라는 이름의 사람을 찾고 있소. 나는 그 자가 여기에 숨어있다고 들었소.
dlga_town_dweller_ask_fugitive:close_window|낯선 이들이 우리 마을에 오고 가곤 하죠, {나으리/부인}. 만약 그가 여기에 숨어있다면, 주변을 둘러보면 분명히 찾을 수 있을거예요.
